front,meaning,pos,frequency,lexique_cgram,kaikki_pos,kaikki_meaning,source,rank
serrer,"to squeeze; to shake (hands); to hug, to stay close to",verb,38.006000,VER,verb,"to squeeze; to shake (hands); to hug, to stay close to",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1430
soucier,to worry,verb,37.898000,VER,verb,to worry,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1431
dimanche,Sunday,noun,37.874000,NOM,noun,Sunday,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1432
journaliste,"a reporter; a journalist; an anchor, anchorperson, anchorman or anchorwoman",noun,37.858000,NOM,noun,"a reporter; a journalist; an anchor, anchorperson, anchorman or anchorwoman",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1433
supérieur,"superior; senior (boss); upper, senior",adjective / noun,37.796000,ADJ|NOM,adj|name|noun,"superior; senior (boss); upper, senior",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1434
effrayer,"to frighten, to scare, to affray",verb,37.775000,VER,verb,"to frighten, to scare, to affray",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1435
fac,university,noun,37.728000,NOM,name|noun,university,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1436
poids,weight,noun,37.658000,NOM,noun,weight,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1437
former,to train; to educate; to form (generic sense); to shape (to make into a certain shape),verb,37.632000,VER,verb,to train; to educate; to form (generic sense); to shape (to make into a certain shape),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1438
louer,"to rent; to lease; to praise, to recommend",verb,37.567000,VER,verb,"to rent; to lease; to praise, to recommend",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1439
crever,"to pop, burst; to have a puncture; to wear out, knacker",verb,37.561000,VER,verb,"to pop, burst; to have a puncture; to wear out, knacker",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1440
viande,food; meat,noun,37.554000,NOM,noun,food; meat,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1441
chaise,"chair, seat",noun,37.545000,NOM,noun,"chair, seat",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1442
tir,shooting range; shooting (sport); blasting (in mines),noun,37.503000,NOM,noun,shooting range; shooting (sport); blasting (in mines),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1443
jaloux,jealous,adjective,37.487000,ADJ,adj,jealous,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1444
abattre,to strike; to shoot dead; to cut down (a tree),verb,37.483000,VER,verb,to strike; to shoot dead; to cut down (a tree),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1445
échange,exchange,noun,37.352000,NOM,noun|verb,exchange,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1446
agréable,"pleasurable, nice, pleasant, agreeable",adjective,37.332000,ADJ,adj,"pleasurable, nice, pleasant, agreeable",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1447
joueur,player,noun,37.291000,NOM,adj|noun,player,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1448
saisir,to take hold of; to grab; to capture (screen or data); to grasp mentally; understand,verb,37.269000,VER,verb,to take hold of; to grab; to capture (screen or data); to grasp mentally; understand,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1449
heu,past participle of havoir; hoy (small coaster vessel),interjection,37.190000,ONO,intj|noun|verb,past participle of havoir; hoy (small coaster vessel),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1450
emploi,job; use; need; employment,noun,37.186000,NOM,noun,job; use; need; employment,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1451
effacer,to erase; to efface,verb,37.123000,VER,verb,to erase; to efface,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1452
éliminer,to eliminate; to phase out,verb,37.117000,VER,verb,to eliminate; to phase out,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1453
naissance,birth,noun,37.111000,NOM,noun,birth,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1454
titre,"titre; heading, title (name of a piece of work); title (extra name bestowed upon somebody)",noun,36.987000,NOM,noun,"titre; heading, title (name of a piece of work); title (extra name bestowed upon somebody)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1455
vision,"vision, sight",noun,36.981000,NOM,noun,"vision, sight",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1456
piquer,"to sting; to stitch together; to nick, pinch, steal",verb,36.976000,VER,verb,"to sting; to stitch together; to nick, pinch, steal",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1457
vente,sale,noun,36.953000,NOM,noun|verb,sale,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1458
rencontre,fixture; meeting; encounter,noun,36.934000,NOM,noun|verb,fixture; meeting; encounter,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1459
mets,dish,noun,36.896000,NOM,noun|verb,dish,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1460
douche,shower,noun,36.886000,NOM,noun|verb,shower,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1461
rat,rat; scrooge; sweetheart,noun,36.886000,NOM,noun,rat; scrooge; sweetheart,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1462
sport,sport,noun,36.883000,NOM,noun,sport,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1463
social,"social, living in society; mundane, related to social life; social, related to society, community",adjective / noun,36.836000,ADJ|NOM,adj|noun,"social, living in society; mundane, related to social life; social, related to society, community",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1464
cri,Cree (language); cry; shout; scream,noun,36.811000,NOM,adj|noun,Cree (language); cry; shout; scream,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1465
demi,half; bathroom; a glass of beer of 250 ml volume,adjective / adverb / noun,36.710000,ADJ|ADV|NOM,adj|adv|noun,half; bathroom; a glass of beer of 250 ml volume,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1466
participer,to donate; to participate; to share (emotions),verb,36.702000,VER,verb,to donate; to participate; to share (emotions),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1467
volonté,"wish, will",noun,36.684000,NOM,noun,"wish, will",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1468
promesse,promise (all meanings),noun,36.658000,NOM,noun,promise (all meanings),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1469
chasse,"hunt, hunting",noun,36.646000,NOM,name|noun|verb,"hunt, hunting",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1470
don,"donation; gift (present); gift, talent, knack",noun,36.595000,NOM,noun,"donation; gift (present); gift, talent, knack",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1471
station,station,noun,36.570000,NOM,noun,station,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1472
mine,"pencil lead; piledriver, scorcher; mine (excavation or explosive)",noun,36.567000,NOM,noun|verb,"pencil lead; piledriver, scorcher; mine (excavation or explosive)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1473
assurance,"insurance; self-confidence; assurance, guarantee",noun,36.513000,NOM,noun,"insurance; self-confidence; assurance, guarantee",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1474
vampire,vampire,noun,36.509000,NOM,noun,vampire,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1475
tableau,chart; tableau; painting,noun,36.494000,NOM,noun,chart; tableau; painting,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1476
cadavre,"corpse, cadaver; empty bottle, empty",noun,36.491000,NOM,noun,"corpse, cadaver; empty bottle, empty",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1477
retraite,retreat; retirement; pension (money),noun,36.428000,NOM,adj|noun,retreat; retirement; pension (money),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1478
décevoir,to disappoint; to deceive; to trick,verb,36.260000,VER,verb,to disappoint; to deceive; to trick,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1479
prisonnier,prisoner,noun,36.245000,NOM,noun,prisoner,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1480
punir,to punish,verb,36.241000,VER,verb,to punish,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1481
siège,"siege; seat, chair; headquarters, head office",noun,36.196000,NOM,noun,"siege; seat, chair; headquarters, head office",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1482
franchement,"frankly; sincerely; really, downright, outright; vigorously, without doubting oneself",adverb,36.168000,ADV,adv,"frankly; sincerely; really, downright, outright; vigorously, without doubting oneself",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1483
pur,pure (unspoilt); pure (undiluted),adjective,36.143000,ADJ,adj,pure (unspoilt); pure (undiluted),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1484
univers,universe,noun,36.127000,NOM,noun,universe,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1485
local,room; local,adjective / noun,36.121000,ADJ|NOM,adj|noun,room; local,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1486
élève,"schoolboy, pupil, student; schoolgirl, pupil, student; schoolchild, pupil, student",noun,36.070000,NOM,noun|verb,"schoolboy, pupil, student; schoolgirl, pupil, student; schoolchild, pupil, student",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1487
fiancé,fiancé,noun,36.035000,NOM,adj|noun|verb,fiancé,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1488
relever,"to put up (hair); to season (food); to restore, rebuild",verb,35.958000,VER,verb,"to put up (hair); to season (food); to restore, rebuild",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1489
cigarette,cigarette,noun,35.880000,NOM,noun,cigarette,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1490
rattraper,to catch (e.g. an elevator); to get back (something which is lost); to catch up (with) (arrive at the same level as),verb,35.848000,VER,verb,to catch (e.g. an elevator); to get back (something which is lost); to catch up (with) (arrive at the same level as),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1491
aveugle,"a blind man or woman; blind (physically unable to see); blind, unquestioning (unguided or unchecked by objective judgement)",adjective / noun,35.836000,ADJ|NOM,adj|noun|verb,"a blind man or woman; blind (physically unable to see); blind, unquestioning (unguided or unchecked by objective judgement)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1492
salon,"salon; living room; show (exhibition of items), exhibition (large-scale public showing of objects or products)",noun,35.718000,NOM,noun,"salon; living room; show (exhibition of items), exhibition (large-scale public showing of objects or products)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1493
ramasser,"to huddle up, to crouch; to pick up; to collect, gather",verb,35.714000,VER,verb,"to huddle up, to crouch; to pick up; to collect, gather",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1494
créature,"anything created or devised by a person; a creature, a living being, especially seen as the work of the divine Creator; a person who is at the mercy of another, notably in whose gift his position is",noun,35.712000,NOM,noun,"anything created or devised by a person; a creature, a living being, especially seen as the work of the divine Creator; a person who is at the mercy of another, notably in whose gift his position is",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1495
chaîne,warp; chain; channel,noun,35.709000,NOM,noun|verb,warp; chain; channel,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1496
épisode,episode,noun,35.703000,NOM,noun,episode,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1497
immeuble,building,noun,35.667000,NOM,noun,building,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1498
queue,"cue; tail; queue, line",noun,35.664000,NOM,noun,"cue; tail; queue, line",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1499
bague,ring; bague,noun,35.649000,NOM,noun,ring; bague,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1500
augmenter,to increase,verb,35.607000,VER,verb,to increase,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1501
protection,protection,noun,35.607000,NOM,noun,protection,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1502
évident,"evident, obvious",adjective,35.585000,ADJ,adj|verb,"evident, obvious",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1503
chemise,folder (office supplies); shirt (that opens in the front); chemise (wall-enforcing earthwork),noun,35.563000,NOM,noun|verb,folder (office supplies); shirt (that opens in the front); chemise (wall-enforcing earthwork),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1504
