rank,front,meaning,pos,root,frequency,calima_exact_analyses,source
1597,ميزة,distinguishing feature; characteristic; advantage,noun,,1080723,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1598,صوتي,acoustic; vocalic,adj,,1080336,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1599,ثامن,eighth,adj,ث م ن,1079799,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1600,جنة,paradise; garden,noun,ج ن ن,1076166,21,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1601,شعار,slogan; motto,noun,ش ع ر,1073155,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1602,شاء,want; desire; wish,verb,,1073071,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1603,مستعمل,used; in use,adj,ع م ل,1071355,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1604,تجميل,embellishment,noun,ج م ل,1068328,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1605,غياب,absence; disappearance,noun,,1067199,18,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1606,قضائي,judicial; legal,adj,,1066377,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1607,كافي,kaf (Arabic letter),noun,,1065720,5,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1608,ظاهرة,phenomenon,noun,ظ ه ر,1065653,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1609,سماح,magnanimous,noun,س م ح,1065348,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1610,تسليم,handing over; delivery; surrender,noun,س ل م,1065090,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1611,تحديث,updating; renewing,noun,ح د ث,1064981,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1612,تكوين,creating; forming,noun,,1061131,18,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1613,متقدم,advanced; developed,adj,ق د م,1059605,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1614,تحقق,be achieved; be realized; be reached,verb,ح ق ق,1056412,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1615,ذكي,clever,adj,,1051887,18,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1616,مفهوم,concept; notion; sense; meaning; definition,noun,ف ه م,1046534,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1617,ساهم,participate; contribute,verb,س ه م,1046354,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1618,عاجل,urgent; speedy,noun,ع ج ل,1045812,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1619,مقارنة,comparison,noun,ق ر ن,1045230,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1620,ترفيه,opulent; luxurious,noun,ت ر ف,1042505,10,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1621,معني,concerned; affected; interested,adj,,1041296,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1622,ندوة,seminar; symposium,noun,,1037339,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1623,عقاري,mortgage; real estate,adj,ع ق ر,1036632,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1624,سينما,cinema,noun,,1031580,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1625,حرارة,temperature; heat; fever,noun,ح ر ر,1031313,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1626,قارئ,reader,noun,,1029609,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1627,منشأة,establishment; firm,noun,,1028936,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1628,تخصصي,specialized,adj,خ ص ص,1027841,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1629,داعي,inviter; propagandist,noun,,1027263,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1630,أكاديمي,academic; scholarly,adj,,1027201,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1631,ياباني,Japanese,adj,,1024992,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1632,منوع,diverse; mixed,adj,,1024388,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1633,حديقة,garden,noun,ح د ق,1024331,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1634,ثابت,established; proven; permanent,adj,ث ب ت,1023844,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1635,عضوية,membership; affiliation,noun,,1023543,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1636,رحم,have mercy with,verb,ر ح م,1019236,3,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1637,تهمة,accusations; charges,noun,ت ه م,1018959,11,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1638,عدل,justice; fairness,noun,ع د ل,1018660,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1639,تقنية,technique; technology,noun,ت ق ن,1017757,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1640,هوية,identity card; identity,noun,,1016899,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1641,تصنيف,classification; sorting; compilation,noun,ص ن ف,1016502,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1642,مطلب,quest,noun,ط ل ب,1016259,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1643,محدود,limited; determined,adj,ح د د,1015839,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1644,تميز,be distinguished; stand out,verb,,1015379,8,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1645,صاروخ,missile; rocket,noun,ص ر خ,1014014,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1646,بشرة,good news,noun,ب ش ر,1012161,17,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1647,وزن,weight; weighing,noun,,1008238,30,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1648,عطر,perfume,noun,ع ط ر,1006568,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1649,فضاء,space; cosmos,noun,,1005881,8,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1650,منشور,published; spread out,adj,ن ش ر,1005544,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1651,لاجئ,refugee; seeking refuge,noun,,1004723,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1652,آلة,instrument; apparatus; appliance; machine,noun,,1003349,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1653,معيار,standard; criterion,noun,,1000481,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1654,إلغاء,cancellation; abrogation; repeal,noun,,999424,8,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1655,منح,grant; award; bestow,verb,م ن ح,997322,2,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1656,أصلي,original; authentic,adj,,997194,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1657,نسائي,women's; feminist; feminine,adj,,994620,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1658,طبق,according to; conforming with,noun,ط ب ق,994515,10,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1659,قاد,lead; guide,verb,,989539,2,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1660,طيب,good; pleasant,adj,,987961,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1661,لاحظ,notice; observe,verb,ل ح ظ,984705,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1662,حجز,detention; reservation; confiscation,noun,ح ج ز,984403,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1663,أقرب,soonest; nearer; nearest; more; most likely,noun,ق ر ب,984211,4,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1664,عشرات,scores; tens; dozens,noun,ع ش ر,982731,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1665,درهم,dirham,noun,,981948,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1666,ليرة,pound; lira,noun,,978171,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1667,فأر,mouse,noun,,977062,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1668,ميناء,port; harbor,noun,,976366,8,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1669,مهارة,skill; proficiency,noun,م ه ر,975444,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1670,نزل,descend; stay,verb,ن ز ل,975073,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1671,ف,F; 17th; (fils),abbrev,,973041,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1672,ستار,veil; curtain,noun,س ت ر,972315,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1673,صعوبة,difficulty,noun,ص ع ب,971432,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1674,إزالة,removal; elimination,noun,,971319,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1675,شغل,work; activity; occupation,noun,ش غ ل,969367,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1676,مضيف,host; steward,noun,,969208,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1677,عدالة,justice; fairness,noun,ع د ل,967604,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1678,مخاطر,daring; venturesome; adventurer,noun,خ ط ر,967346,10,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1679,غريبة,stranger; foreigner,noun,غ ر ب,965472,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1680,تجاوز,exceed; disregard,verb,,964296,3,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1681,نات,sway; stagger,verb,,963493,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1682,أحسن,better; best,noun,ح س ن,961797,4,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1683,مصاب,afflicted; injured; wounded,adj,,961304,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1684,جاد,earnest; serious,adj,ج د د,960416,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1685,وحد,alone; only,adv,,960316,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1686,مدرسي,scholastic; school,adj,د ر س,957967,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1687,نفذ,implement; carry out; accomplish,verb,ن ف ذ,956942,2,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1688,سكر,sugar,noun,س ك ر,956683,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1689,سفارة,embassy,noun,س ف ر,954916,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1690,مؤخر,delayed; deferred,noun,,953151,18,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1691,أعاد,(do) again; re-(do); return; give back,verb,,950496,2,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1692,توجه,send; direct,verb,,949669,4,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1693,عيادة,clinic; outpatient clinic,noun,,948717,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1694,ضيف,guest; visitor,noun,,945528,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1695,أنشودة,anthem; hymn; song,noun,ن ش د,945220,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1696,خادم,servant; attendant,noun,خ د م,943769,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1697,خطير,serious; grave; dangerous; significant,adj,خ ط ر,941539,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1698,خليفة,deputy; caliph,noun,خ ل ف,941185,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1699,شك,doubt,noun,ش ك ك,941132,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1700,ربع,living zone; residence,noun,ر ب ع,940287,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1701,مساهمة,participation; contribution,noun,س ه م,939559,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1702,وفى,fulfill; carry out,verb,,939319,2,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1703,ميدان,field; domain; arena,noun,,938374,24,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1704,شهري,monthly,adj,ش ه ر,936480,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1705,سار,move; march,verb,,934969,2,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1706,جمال,beauty,noun,ج م ل,933942,18,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1707,تهديد,threat; menace,noun,ه د د,930808,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1708,ركن,foundation; support; corner,noun,ر ك ن,930411,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1709,مطر,rain,noun,م ط ر,929182,26,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1710,تغطية,coverage; covering,noun,,928983,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1711,ملحق,attache,noun,ل ح ق,928487,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1712,دقة,minuteness; accuracy; precision,noun,د ق ق,928483,28,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1713,بر,land; earth,noun,ب ر ر,926810,24,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1714,جاز,be allowed; be possible,verb,,926308,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1715,غذاء,food,noun,,925308,4,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1716,مختص,responsible; competent,noun,خ ص ص,924935,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1717,مذكرة,reminder; memorandum,noun,ذ ك ر,923789,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1718,تركيب,installation; assembling,noun,ر ك ب,923294,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1719,دمعي,lacrimal; tear,adj,د م ع,922268,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1720,مقدمة,preface; introduction; front part,noun,ق د م,922196,35,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1721,محرك,motor; engine,noun,ح ر ك,920584,20,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1722,دعاء,call; request; invocation,noun,,920497,4,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1723,ربح,profit; interest,noun,ر ب ح,920408,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
