rank,front,published_meaning,risk,reason,supporting_sources,external_agreement_pairs,kaikki_meaning,readurdu_meaning,word2word_meaning,evidence_tier,semantic_basis
2688,وافر,enough; plenty,review,no_independent_bilingual_support,,,,"(act. part. of وفر 'to become full, or complete,' &c.)",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2693,معقول,appropriate; controlled; restricted; reasoned; sound; well-grounded; becoming; comely; comme il faut; decent; decorous; seemly,review,no_independent_bilingual_support,,,,"(pass. part. of عقل 'to be or become intelligent,' &c.)",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2695,کاغذی,written; chartaceous; papery; paperlike,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2698,بقیہ,incomplete; uncomplete; due; remainder; difference; owed; leftover; left over(p); left(p); odd; remaining; unexpended,review,no_independent_bilingual_support,,,,(for A. بقية baqīyat),,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2700,ترقی پسند,progressive,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2702,جزو,degree; arcdegree; share; portion; part; percentage; component part; component; ingredient,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2703,شہاب,meteoroid; meteor,review,no_independent_bilingual_support,,,,(prob. shah+āb),,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2704,وحدت,integrity; unity; wholeness,review,no_independent_bilingual_support,,,,"(for A. وحدة, inf. n. of وحِد 'to be single, or alone,' &c.)",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2705,ٹیک,teak; teakwood; prop,review,no_independent_bilingual_support,,,,,Tech; tech; itself; necessary; knees,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2707,بیڈ,bed,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2708,سچی,intimate,review,no_independent_bilingual_support,,,,adj. feminine of سَچّا (saccā) | Platts: (rt. sać),,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2711,یکسر,quite,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2713,مقدر,luck; fortune; chance; hazard; lacking(p); missing; nonexistent; wanting(a),review,no_independent_bilingual_support,,,,"(pass. part. of قدّر 'to decree, ordain,' &c., ii of قدر 'to measure; to estimate,' &c.), part.",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2720,محرم,Muharram; Moharram; Muharrum,review,no_independent_bilingual_support,,,,(n. of place fr. حرم 'to be forbidden; to be sacred'),,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2725,دماغی,brainy; brilliant; smart as a whip; mental; intellectual; intellect; cerebral; psychological,review,no_independent_bilingual_support,,,,(rel. n. fr. dimāg̠),psychotic; re; You; ',A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2727,ایٹ,at,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2728,جاب,service,review,no_independent_bilingual_support,,,,"s.m. A muzzle (for large cattle), ox-muzzle; a net (for fruit-trees); a kind of grass",cigars; despite; pulled; piece; Send,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2729,حکمراں,in(p); empress; ruler; swayer; authority,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2735,دبا,deep-set; sunken; recessed; hidden; secret,review,no_independent_bilingual_support,,,,"(perf. part. of dabnā), part.",pressed; CONTRARY; POPULAR; BELIEF; CHUCKLES,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2737,حاکم,authority,review,no_independent_bilingual_support,,,,"(act. part. n. of حکم 'to restrain'; to judge'; 'to exercise rule,' &c.)",,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2738,روش,method; expressive style; style,review,no_independent_bilingual_support,,,,(rav,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2740,کرامت,miracle,review,no_independent_bilingual_support,,,,"s.f. pl. (of kurāmat), Miracles, marvellous works or doings; miraculous powers",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2741,نکتہ,aspect; facet,review,no_independent_bilingual_support,,,,"(for A. نکتة nuktat, v.n. fr. نکت 'to poke (the ground, &c.) with the end of a stick,' &c.)",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2742,بااثر,potent; powerful; influential; impressiveness,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2743,لاگو,applicable; imposition; infliction,review,no_independent_bilingual_support,,,,adj. &,apply; went; in; I; to,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2748,غنی,rich person; wealthy person; have,review,no_independent_bilingual_support,,,,(rel. n. fr. g̠anā,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2749,فیلڈنگ,fielding,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2752,متوسط,moderate,review,no_independent_bilingual_support,,,,"(act. part. of توسّط 'to be in the middle or midst' (of), &c., v of وسط 'to sit, or to penetrate, into the…",middle-class; ex-military; community; mostly; Now,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2755,فحاشی,indecency,review,no_independent_bilingual_support,,,,"s.f. Obscenity, &c. ( = fǒḥsh)",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2760,سہ ماہی,quarterly,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2761,موازنہ,comparative,review,no_independent_bilingual_support,,,,,Compare; compare; may; ear; corn,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2762,اسپیشل,especial(a); exceptional; particular(a); special,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2763,خرم,Shah Jahan,review,no_independent_bilingual_support,,,,"adj. Pleased, glad, joyful, merry, gay, cheerful, smiling; pleasant, delightful: — ḵẖurram-dil, adj. Of a…",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2764,شمارہ,issue; number; publication,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2769,پنشن,pension; stipend,review,no_independent_bilingual_support,,,,(corr. of the English),,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2773,حیرت انگیز,wonder; marvel; dramatic; exotic; strange; unusual,review,no_independent_bilingual_support,,,"astonishing, amazing, marvellous",,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2777,مزاح,laughter; farce; farce comedy; travesty,review,no_independent_bilingual_support,,,,humor,went; well; Well; that,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2779,جوابی,answering; respondent,review,no_independent_bilingual_support,,,,adj. &,retaliate; counter-spying; Regional; Cryptological; Oahu,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2783,ضرب,injury; hurt; harm; trauma; multiplication; times,review,no_independent_bilingual_support,,,,"(inf. n. of ضرب 'to beat, strike,' &c.)",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2790,ایڈیشن,issue; publication; published,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2793,رنج,compunction; remorse; self-reproach; sorrow; lamentation; mourning; sulk; sulkiness,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2794,مدمقابل,unfavorableness; unfavourableness; opponent; opposing,review,no_independent_bilingual_support,,,,,contender; middleweight; beating; reminding; working,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2797,ولادت,birth; nativity; nascency; nascence; delivery; obstetrical delivery,review,no_independent_bilingual_support,,,,"(for A. ولادة, inf. n. of ولد 'to bear children')",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2802,چک,check; Czech Republic; Czech,review,no_independent_bilingual_support,,,,"s.m. Landed property, estate, tenure, holding, farm; a piece of assigned land, a patch of rent-free land; a…",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2804,شاکر,grateful; thankful; ascetic; ascetical; austere; spartan; satisfied,review,no_independent_bilingual_support,,,,"(act. part. of شکر 'to thank,' &c.)",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2805,غیرمعمولی,baronial; imposing; noble; stately; bang; clap; eruption; blast; bam; matchless; nonpareil; one(a); one and only(a); peerless; unmatched; unmatchable,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2806,محتاج,destitute; impoverished; indigent; necessitous; needy; poverty-stricken,review,no_independent_bilingual_support,,,,"(pass. part. of احتاج, viii of (and syn. with) حاج (for حوج) 'to be in want (of), to want, need')",,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2807,ہری,Vishnu,review,no_independent_bilingual_support,,,,"s.m. corr. of hari or har, 'Vishṇu,'",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2810,تفریق,discreteness; distinctness; separateness; severalty; subtraction; minus; difference,review,no_independent_bilingual_support,,,,"s.f. Separating, dividing; distinguishing, discriminating; separation, division; analysis; distribution,…",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2813,آرائش,adornment; apparel; wearing apparel; dress; clothes,review,no_independent_bilingual_support,,,,(abst. s. fr. ārā),cornicing; LAUGHING; Gentlemen; Have; (,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2815,خیرمقدم,reception; receipt,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2816,راہو,Rahu,review,no_independent_bilingual_support,,,,s.m. (Myth.) Name of a Daitya or demon (son of Vipra-ćitti and Sinhikā) who is supposed to seize the sun and…,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2818,رجسٹرڈ,registered,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2821,اسٹیل,steel; stainless steel; stainless; chromium steel,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2822,ایکسپریس,express; limited,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2826,دستیابی,provision; supply; supplying; handiness; accessibility; availability; availableness,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2829,کنگ,king; B. B. King; Riley B King; Billie Jean King; Billie Jean Moffitt King,review,no_independent_bilingual_support,,,,,too.; coalescing; characters; quarters; starting,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
