rank,front,meaning,pos,root,frequency,calima_raw_meaning,kaikki_meaning,semantic_basis,source
1386,حجر,stone,noun,ح ج ر,1154390,stone,dam; mare; stone,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1387,مبدأ,principles,noun,,1154068,principles;bases,"invention; beginning, start; principles, convictions",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1388,ضابط,officer,noun,ض ب ط,1150177,officer,officer; pair of compasses; tenant farmer or villein,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1389,حج,pilgrimage,noun,ح ج ج,1149624,pilgrimage;Haj,pilgrimage; to convince; verbal noun of حَجَّ (ḥajja) (form I),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1390,شكر,thankfulness,noun,ش ك ر,1148352,thankfulness;thanks,"thankfulness, gratitude; to praise, to laud, to extol; to acknowledge, to acknowledge goodness",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1391,مساعد,assistant,noun,س ع د,1147054,assistant;supporter,"assistant; a male given name; adjutant, warrant officer",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1392,متحدث,spokesman; speaker,noun,ح د ث,1144878,spokesman;speaker,"spokesman, speaker",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1393,نكتة,jokes,noun,ن ك ت,1143366,jokes;wisecracks,"odd person; point, dot, tittle, spot; joke, anecdote, witticism",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1394,إمكانية,possibility,noun,م ك ن,1142419,possibility;capability,"possibility, feasibility, capacity",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1395,بلا,without,prep,,1141272,without,"without; to test, to try; indefinite accusative of بَلّ (ball)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1396,كمية,quantity; amount,noun,ك م م,1132677,quantity;amount,"quantity, amount",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1397,طول,power,noun,,1132383,power,merit; power; bounty,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1398,مولد,birthday,noun,,1132218,birthday,Arabized; begetter; birthday,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1399,خليجي,(Persian) Gulf,adj,خ ل ج,1130927,(Persian) Gulf,"having to do with a gulf or bay; Gulf; having to do with the Persian Gulf; someone from one of the Arab states of the Persian Gulf, khaleeji",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1400,زراعي,agricultural,adj,ز ر ع,1129980,agricultural;farming,"agronomist; agricultural, agrarian",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1401,مراقبة,surveillance; monitoring,noun,ر ق ب,1127401,surveillance;monitoring,"observation; surveillance, monitoring; verbal noun of رَاقَبَ (rāqaba) (form III)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1402,تمويل,funding,noun,,1125754,financing;funding;backing,"funding, sponsorship; verbal noun of مَوَّلَ (mawwala) (form II)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1403,مقدس,holy; sacred,adj,ق د س,1124691,holy;sacred,"sanctified; consecrated; sacred, holy",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1404,جبهة,front; front line,noun,ج ب ه,1120105,front;front line,"forehead, brow; front, face, façade; frontline, battlefront",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1405,توقيع,signing,noun,,1119909,signing,signing; signature; registering,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1406,صعيد,level; plane,noun,ص ع د,1113643,level;plane,"level, plane; highland, upland, plateau",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1407,مسار,path; route,noun,,1113516,path;route,"route (of a bus line); trajectory (of a bullet); path, orbit (of a planet)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1408,إقليم,region,noun,ق ل م,1111587,region;district,"territory (geographical area under the legal control of a country); region, climate (geographical area of the earth, particularly a zone of latitude)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1409,سهولة,ease; facility,noun,س ه ل,1108813,ease;facility,"mildness, gentleness, softness; ease, facility, comfortableness",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1410,صار,become,verb,,1106671,become;begin to,"mast; to become; to make, to incline or bend towards a shape",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1411,نقد,cash; money,noun,ن ق د,1103914,cash;money,dowry; money; to pay in cash,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1412,عادي,ordinary; regular; normal,adj,,1103365,ordinary;regular;normal,"ancient, very old; normal, regular, ordinary, usual",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1413,مبكر,early,adj,ب ك ر,1101304,early,early; active participle of بَكَّرَ (bakkara),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1414,إيطالي,Italian,adj,,1100183,Italian,Italian,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1415,تجمع,gathering,noun,ج م ع,1098313,gathering;assembly,"to gather up; to pile up, to heap up; verbal noun of تَجَمَّعَ (tajammaʕa) (form V); to come together; to convene; to assemble; to congregate",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1416,محاضرة,lecture,noun,ح ض ر,1098160,lecture,lecture; verbal noun of حَاضَرَ (ḥāḍara); feminine singular of مُحَاضَر (muḥāḍar),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1417,بث,broadcast; transmission,noun,ب ث ث,1097083,broadcast;transmission;dissemination,"broadcast; transmission; to transmit, to pass to the public",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1418,أشرف,supervise,verb,ش ر ف,1095906,oversee;supervise;manage,"to supervise; a male given name, Ashraf; more excellent; most excellent",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1419,آلية,automation; mechanism,noun,,1094454,automation;mechanism,"mechanism; automaticity; machinery, automation",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1420,مجمع,academy,noun,ج م ع,1090246,assembly;academy,synod; academy; college,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1421,مفاوضة,negotiation,noun,,1089002,negotiation;discussion,"partnership; negotiation, parley, talk",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1422,ظهور,appearance; emergence,noun,ظ ه ر,1088253,appearance;emergence,"rise, emergence; appearance, coming into view; verbal noun of ظَهَرَ (ẓahara) (form I)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1423,وسيط,mediator; intermediary,noun,,1087512,mediator;go-between;intermediary,"median; intermediary, intermediating; broker, middleman, intercessor, mediator",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1424,حلو,be sweet; be pleasant,verb,,1086028,be sweet;be pleasant,"sweet; a surname; nice, charming, pretty, pleasant",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1425,أخضر,green,noun,خ ض ر,1084119,green,gray; dark; black; green; verdant,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1426,جلب,arraignment,noun,ج ل ب,1083058,acquisition;arraignment,to shout; to import; to arraign,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1427,ميزة,distinguishing feature; advantage,noun,,1080723,distinguishing feature;characteristic;advantage,"advantage, feature",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1428,صوتي,acoustic,adj,,1080336,acoustic;vocalic,"phonetic, phonological; resounding, resonant, sonorous; sonant, sound in compounds, vocal, sonic, acoustic",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1429,ثامن,eighth,adj,ث م ن,1079799,eighth,eighth,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1430,جنة,garden,noun,ج ن ن,1076166,paradise;garden,"garden; a jinn, demon, genie; jinn, demons, genies",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1431,شاء,want; wish,verb,,1073071,want;desire;wish,"sheep; active participle of شَاءَ (šāʔa); to will, to want, to intend, to wish",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1432,غياب,absence,noun,,1067199,absence;disappearance,absence; verbal noun of غَابَ (ḡāba) (form I),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1433,قضائي,judicial,adj,,1066377,judicial;legal,judicial,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1434,ظاهرة,phenomenon,noun,ظ ه ر,1065653,phenomenon,phenomenon,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1435,سماح,permission,noun,س م ح,1065348,permission;munificence,a kind of dance; permission; magnanimity; indulgence; verbal noun of سَمَحَ (samaḥa) (form I),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1436,تكوين,structure,noun,,1061131,structure;education,"structure, constitution, composition; formation, creation, making, origination; verbal noun of كَوَّنَ (kawwana) (form II)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1437,متقدم,advanced,adj,ق د م,1059605,advanced;developed,advanced; advancing; preceding,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1438,تحقق,be realized,verb,ح ق ق,1056412,be achieved;be realized;be reached,"verification, assurance; to come true, to materialize; to be realized, to be fulfilled",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1439,مفهوم,concept; notion,noun,ف ه م,1046534,concept;notion;sense;meaning;definition,understood; concept; notion; idea; understandable; comprehensible,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
