rank,front,lemma_undiac,pos,root,english_gloss,frequency,surface_types,top_surfaces
1425,غِذاء,غذاء,noun,,the+food+[def.gen.],925308,10,الغذاء:357341 | الأغذية:191063 | غذاء:88482 | والغذاء:81890 | غذائي:73090 | الاغذية:38416
1426,مُخْتَصّ,مختص,noun,خ ص ص,the+responsible;competent+[fem.sg.],924935,9,المختصة:358978 | المختص:165391 | مختص:142218 | المختصين:94008 | مختصة:74874 | مختصين:30966
1427,مُذَكِّرَة,مذكرة,noun,ذ ك ر,reminder;memorandum+[fem.sg.],923789,8,مذكرة:354321 | مذكرات:274027 | المذكرات:99662 | المذكرة:94003 | ومذكرات:34974 | مذكراته:23606
1428,تَرْكِيب,تركيب,noun,ر ك ب,installation;assembling+[def.gen.],923294,7,تركيب:510345 | وتركيب:130060 | التركيب:118148 | لتركيب:45571 | بتركيب:42458 | تركيبها:40522
1429,دَمْعِيّ,دمعي,adj,د م ع,the+lacrimal;tear+[fem.sg.],922268,2,الدمعية:864421 | دمعية:57847
1430,مُقَدِّمَة,مقدمة,noun,ق د م,preface;introduction;front part+[fem.sg.],922196,6,مقدمة:642452 | مقدمتها:131008 | مقدمات:53820 | مقدمتهم:51213 | مقدمته:23650 | المقدمات:20053
1431,مُحَرِّك,محرك,noun,ح ر ك,motor;engine+[def.gen.],920584,8,محرك:322109 | محركات:234927 | المحرك:154206 | المحركات:94912 | والمحركات:37791 | بمحرك:31198
1432,دُعاء,دعاء,noun,,the+call;request;invocation+[def.nom.],920497,9,الدعاء:302689 | دعاء:256321 | الأدعية:85842 | ادعية:61119 | الادعية:52374 | بالدعاء:49309
1433,رِبْح,ربح,noun,ر ب ح,the+profit;interest+[def.gen.],920408,10,الربح:353342 | الأرباح:160278 | أرباح:150917 | ارباح:55531 | الارباح:53191 | أرباحا:48253
1434,تاسِع,تاسع,adj,ت س ع,the+ninth+[def.gen.],920184,2,التاسع:479436 | التاسعة:440748
1435,مِنْبَر,منبر,noun,ن ب ر,minbar;pulpit;rostrum+[indef.gen.],919836,6,منبر:480155 | المنبر:307856 | المنابر:49348 | منابر:39911 | بمنبر:23260 | منبرا:19306
1436,طَقْس,طقس,noun,ط ق س,the+ritual;rite+[def.nom.],918684,4,الطقس:654930 | طقس:180183 | طقوس:46714 | الطقوس:36857
1437,تَقْلِيدِيّ,تقليدي,adj,ق ل د,the+traditional;conventional+[fem.sg.],918647,6,التقليدية:461393 | التقليدي:237250 | تقليدية:101701 | تقليدي:72462 | تقليديا:29776 | التقليديين:16065
1438,نَهْر,نهر,noun,ن ه ر,river+[def.gen.],918289,8,نهر:526426 | النهر:185190 | الأنهار:52014 | انهار:41242 | لنهر:35842 | نهرا:29616
1439,إِسْكَنْدَرِيَّة,إسكندرية,noun,,the+Alexandria+[fem.sg.],916542,6,الإسكندرية:424514 | الاسكندرية:215508 | بالإسكندرية:120956 | بالاسكندرية:90924 | الأسكندرية:37483 | والإسكندرية:27157
1440,تَسَوُّق,تسوق,noun,,the+marketing+[def.gen.],916350,5,التسوق:664997 | تسوق:122802 | للتسوق:85509 | والتسوق:26275 | بالتسوق:16767
1441,تَوَلَّى,تولى,verb,,take charge of;be in charge of;seize control of+he;it <verb>,915095,14,تولى:230208 | يتولى:193408 | تتولى:136395 | وتولى:63461 | تولت:55088 | ويتولى:49401
1442,شَرْعِيّ,شرعي,adj,ش ر ع,the+legitimate;lawful+[def.gen.],914735,7,الشرعي:317109 | شرعية:304881 | شرعي:158424 | الشرعيين:43110 | الشرعى:37439 | شرعيا:36380
1443,كَرْتُون,كرتون,noun,ك ر ت ن,the+cardboard+[def.gen.],914107,7,الكرتون:301797 | كرتون:277567 | الكارتون:122147 | كارتون:94651 | والكرتون:52830 | والكارتون:42817
1444,جِنْس,جنس,noun,ج ن س,the+type;kind+[def.gen.],914019,8,الجنس:491580 | جنس:155339 | الجنسين:108155 | والجنس:80836 | للجنس:23628 | الأجناس:20121
1445,حَيّ,حي,adj,,alive;living;live;lively+[def.nom.],913408,7,أحياء:292583 | الحية:237581 | حيا:173294 | حية:131307 | حيان:40006 | لحيته:19973
1446,جِنْسِيَّة,جنسية,noun,ج ن س,the+nationality;citizenship+[fem.sg.],912201,5,الجنسية:706331 | الجنسيات:105443 | جنسيات:59742 | الجنسيه:20767 | جنسيته:19918
1447,قَلَق,قلق,noun,ق ل ق,the+unrest;concern;apprehension+[def.acc.],911920,13,القلق:265067 | قلق:170849 | والقلق:82888 | للقلق:70021 | بالقلق:53168 | قلقه:52508
1448,تَغْذِيَة,تغذية,noun,,the+feeding;nutrition+[fem.sg.],911642,7,التغذية:451202 | تغذية:198982 | تغذيات:95891 | والتغذية:67357 | وتغذية:60232 | لتغذية:19600
1449,تَجاهُل,تجاهل,noun,ج ه ل,ignoring;disregard;feigned ignorance+its;his,910596,5,تجاهله:705061 | تجاهل:135548 | تجاهلها:26148 | وتجاهل:23538 | التجاهل:20301
1450,عَيْش,عيش,noun,,the+life;living+[def.gen.],910538,6,العيش:394090 | عيش:328214 | والعيش:84372 | للعيش:62901 | عيشهم:24861 | بالعيش:16100
1451,طَرَح,طرح,verb,ط ر ح,he;it+be submitted;be suggested;be proposed,910079,17,يطرح:237583 | تطرح:169630 | طرحت:134398 | طرحه:103798 | نطرح:32918 | يطرحها:25594
1452,تَعْيِين,تعيين,noun,,appointing;assignment+[def.gen.],909725,10,تعيين:429450 | بتعيين:99123 | التعيين:89772 | تعيينه:88416 | وتعيين:58839 | التعيينات:44423
1453,زَيْت,زيت,noun,,oil,907913,11,زيت:382779 | الزيت:183253 | الزيوت:94066 | بزيت:47155 | وزيت:47135 | زيوت:42394
1454,إِعْدادِيّ,إعدادي,adj,ع د د,the+preliminary;preparatory+[fem.sg.],907882,8,الاعدادية:193641 | الاعدادى:176727 | الإعدادي:157325 | الإعدادية:147953 | الاعدادي:101035 | الإعدادى:76691
1455,ذَهَبِيّ,ذهبي,adj,ذ ه ب,the+golden;gilded+[def.gen.],907309,5,الذهبي:345388 | الذهبية:336317 | ذهبية:162382 | ذهبي:40098 | الذهبى:23124
1456,مُعارِض,معارض,noun,ع ر ض,the+opponent;adversary;opposition+[def.gen.],906959,9,المعارض:357353 | معارض:276481 | المعارضين:118835 | والمعارض:45366 | معارضين:30973 | المعارضون:21258
1457,مُؤَلِّف,مؤلف,noun,,the+author;composer+[def.nom.],906905,12,المؤلف:358386 | مؤلف:103615 | مؤلفات:103566 | والمؤلفات:57923 | مؤلفة:50483 | المؤلفات:49536
1458,ظَلَّ,ظل,verb,ظ ل ل,remain;continue+it;they;she <verb>,905385,12,ظلت:186171 | يظل:151311 | تظل:146774 | وظل:106968 | ستظل:72938 | سيظل:57015
1459,لِيبِيّ,ليبي,adj,,the+Libyan+[fem.sg.],903389,4,الليبية:392039 | الليبي:388407 | ليبية:79549 | الليبى:43394
1460,وَجَّه,وجه,verb,,send;direct+he;it <verb> it;them;her,902313,10,وجهها:203832 | وجهت:190065 | يوجه:169388 | ووجه:143930 | ووجهت:58610 | وجهتها:37258
1461,مِلْكِيَّة,ملكية,noun,م ل ك,the+property;ownership+[fem.sg.],900903,4,الملكية:658936 | ملكية:193392 | ملكيتها:30168 | للملكية:18407
1462,مادِّيّ,مادي,adj,م د د,the+materialistic+[fem.sg.],900083,9,المادية:283872 | المادي:180586 | مادية:162259 | ماديا:90442 | مادي:84411 | والمادية:38592
1463,جَواب,جواب,noun,,letter+[indef.gen.],899990,11,جواب:236440 | الجواب:215539 | وجواب:213562 | أجوبة:45181 | وأجوبة:42162 | جوابا:39741
1464,مُقَرِّر,مقرر,noun,ق ر ر,the+reporter+[def.gen.],899666,3,المقرر:694973 | مقرر:164690 | والمقرر:40003
1465,تَخْطِيط,تخطيط,noun,خ ط ط,the+planning;projecting+[def.gen.],898296,6,التخطيط:546803 | تخطيط:137361 | والتخطيط:116226 | للتخطيط:47981 | بالتخطيط:28087 | وتخطيط:21838
1466,بُدّ,بد,noun,ب د د,escape;avoiding+[def.acc.],898141,4,بد:802693 | بدي:37814 | كبد:36185 | بدك:21449
1467,إِخْبارِيّ,إخباري,adj,خ ب ر,the+news;information+[fem.sg.],893500,9,الإخبارية:316008 | الاخبارية:203744 | إخبارية:104167 | الإخباري:54354 | الاخباري:51878 | إخباري:51018
1468,ضَرائِب,ضرائب,noun,ض ر ب,the+taxes+[def.gen.],892840,4,الضرائب:758893 | ضرائب:79915 | والضرائب:36204 | للضرائب:17828
1469,جُمْلَة,جملة,noun,ج م ل,sentence;clause+[fem.sg.],892716,6,جملة:384898 | الجملة:194192 | بالجملة:166420 | جمل:83001 | جملا:36383 | بجملة:27822
1470,بُرْج,برج,noun,ب ر ج,the+towers;constellations,892656,9,الابراج:243210 | الأبراج:148978 | البرج:122878 | ابراج:120935 | أبراج:111716 | برجك:77459
1471,آلِيّ,آلي,adj,,the+mechanical;automatic+[def.gen.],892424,10,الآلي:394845 | الالي:112958 | آلي:104656 | آليا:96844 | الألي:50134 | الآلى:40951
1472,مَجّان,مجان,adv,م ج ن,free;gratis+[acc.indef.],890594,1,مجانا:890594
1473,شَرّ,شر,noun,ش ر ر,the+evil;malice+[def.gen.],889940,12,الشر:219067 | شر:215654 | بشر:170071 | بشرة:64240 | شرا:43822 | والشر:38263
1474,لُبْنانِيّ,لبناني,noun,,the+Lebanese+[masc.pl.],889711,5,اللبنانيين:663692 | اللبنانيون:123430 | للبنانيين:45445 | واللبنانيين:40880 | كلبنانيين:16264
1475,مُخَصَّص,مخصص,adj,خ ص ص,the+designated;allocated+[fem.sg.],889087,7,المخصصة:271315 | مخصص:214139 | مخصصة:204543 | المخصص:134466 | المخصصات:28867 | مخصصا:18781
1476,أَمَّن,أمن,verb,,he;it+insure;guarantee;secure,887421,11,يؤمن:237529 | آمنوا:187226 | تؤمن:141840 | يؤمنون:88379 | نؤمن:77508 | آمنت:32964
1477,مِفْتاح,مفتاح,noun,ف ت ح,key;switch;wrench+[def.acc.],885777,6,مفتاح:338124 | مفاتيح:152356 | والمفاتيح:144715 | المفاتيح:128091 | المفتاح:82530 | ومفاتيح:39961
1478,غَيَّر,غير,verb,,it;they;she+change;modify,881433,8,تغير:530784 | يغير:152861 | غيرت:72434 | وتغير:49011 | تغيرا:21685 | نغير:20985
1479,خَصّ,خص,verb,خ ص ص,he;it+concern;stipulate;confer,881078,4,يخص:582121 | تخص:225829 | خص:51039 | يخصه:22089
1480,قَطَرِيّ,قطري,adj,ق ط ر,the+Qatari+[fem.sg.],880288,5,القطرية:329838 | القطري:321720 | قطري:167910 | قطرية:39343 | القطرى:21477
1481,حَمّام,حمام,noun,ح م م,the+bath,880196,9,الحمام:417259 | حمامات:163581 | الحمامات:101180 | للحمام:49469 | وحمام:48249 | حمامة:33765
1482,سَبْع,سبع,noun,س ب ع,lion;predatory beast+[def.acc.],880059,10,سبع:314662 | السبع:283838 | سبعين:74869 | السبعين:55219 | وسبعين:35503 | والسبعين:34013
1483,عُدْوان,عدوان,noun,,the+aggression;hostility;enmity+[def.gen.],879350,7,العدوان:559253 | عدوان:162077 | للعدوان:47089 | والعدوان:43063 | عدوانه:33337 | عدوانها:18307
1484,تَمَتَّع,تمتع,verb,م ت ع,he;it+enjoy,879203,8,يتمتع:315242 | تتمتع:298154 | يتمتعون:72864 | تمتع:72349 | ويتمتع:39142 | وتتمتع:35417
1485,حَلْوَى,حلوى,noun,,the+pastries;desserts;sweets+[fem.pl.],878351,5,الحلويات:351850 | حلويات:336252 | والحلويات:88375 | الحلوى:63009 | وحلويات:38865
1486,خَلِيَّة,خلية,noun,,the+beehives,878313,5,الخلايا:405561 | خلايا:207679 | خلية:152174 | الخلية:96235 | للخلايا:16664
1487,مُعايَنَة,معاينة,noun,,for;to+examination;inspection;observation+[fem.sg.],877560,3,لمعاينة:767763 | معاينة:74821 | المعاينة:34976
1488,سَحْب,سحب,noun,س ح ب,withdrawal;pulling out;remove+[def.gen.],877219,6,سحب:422199 | السحب:228580 | بسحب:92852 | وسحب:59673 | لسحب:50137 | سحبها:23778
1489,ما,ما,part_neg,,and;so+not,876241,1,فما:876241
1490,خَوْف,خوف,noun,,the+fear+[def.gen.],874808,7,الخوف:331151 | خوفا:213835 | خوف:164991 | والخوف:88274 | بالخوف:35716 | وخوف:22718
1491,تَقْرِيب,تقريب,noun,ق ر ب,approximation+[acc.indef.],874151,4,تقريبا:777679 | تقريب:46313 | التقريب:33836 | لتقريب:16323
1492,نَصِيحَة,نصيحة,noun,ن ص ح,advice;words of advice+[def.acc.],873602,6,نصائح:466688 | النصائح:158737 | نصيحة:101575 | ونصائح:62160 | النصيحة:57965 | والنصائح:26477
1493,شَكَر,شكر,verb,ش ك ر,thank;give thanks+he;it <verb>,873213,16,شكر:280918 | شكره:122192 | وشكر:87945 | نشكر:61601 | أشكر:51521 | يشكر:41585
1494,حَذَّر,حذر,verb,ح ذ ر,warn;caution+he;it <verb>,873161,11,حذر:229382 | تحذر:135598 | وحذر:127623 | حذرت:113269 | يحذر:106265 | وحذرت:43205
1495,ماكِياج,ماكياج,noun,,facial make-up,872716,6,مكياج:388796 | المكياج:267350 | والمكياج:119370 | ماكياج:36881 | الماكياج:36190 | ومكياج:24129
1496,نَعَم,نعم,interj,ن ع م,yes,872571,2,نعم:803745 | ونعم:68826
1497,شَجَرَة,شجرة,noun,ش ج ر,tree+[fem.sg.],872417,9,شجرة:238084 | الأشجار:163322 | الشجرة:114044 | الشجر:113092 | أشجار:78627 | شجر:62660
1498,صَرَّح,صرح,verb,ص ر ح,declare;announce+he;it <verb>,872294,5,صرح:474788 | وصرح:246545 | صرحت:76621 | يصرح:43919 | وصرحت:30421
1499,هُما,هما,pron,,they (both),871718,3,هما:464131 | وهما:342547 | فهما:65040
1500,مُحادَثَة,محادثة,noun,ح د ث,discussions;talks;negotiations+[fem.pl.],871598,5,محادثات:358370 | المحادثات:285986 | المحادثة:144227 | محادثة:57587 | محادثاته:25428
1501,كَيْفَ,كيف,adv_interrog,,and+how,871393,2,وكيف:533243 | فكيف:338150
1502,أَدان,أدان,verb,,condemn;censure+we <verb> it;him,871195,7,أدناه:333260 | ادناه:191393 | تدين:128698 | يدين:105309 | تدني:47419 | أدانت:38616
1503,مَسْرَحِيَّة,مسرحية,noun,س ر ح,the+play (theater)+[fem.sg.],870610,7,المسرحية:239477 | مسرحية:237980 | المسرحيات:145148 | مسرحيات:133924 | والمسرحيات:72040 | ومسرحيات:21447
1504,حَدِيد,حديد,noun,ح د د,the+iron+[def.gen.],870399,5,الحديد:434042 | حديد:362237 | والحديد:39920 | بالحديد:17377 | للحديد:16823
1505,بَرْمَجَة,برمجة,noun,ب ر م ج,the+programming+[fem.sg.],870366,5,البرمجة:437111 | برمجة:309521 | والبرمجة:45366 | البرمجه:44319 | وبرمجة:34049
1506,طَبَقَة,طبقة,noun,ط ب ق,the+level;layer+[fem.sg.],869644,6,الطبقة:431275 | طبقة:167703 | الطبقات:122186 | طبقات:113225 | بطبقة:18142 | للطبقة:17113
1507,سَدّ,سد,noun,س د د,defrayal (of costs)+my,869368,10,سدي:273956 | سد:221407 | السد:139406 | لسد:70265 | السدود:40789 | بسد:35585
1508,أَيْنَ,أين,adv_interrog,,where,868621,3,أين:571331 | اين:234913 | فأين:62377
1509,تُجاهَ,تجاه,prep,,towards;facing,868153,3,تجاه:825221 | تجاهها:22356 | تجاهه:20576
1510,جَدْوَل,جدول,noun,ج د ل,schedule;chart+[def.gen.],867798,6,جدول:511725 | الجدول:138974 | جداول:100653 | الجداول:64725 | وجداول:31484 | بجدول:20237
1511,ضَرْب,ضرب,noun,ض ر ب,strike;attack;bombardment+[def.gen.],867468,11,ضرب:349330 | الضرب:92572 | وضرب:83121 | بالضرب:75538 | لضرب:64064 | بضرب:45087
1512,عَقِيدَة,عقيدة,noun,ع ق د,the+doctrine;creed;dogma+[fem.sg.],867384,8,العقيدة:406657 | عقيدة:216984 | عقائد:76908 | العقائد:63908 | والعقيدة:41377 | وعقائد:26257
1513,قَتْل,قتل,noun,ق ت ل,the+murder;killing+[def.gen.],866864,9,القتل:344574 | بقتل:207060 | والقتل:80569 | بالقتل:77714 | لقتل:57161 | قتلها:29776
1514,وافَق,وافق,verb,,agree;be in conformity+he;it <verb>,865947,10,وافق:300396 | وافقت:188297 | يوافق:163039 | ووافق:56735 | أوافق:47767 | ووافقت:33615
