front,frequency,frequency_source,reason
حکمرانی,482,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
فرسٹ,482,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
پریکٹس,481,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
پلاٹ,481,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
دہرن,481,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
آزادانہ,480,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بلندی,480,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
علموں,480,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
کامرس,480,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
جلسے,479,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
زرداری,479,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
سمجہے,479,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
فرمائی,479,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
پابندیاں,478,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
دیجئے,478,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
شیڈول,478,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
نفسیات,478,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
اشد,477,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
سرپرستی,476,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بروز,475,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
سبزیاں,475,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
پارٹیوں,474,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
نظریاتی,474,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
تعمیرات,473,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
تنازعات,473,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
لیبارٹری,473,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
معاون,473,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ہلکے,473,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
چوتہی,472,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
منصفانہ,472,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ہجرت,472,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
پذیرائی,471,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
پوچہ,471,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
شوٹنگ,471,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
فورسز,471,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
لمبے,471,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
الٹ,470,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
باقاعدگی,470,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
لائیں,470,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
مجاہد,470,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
سکوں,469,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
سوائے,469,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
فلمساز,469,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
سرے,468,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ڈکیتی,468,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ضوابط,467,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
واجد,467,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
پہیلنے,466,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
چارج,466,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
سیلز,466,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
صائمہ,466,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
کہیلیں,466,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
مترادف,466,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
افادیت,465,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
اڈے,465,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بلو,465,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
سنچریاں,464,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
قبائل,464,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
نشستیں,464,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
انکوائری,463,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
انگریزوں,463,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ریاستی,463,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
سفارتی,463,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
نہر,463,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بہیجی,462,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ساؤتہ,462,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
گزرے,462,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
گناہوں,461,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
نیلم,461,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ڈاؤن,461,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
شین,460,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
معاونت,460,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
مکہی,460,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
صفدر,459,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
مینیجر,459,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
کرانا,458,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
لاتے,458,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بستیوں,457,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
دخل,457,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ذہانت,457,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
لواحقین,457,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
نقش,457,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بیورو,456,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
چلائی,456,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ریٹ,456,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
اجناس,455,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بازوں,455,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
درختوں,455,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
سنایا,455,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
وسط,455,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
اہلسنت,454,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
پروین,454,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
فریضہ,454,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
مہمانوں,454,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
انسپکٹر,453,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
تدابیر,453,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
کاٹن,453,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ہیپاٹائٹس,453,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ہیروئن,453,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
توقیر,452,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
تیرا,452,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ثناء,452,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
جلیل,452,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
عبوری,452,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
لائسنس,452,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
آرگنائزیشن,451,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ماتحت,451,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
طلبا,450,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
کہے,450,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
مشمولہ,450,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
المیہ,449,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
انکم,449,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
پہینک,449,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
فرحت,449,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بیروزگاری,448,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
شاہدہ,448,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
عہدیداروں,448,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
کہائیں,448,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
انچ,447,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بزم,447,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بڑہایا,447,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
پالیسیاں,447,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
جمشید,447,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
شراکت,447,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
کارکنان,447,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
اطلاق,446,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
جانیں,446,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
چیمہ,445,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
طالبہ,445,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بائیکاٹ,444,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بنکوں,444,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
پڑہنا,443,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
تاحال,443,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ترکیب,443,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
کمیونٹی,443,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
لیڈروں,443,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ہلاکتوں,443,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بوڑہے,442,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
پیکیج,442,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
سمجہنا,442,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
سنبہال,442,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
عازمین,442,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
قیوم,442,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
میلے,442,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
پلانٹ,441,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
رسالت,441,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
کیسی,441,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
لائحہ,441,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
رساں,440,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
فرمائے,440,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
پیدل,439,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ریڈ,439,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
امتحانات,438,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ساتویں,438,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
کونسلوں,438,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
پنڈی,437,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
چشتی,437,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
مجوزہ,437,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
منانے,437,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ہالی,437,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ہٹا,437,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
چانڈیو,436,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
عہدوں,436,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
نبوی,436,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ڈائری,436,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
سکرین,435,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
کریڈٹ,435,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
مادی,435,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
مساوی,435,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بسوں,434,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بنچ,434,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
تقرری,434,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
فیڈرل,434,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
لپیٹ,434,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
تیاریاں,433,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
جہگڑا,433,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
انوار,432,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
رؤف,432,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
سینٹرل,432,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
کیڑوں,432,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
گامزن,432,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بیٹہنے,431,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
پیمائش,431,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
چینلز,431,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
پارلیمان,430,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
پڑہیں,430,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
سنٹرل,430,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
کونسلروں,430,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
