frequency,frequency_source,front,reason
777,CLE Urdu top-5000 frequency list,عورتیں,no_direct_mapping_and_not_indowordnet_lemma
776,CLE Urdu top-5000 frequency list,فیروز,no_direct_mapping_and_not_indowordnet_lemma
776,CLE Urdu top-5000 frequency list,فیملی,no_direct_mapping_and_not_indowordnet_lemma
776,CLE Urdu top-5000 frequency list,منفرد,no_direct_mapping_and_not_indowordnet_lemma
775,CLE Urdu top-5000 frequency list,نکالنے,no_direct_mapping_and_not_indowordnet_lemma
774,CLE Urdu top-5000 frequency list,اصلاحات,no_direct_mapping_and_not_indowordnet_lemma
774,CLE Urdu top-5000 frequency list,زیدی,no_direct_mapping_and_not_indowordnet_lemma
771,CLE Urdu top-5000 frequency list,تشریف,no_direct_mapping_and_not_indowordnet_lemma
771,CLE Urdu top-5000 frequency list,مشورے,no_direct_mapping_and_not_indowordnet_lemma
770,CLE Urdu top-5000 frequency list,اقدار,no_direct_mapping_and_not_indowordnet_lemma
770,CLE Urdu top-5000 frequency list,خلق,no_direct_mapping_and_not_indowordnet_lemma
770,CLE Urdu top-5000 frequency list,گریڈ,no_direct_mapping_and_not_indowordnet_lemma
769,CLE Urdu top-5000 frequency list,پوائنٹ,no_direct_mapping_and_not_indowordnet_lemma
768,CLE Urdu top-5000 frequency list,گہی,no_direct_mapping_and_not_indowordnet_lemma
768,CLE Urdu top-5000 frequency list,لاشیں,no_direct_mapping_and_not_indowordnet_lemma
767,CLE Urdu top-5000 frequency list,مشاعرہ,no_direct_mapping_and_not_indowordnet_lemma
766,CLE Urdu top-5000 frequency list,پسندوں,no_direct_mapping_and_not_indowordnet_lemma
766,CLE Urdu top-5000 frequency list,چینل,no_direct_mapping_and_not_indowordnet_lemma
765,CLE Urdu top-5000 frequency list,سونامی,no_direct_mapping_and_not_indowordnet_lemma
765,CLE Urdu top-5000 frequency list,لگیں,no_direct_mapping_and_not_indowordnet_lemma
764,CLE Urdu top-5000 frequency list,انچارج,no_direct_mapping_and_not_indowordnet_lemma
764,CLE Urdu top-5000 frequency list,اٹہارہ,no_direct_mapping_and_not_indowordnet_lemma
762,CLE Urdu top-5000 frequency list,بچنے,no_direct_mapping_and_not_indowordnet_lemma
762,CLE Urdu top-5000 frequency list,بناتے,no_direct_mapping_and_not_indowordnet_lemma
762,CLE Urdu top-5000 frequency list,دیکہی,no_direct_mapping_and_not_indowordnet_lemma
761,CLE Urdu top-5000 frequency list,جتنے,no_direct_mapping_and_not_indowordnet_lemma
761,CLE Urdu top-5000 frequency list,گیلانی,no_direct_mapping_and_not_indowordnet_lemma
761,CLE Urdu top-5000 frequency list,موضوعات,no_direct_mapping_and_not_indowordnet_lemma
760,CLE Urdu top-5000 frequency list,جاؤ,no_direct_mapping_and_not_indowordnet_lemma
756,CLE Urdu top-5000 frequency list,پہنچی,fallback_no_two_source_semantic_agreement
756,CLE Urdu top-5000 frequency list,نمٹنے,no_direct_mapping_and_not_indowordnet_lemma
755,CLE Urdu top-5000 frequency list,بنتے,no_direct_mapping_and_not_indowordnet_lemma
754,CLE Urdu top-5000 frequency list,سورۃ,no_direct_mapping_and_not_indowordnet_lemma
753,CLE Urdu top-5000 frequency list,پارلیمینٹ,no_direct_mapping_and_not_indowordnet_lemma
751,CLE Urdu top-5000 frequency list,حتی,no_direct_mapping_and_not_indowordnet_lemma
750,CLE Urdu top-5000 frequency list,گوٹہ,no_direct_mapping_and_not_indowordnet_lemma
749,CLE Urdu top-5000 frequency list,اندہےپن,no_direct_mapping_and_not_indowordnet_lemma
749,CLE Urdu top-5000 frequency list,تیرے,no_direct_mapping_and_not_indowordnet_lemma
749,CLE Urdu top-5000 frequency list,کشمیریوں,no_direct_mapping_and_not_indowordnet_lemma
746,CLE Urdu top-5000 frequency list,لاحق,no_direct_mapping_and_not_indowordnet_lemma
744,CLE Urdu top-5000 frequency list,ملزموں,no_direct_mapping_and_not_indowordnet_lemma
742,CLE Urdu top-5000 frequency list,ڈالا,no_direct_mapping_and_not_indowordnet_lemma
739,CLE Urdu top-5000 frequency list,آسٹریلوی,no_direct_mapping_and_not_indowordnet_lemma
739,CLE Urdu top-5000 frequency list,سائنسدانوں,no_direct_mapping_and_not_indowordnet_lemma
738,CLE Urdu top-5000 frequency list,گلے,no_direct_mapping_and_not_indowordnet_lemma
737,CLE Urdu top-5000 frequency list,خریدنے,no_direct_mapping_and_not_indowordnet_lemma
736,CLE Urdu top-5000 frequency list,کرنسی,no_direct_mapping_and_not_indowordnet_lemma
734,CLE Urdu top-5000 frequency list,لمبی,no_direct_mapping_and_not_indowordnet_lemma
734,CLE Urdu top-5000 frequency list,ڈالیں,no_direct_mapping_and_not_indowordnet_lemma
733,CLE Urdu top-5000 frequency list,کہیلتے,no_direct_mapping_and_not_indowordnet_lemma
731,CLE Urdu top-5000 frequency list,حکومتیں,no_direct_mapping_and_not_indowordnet_lemma
730,CLE Urdu top-5000 frequency list,سٹیشن,no_direct_mapping_and_not_indowordnet_lemma
727,CLE Urdu top-5000 frequency list,مراکز,no_direct_mapping_and_not_indowordnet_lemma
726,CLE Urdu top-5000 frequency list,عطیات,no_direct_mapping_and_not_indowordnet_lemma
725,CLE Urdu top-5000 frequency list,قبضے,no_direct_mapping_and_not_indowordnet_lemma
723,CLE Urdu top-5000 frequency list,پڑہے,no_direct_mapping_and_not_indowordnet_lemma
722,CLE Urdu top-5000 frequency list,تقاضوں,no_direct_mapping_and_not_indowordnet_lemma
722,CLE Urdu top-5000 frequency list,دکہایا,no_direct_mapping_and_not_indowordnet_lemma
722,CLE Urdu top-5000 frequency list,نکالا,no_direct_mapping_and_not_indowordnet_lemma
721,CLE Urdu top-5000 frequency list,روکا,no_direct_mapping_and_not_indowordnet_lemma
721,CLE Urdu top-5000 frequency list,صنعتوں,no_direct_mapping_and_not_indowordnet_lemma
721,CLE Urdu top-5000 frequency list,مزدوروں,no_direct_mapping_and_not_indowordnet_lemma
720,CLE Urdu top-5000 frequency list,تاجروں,no_direct_mapping_and_not_indowordnet_lemma
718,CLE Urdu top-5000 frequency list,دکان,no_direct_mapping_and_not_indowordnet_lemma
717,CLE Urdu top-5000 frequency list,پیداواری,no_direct_mapping_and_not_indowordnet_lemma
717,CLE Urdu top-5000 frequency list,لکہتے,no_direct_mapping_and_not_indowordnet_lemma
717,CLE Urdu top-5000 frequency list,ٹو,no_direct_mapping_and_not_indowordnet_lemma
717,CLE Urdu top-5000 frequency list,ٹیکسٹائل,no_direct_mapping_and_not_indowordnet_lemma
715,CLE Urdu top-5000 frequency list,زرمبادلہ,no_direct_mapping_and_not_indowordnet_lemma
713,CLE Urdu top-5000 frequency list,نیازی,no_direct_mapping_and_not_indowordnet_lemma
711,CLE Urdu top-5000 frequency list,بدلے,no_direct_mapping_and_not_indowordnet_lemma
711,CLE Urdu top-5000 frequency list,شکور,no_direct_mapping_and_not_indowordnet_lemma
709,CLE Urdu top-5000 frequency list,جلا,no_direct_mapping_and_not_indowordnet_lemma
709,CLE Urdu top-5000 frequency list,حصص,no_direct_mapping_and_not_indowordnet_lemma
709,CLE Urdu top-5000 frequency list,کیری,no_direct_mapping_and_not_indowordnet_lemma
708,CLE Urdu top-5000 frequency list,چوتہے,no_direct_mapping_and_not_indowordnet_lemma
708,CLE Urdu top-5000 frequency list,عمارتوں,no_direct_mapping_and_not_indowordnet_lemma
708,CLE Urdu top-5000 frequency list,ٹیکسوں,no_direct_mapping_and_not_indowordnet_lemma
707,CLE Urdu top-5000 frequency list,خدشات,no_direct_mapping_and_not_indowordnet_lemma
707,CLE Urdu top-5000 frequency list,لائی,no_direct_mapping_and_not_indowordnet_lemma
706,CLE Urdu top-5000 frequency list,پہولوں,no_direct_mapping_and_not_indowordnet_lemma
706,CLE Urdu top-5000 frequency list,ساٹہ,no_direct_mapping_and_not_indowordnet_lemma
706,CLE Urdu top-5000 frequency list,کرنل,no_direct_mapping_and_not_indowordnet_lemma
706,CLE Urdu top-5000 frequency list,ہرگز,no_direct_mapping_and_not_indowordnet_lemma
704,CLE Urdu top-5000 frequency list,دہوپ,no_direct_mapping_and_not_indowordnet_lemma
703,CLE Urdu top-5000 frequency list,چہٹی,no_direct_mapping_and_not_indowordnet_lemma
703,CLE Urdu top-5000 frequency list,ممبران,no_direct_mapping_and_not_indowordnet_lemma
702,CLE Urdu top-5000 frequency list,احسن,no_direct_mapping_and_not_indowordnet_lemma
702,CLE Urdu top-5000 frequency list,پتہر,no_direct_mapping_and_not_indowordnet_lemma
701,CLE Urdu top-5000 frequency list,اٹہ,no_direct_mapping_and_not_indowordnet_lemma
701,CLE Urdu top-5000 frequency list,تمہاری,no_direct_mapping_and_not_indowordnet_lemma
701,CLE Urdu top-5000 frequency list,ہائیکورٹ,no_direct_mapping_and_not_indowordnet_lemma
700,CLE Urdu top-5000 frequency list,کاشف,no_direct_mapping_and_not_indowordnet_lemma
699,CLE Urdu top-5000 frequency list,سرجری,no_direct_mapping_and_not_indowordnet_lemma
698,CLE Urdu top-5000 frequency list,مالکان,no_direct_mapping_and_not_indowordnet_lemma
697,CLE Urdu top-5000 frequency list,گیندوں,no_direct_mapping_and_not_indowordnet_lemma
696,CLE Urdu top-5000 frequency list,اشعار,no_direct_mapping_and_not_indowordnet_lemma
696,CLE Urdu top-5000 frequency list,دلایا,no_direct_mapping_and_not_indowordnet_lemma
695,CLE Urdu top-5000 frequency list,ملبے,no_direct_mapping_and_not_indowordnet_lemma
694,CLE Urdu top-5000 frequency list,عکاسی,no_direct_mapping_and_not_indowordnet_lemma
693,CLE Urdu top-5000 frequency list,طریقوں,no_direct_mapping_and_not_indowordnet_lemma
693,CLE Urdu top-5000 frequency list,فائر,no_direct_mapping_and_not_indowordnet_lemma
691,CLE Urdu top-5000 frequency list,ذوق,no_direct_mapping_and_not_indowordnet_lemma
691,CLE Urdu top-5000 frequency list,وحید,no_direct_mapping_and_not_indowordnet_lemma
690,CLE Urdu top-5000 frequency list,کہلی,no_direct_mapping_and_not_indowordnet_lemma
689,CLE Urdu top-5000 frequency list,اٹہائے,no_direct_mapping_and_not_indowordnet_lemma
689,CLE Urdu top-5000 frequency list,کہلا,no_direct_mapping_and_not_indowordnet_lemma
688,CLE Urdu top-5000 frequency list,دائر,fallback_no_two_source_semantic_agreement
688,CLE Urdu top-5000 frequency list,نعرے,no_direct_mapping_and_not_indowordnet_lemma
687,CLE Urdu top-5000 frequency list,آبپاشی,no_direct_mapping_and_not_indowordnet_lemma
687,CLE Urdu top-5000 frequency list,تیری,no_direct_mapping_and_not_indowordnet_lemma
684,CLE Urdu top-5000 frequency list,خواہشات,no_direct_mapping_and_not_indowordnet_lemma
684,CLE Urdu top-5000 frequency list,گولیاں,no_direct_mapping_and_not_indowordnet_lemma
683,CLE Urdu top-5000 frequency list,سیوریج,no_direct_mapping_and_not_indowordnet_lemma
682,CLE Urdu top-5000 frequency list,زمان,no_direct_mapping_and_not_indowordnet_lemma
682,CLE Urdu top-5000 frequency list,سراہا,no_direct_mapping_and_not_indowordnet_lemma
681,CLE Urdu top-5000 frequency list,پوائنٹس,no_direct_mapping_and_not_indowordnet_lemma
681,CLE Urdu top-5000 frequency list,خاصا,fallback_no_two_source_semantic_agreement
680,CLE Urdu top-5000 frequency list,جیتے,no_direct_mapping_and_not_indowordnet_lemma
678,CLE Urdu top-5000 frequency list,سکیم,no_direct_mapping_and_not_indowordnet_lemma
677,CLE Urdu top-5000 frequency list,آئل,no_direct_mapping_and_not_indowordnet_lemma
677,CLE Urdu top-5000 frequency list,کرداروں,no_direct_mapping_and_not_indowordnet_lemma
677,CLE Urdu top-5000 frequency list,گہنٹہ,no_direct_mapping_and_not_indowordnet_lemma
676,CLE Urdu top-5000 frequency list,رکنی,no_direct_mapping_and_not_indowordnet_lemma
676,CLE Urdu top-5000 frequency list,سٹیج,no_direct_mapping_and_not_indowordnet_lemma
676,CLE Urdu top-5000 frequency list,ڈرامے,no_direct_mapping_and_not_indowordnet_lemma
675,CLE Urdu top-5000 frequency list,چلتے,no_direct_mapping_and_not_indowordnet_lemma
674,CLE Urdu top-5000 frequency list,میچز,no_direct_mapping_and_not_indowordnet_lemma
673,CLE Urdu top-5000 frequency list,بلایا,no_direct_mapping_and_not_indowordnet_lemma
673,CLE Urdu top-5000 frequency list,بہیجنے,no_direct_mapping_and_not_indowordnet_lemma
673,CLE Urdu top-5000 frequency list,دہو,no_direct_mapping_and_not_indowordnet_lemma
672,CLE Urdu top-5000 frequency list,پولنگ,no_direct_mapping_and_not_indowordnet_lemma
672,CLE Urdu top-5000 frequency list,تبدیلیوں,no_direct_mapping_and_not_indowordnet_lemma
672,CLE Urdu top-5000 frequency list,لاء,no_direct_mapping_and_not_indowordnet_lemma
672,CLE Urdu top-5000 frequency list,منایا,no_direct_mapping_and_not_indowordnet_lemma
670,CLE Urdu top-5000 frequency list,مسافروں,no_direct_mapping_and_not_indowordnet_lemma
669,CLE Urdu top-5000 frequency list,جمالی,no_direct_mapping_and_not_indowordnet_lemma
669,CLE Urdu top-5000 frequency list,چہین,no_direct_mapping_and_not_indowordnet_lemma
669,CLE Urdu top-5000 frequency list,ڈہائی,no_direct_mapping_and_not_indowordnet_lemma
668,CLE Urdu top-5000 frequency list,کہاتے,no_direct_mapping_and_not_indowordnet_lemma
668,CLE Urdu top-5000 frequency list,نقصانات,no_direct_mapping_and_not_indowordnet_lemma
667,CLE Urdu top-5000 frequency list,اکٹہے,no_direct_mapping_and_not_indowordnet_lemma
666,CLE Urdu top-5000 frequency list,روزگاری,no_direct_mapping_and_not_indowordnet_lemma
666,CLE Urdu top-5000 frequency list,کتب,no_direct_mapping_and_not_indowordnet_lemma
665,CLE Urdu top-5000 frequency list,پڑہائی,no_direct_mapping_and_not_indowordnet_lemma
665,CLE Urdu top-5000 frequency list,سٹاف,no_direct_mapping_and_not_indowordnet_lemma
664,CLE Urdu top-5000 frequency list,ہیلتہ,no_direct_mapping_and_not_indowordnet_lemma
663,CLE Urdu top-5000 frequency list,بیانات,no_direct_mapping_and_not_indowordnet_lemma
663,CLE Urdu top-5000 frequency list,زون,no_direct_mapping_and_not_indowordnet_lemma
663,CLE Urdu top-5000 frequency list,طیارے,no_direct_mapping_and_not_indowordnet_lemma
662,CLE Urdu top-5000 frequency list,اوورز,no_direct_mapping_and_not_indowordnet_lemma
662,CLE Urdu top-5000 frequency list,آرٹس,no_direct_mapping_and_not_indowordnet_lemma
662,CLE Urdu top-5000 frequency list,جتوئی,no_direct_mapping_and_not_indowordnet_lemma
661,CLE Urdu top-5000 frequency list,پیس,fallback_no_two_source_semantic_agreement
661,CLE Urdu top-5000 frequency list,کیڑے,no_direct_mapping_and_not_indowordnet_lemma
661,CLE Urdu top-5000 frequency list,مچہلی,no_direct_mapping_and_not_indowordnet_lemma
659,CLE Urdu top-5000 frequency list,جاؤں,no_direct_mapping_and_not_indowordnet_lemma
657,CLE Urdu top-5000 frequency list,عاصم,no_direct_mapping_and_not_indowordnet_lemma
657,CLE Urdu top-5000 frequency list,فورس,no_direct_mapping_and_not_indowordnet_lemma
657,CLE Urdu top-5000 frequency list,کہاد,no_direct_mapping_and_not_indowordnet_lemma
657,CLE Urdu top-5000 frequency list,نکلے,no_direct_mapping_and_not_indowordnet_lemma
656,CLE Urdu top-5000 frequency list,معراج,no_direct_mapping_and_not_indowordnet_lemma
655,CLE Urdu top-5000 frequency list,مظاہرے,no_direct_mapping_and_not_indowordnet_lemma
654,CLE Urdu top-5000 frequency list,لفظوں,no_direct_mapping_and_not_indowordnet_lemma
653,CLE Urdu top-5000 frequency list,توقعات,no_direct_mapping_and_not_indowordnet_lemma
652,CLE Urdu top-5000 frequency list,متغیر,no_direct_mapping_and_not_indowordnet_lemma
652,CLE Urdu top-5000 frequency list,نکلا,fallback_no_two_source_semantic_agreement
651,CLE Urdu top-5000 frequency list,سپرد,no_direct_mapping_and_not_indowordnet_lemma
651,CLE Urdu top-5000 frequency list,کورس,no_direct_mapping_and_not_indowordnet_lemma
651,CLE Urdu top-5000 frequency list,کہتی,no_direct_mapping_and_not_indowordnet_lemma
650,CLE Urdu top-5000 frequency list,پرائمری,no_direct_mapping_and_not_indowordnet_lemma
649,CLE Urdu top-5000 frequency list,آرڈیننس,no_direct_mapping_and_not_indowordnet_lemma
649,CLE Urdu top-5000 frequency list,مفہوم,no_direct_mapping_and_not_indowordnet_lemma
648,CLE Urdu top-5000 frequency list,پتوں,no_direct_mapping_and_not_indowordnet_lemma
648,CLE Urdu top-5000 frequency list,فوائد,no_direct_mapping_and_not_indowordnet_lemma
648,CLE Urdu top-5000 frequency list,مرے,no_direct_mapping_and_not_indowordnet_lemma
647,CLE Urdu top-5000 frequency list,انٹر,no_direct_mapping_and_not_indowordnet_lemma
647,CLE Urdu top-5000 frequency list,نظریات,no_direct_mapping_and_not_indowordnet_lemma
647,CLE Urdu top-5000 frequency list,ڈائیگرام,no_direct_mapping_and_not_indowordnet_lemma
646,CLE Urdu top-5000 frequency list,رفتہ,no_direct_mapping_and_not_indowordnet_lemma
646,CLE Urdu top-5000 frequency list,ہسپتالوں,no_direct_mapping_and_not_indowordnet_lemma
645,CLE Urdu top-5000 frequency list,بولنے,no_direct_mapping_and_not_indowordnet_lemma
645,CLE Urdu top-5000 frequency list,سیاستدانوں,no_direct_mapping_and_not_indowordnet_lemma
644,CLE Urdu top-5000 frequency list,انعامات,no_direct_mapping_and_not_indowordnet_lemma
644,CLE Urdu top-5000 frequency list,درجے,no_direct_mapping_and_not_indowordnet_lemma
644,CLE Urdu top-5000 frequency list,سڑکیں,no_direct_mapping_and_not_indowordnet_lemma
643,CLE Urdu top-5000 frequency list,سومرو,no_direct_mapping_and_not_indowordnet_lemma
642,CLE Urdu top-5000 frequency list,مینجمنٹ,no_direct_mapping_and_not_indowordnet_lemma
641,CLE Urdu top-5000 frequency list,بحیثیت,no_direct_mapping_and_not_indowordnet_lemma
641,CLE Urdu top-5000 frequency list,قادر,no_direct_mapping_and_not_indowordnet_lemma
641,CLE Urdu top-5000 frequency list,نیز,no_direct_mapping_and_not_indowordnet_lemma
