rank,front,meaning,frequency_evidence,frequency_source,semantic_support,kaikki_readurdu_agree,kaikki_word2word_agree,readurdu_word2word_agree,kaikki_meaning,readurdu_meaning,word2word_meaning
1457,سنگین,bayonet; dense; thick; weighty,843,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"bayonet; dense, thick; weighty, heavy","adj. stony, as stone; weighty, heavy; dense, thick | n. bayonet | Platts: adj. Stony, of stone, made of stone; hard; firm, solid; strong; thick, stout, close-woven; heavy, weighty;…",serious; machinery; catastrophic; GRAVE; HAYES
1458,اجاگر,bright; conspicuous; famous; illustrious,842,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"bright, conspicuous, famous, illustrious, interesting, lucid, luminescent, luminous, lustrous, manifest, sparkling, splendid","adj. bright, conspicuous, famous, illustrious, interesting, lucid, luminescent, luminous, lustrous, manifest,… | Platts: adj. Light; bright, shining; splendid, gaudy; celebrated, famous; conspicuous, manifest; —",
1459,اجتماع,assemblage; convention; gathering,840,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"assemblage; convention, gathering","n. assemblage; convention, gathering | Platts:",gathering; Which; taken; liberty; why
1460,واقعے,incident),840,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"plural direct of واقِعَہ (vāqi'a — event, incident)",incident; smoke; op; Fired; infamous
1461,پیشہ,prostitute’s occupation; profession; occupation,838,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"art, skill, craft; prostitution, prostitute’s occupation; profession, occupation, trade, business","profession, occupation",professional; needs; grandma; Your; dealer
1462,دفاعی,defense-related,837,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"defensive, defense-related",defense; playing; deferment; ain; taken
1463,فطرت,nature; disposition; temperament,836,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,nature; disposition; temperament,"n. disposition; temperament; nature | Platts: (for A. فطرة, v.n. fr. فطر; see fat̤r)",appropriate; celebrations; discreet; nature
1464,تنخواہ,salary,835,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,salary,"salary, wages",pay; annuity; whatever; paying; allowance
1465,طبقہ,class (ie. socio-economic group),835,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,rank; status; class (ie. socio-economic group),"n. class (ie. socio-economic group); surface, layer (ie. of the Earth) | Platts: (for A. طبقة t̤abaqat, n. of un. fr. t̤abaq)",A; STARTIN; CLASS; NEW; SAYS
1466,اتر,reply; answer; northern,834,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,reply; answer; northern,adj. northern | n. north (direction); reply; answer | Platts:,down; Thirty-two; boarded; came; many
1467,عروج,rise,834,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"rise, success; ascent, ascension; rising (of the sun)","rise, zenith",climax; The; negotiations; days; three
1468,خوبصورتی,beauty,832,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,beauty,beauty; pulp; equal; youth; Tates
1469,چاول,rice,830,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,rice,n. rice | Platts:,
1470,مہارت,practice; subtlety; acuteness; genius,830,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,True,"practice; expertise, speciality; subtlety, acuteness, genius","n. skill, expertness, proficiency, excellency (in a profession); practice; subtlety, acuteness, genius | Platts: (for A. مہارة 'inf. n. of مہر 'to excel in any art or profession')",skills; perfection; schmoozing; master; share
1471,انجمن,assembly,829,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"society; meeting, assembly, gathering","assembly, association",
1472,برف,ice; snow,829,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"ice; snow; white, shining","n. ice; snow; the cold, frigid | Platts:",ice; some; Fenroy; get; ll
1473,جوں,louse,828,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,louse,louse,
1474,بچی,girlfriend,826,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,True,girlfriend,"n. feminine of بَچَّہ (bacca); girl, female child; girlfriend | Platts: (fem. of baććā)",kid; Alright; girl; Pull; gaming
1475,رس,syrup,823,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"syrup; liquor; pleasure, joy","n. sap, juice, gum; syrup; liquid, fluid, water | Platts:",initation; administer; serum; Candor; As
1476,حدیث,hadith; a narration (ie. statement),821,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,hadith; a narration (ie. statement),"n. a narration (ie. statement); hadith | Platts: (fr. حدث, see ḥadas̤)",
1477,محل,palace,821,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,palace; woman's quarters,palace,palace; steps; castle; march; believing
1478,حرارت,heat; warmth; slight fever; feverish,820,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"heat, warmth; slight fever, feverish, to have a temperature","n. heat, warmth; slight fever, feverish, to have a temperature | Platts:",scan; signatures; validate; heat; woman
1479,دائیں,to the right,820,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"to the right, rightward",right; Right; Block; Use; Watch
1480,دلوں,“heart”),819,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"oblique plural of دِل (dil, “heart”)",hearts; strike; cross; They; flame
1481,پورٹ,port; port wine,818,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,port; port wine,port; abandoned; consistently; adjacent; projects
1482,سبز,raw; fresh; green,818,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,raw; fresh; green,"adj. green; raw; unripe | Platts: adj. Green, verdant; fresh; flourishing; raw, unripe; grey-coloured or iron-grey (a horse); of a bluish hue…",statements; inaccurate; versions; various; completely
1483,اندرون,the interior; abdomen; heart; inner,816,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"the interior; abdomen, heart; inner, old (part of a city)","adj. domestic, inland (as opposed to international); inner, old (part of a city) | n. the interior; abdomen, heart | Platts: (see andar), adj. Within; —",
1484,عارضی,temporary,815,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,temporary,"adj. temporary | Platts: (rel. n. fr. ʻāriẓ), adj. Accidental, not inherent; adventitious, casual",fluke; temporary; composure; After; peering
1485,پہاڑی,hill; small mountain,813,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"hill, small mountain",mountain; HILL; UP; GOTTA; hill
1486,شفیق,a male given name from Arabic; compassionate; affectionate; merciful,812,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"a male given name from Arabic; compassionate, affectionate, merciful","adj. compassionate, affectionate, merciful | name: a male given name from Arabic",
1487,خزانہ,treasure; treasury,811,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,treasure; treasury; tax; levy,"treasure, treasury",Tesseract; Odin; treasure; jewel; `
1488,معصوم,innocent,811,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,sinless; innocent; infallible,innocent,innocent; Innocents; Innocent; beds; torn
1489,معائنہ,inspection; examination,808,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,beholding; inspection; examination,"n. inspection; examination; analysis; observation | Platts: (for A. معاينة 'to see, view, or meet, face to face,' iii of عان (for عين) 'to be or become a spy or scout'…",Check; sleep; equipment; retiree; handed
1490,عابد,devoted; believer; worshipper,807,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,devoted; believer; worshipper,"adj. godly, pious; devoted | n. worshipper; believer | name: a male given name, Abid | Platts: (act. part. of عبد 'to serve, worship,' &c.)",
1491,چودہ,fourteen,805,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,fourteen,fourteen,Fourteen; intercept; FOURTEEN-THIRTY; minutes; to
1492,بازی,bet; wager,804,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,bet; wager,"n. bet; wager | Platts: (see bāz, 'playing')",fusion; fireworks; hates; center; Nice
1493,نامہ,history; letter; book; treaty,804,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"history; letter, book, treaty","n. letter, book, treaty; history | Platts: (rel. n. fr. nām",Didn; pass; building; permit; permits
1494,بلے,yes; true; right,803,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"yes, true, right","yes, true, right",vigilante; it.; enough; gave; bat
1495,صبر,patience,803,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,patience; tolerance,"patience, endurance",smarter; patiently; Be; grow; happen
1496,اختراع,invention; innovation; feigning; newness,800,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"invention, innovation, feigning, newness, novelty","n. invention, innovation, feigning, newness, novelty | Platts:",
1497,روٹی,bread,800,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,bread,bread,bread; loaf; sold; Please; Just
1498,انتباہ,attention; alert; warning; notice,796,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"attention, alert, warning, notice","attention, alert, warning, notice",warning; Last; GRAVE; warned; seriously
1499,آیت,verse (of the Qur'an),796,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,verse (of the Qur'an),n. verse (of the Qur'an) | Platts: (for A. آية),verse; It; last; s; the
1500,مرنے,oblique infinitive of مَرْنا (marnā — to die,794,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"oblique infinitive of مَرْنا (marnā — to die, to be dead)",die; else; Understand; STARTED; WEARING
1501,ملازم,employee,794,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"employee, servant",employee; month; legally; inform; employ
1502,ہڑتال,strike; hartal; (stoppage of work),794,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"strike, hartal, (stoppage of work)","strike, hartal, (stoppage of work)",strike; artillery; called; an; blurry
1503,مہنگائی,cost of living; inflation,792,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,cost of living; inflation,cost of living; inflation,
1504,خارج,outside; exterior,791,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,outside; exterior,"adj. outside; exterior | Platts: (part. n. fr. خرج 'to come out,' &c.), adj. Being out, out (of, -ke); exterior, external; separated,…",takedown; looking; delete; eraser; deletes
1505,عہدہ,post; rank; duty; office,791,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"post, rank, duty, office","n. post, rank, duty, office | Platts: (for A. عہدة ʻǒhdat, v.n. fr. عہد; see ʻahd)",step; Would; here; Kate; in
1506,حکیم,physician; doctor; sage; philosopher,788,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"statesman; physician, doctor; sage, philosopher","n. physician, doctor; sage, philosopher; one of the 99 names of Allah | Platts: (fr. حکم)",Hakim; em; wait; back; get
1507,گلشن,flower garden; rose-garden; garden,786,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,flowerbed; a place of joy and happiness; flower garden; rose-garden; garden,flower garden,
1508,حیرت,amazement; surprise; wonder,785,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,perplexity; consternation; astonishment; amazement; surprise; wonder,"surprise, amazement",wonder; surprise; chocolate; surprises; keeping
1509,امارات,the Emirates; short for the United Arab Emirates,782,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"the Emirates, short for the United Arab Emirates",flag carrier airline of the United Arab Emirates,UNITED; ARAB; EMIRATES
1510,اتحادی,ally; allied; of or pertaining to coalition,781,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,False,ally; allied; of or pertaining to coalition,allied; of or pertaining to coalition,allies; invasion; search; forges; weapon
1511,ایڈز,AIDS,780,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,AIDS,AIDS,Band-Aids; So; then; are; what
1512,عرض,width; request,778,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,width; request; latitude,"n. request; petition; width | Platts: (inf. n. of عرض 'to show the breadth,' 'to show, exhibit, present,' &c.)",
1513,منفرد,unique; singular; apart; alone,776,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"unique, singular, apart, alone, separate, isolated","adj. unique, singular, apart, alone, separate, isolated | Platts: (act. part. of اِنْفرد, vii of (and syn. with) فرد 'to be or become alone, or solitary,' &c.), part. adj.…",unique; Arrogance; uniquely; trait; anyone
1514,سانحہ,tragedy,773,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"tragedy, calamity",tragedy; Must; paid; by; complicit
1515,فارغ,at leisure,773,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,True,empty; at leisure; crap; useless,"free, at leisure; finished",finished; finishes; Finish; Doctor; quite
1516,ولی,prophet; saint; favorite with God; master,773,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"prophet, saint; favorite with God; master, lord, defender, guardian, friend","n. favorite with God; prophet, saint; master, lord, defender, guardian, friend | Platts:",
1517,اضافی,additional; odd,772,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"possessively; supplementary; additional, odd","adj. additional, odd; adventitious, prosthetic",extra; strangers; ADDITIONAL; SUPPORT; FROM
1518,قصور,guilt; fault,772,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"guilt; fault, offence, failing; Kasur (a city in Kasur district, Punjab, Pakistan)","fault, guilt",
1519,منسلک,joined; appended; annexed; attached,772,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"joined, appended, annexed, attached","adj. joined, appended, annexed, attached | Platts: (act. part. of اِنْسلك, vii of (and syn. with) سلك 'to enter (into),' &c.), part. adj. Being drawn (into, as…",attached; package; connected; tied; victims
1520,تشریف,honour; seat; bottom,771,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,honour; khalat; seat; bottom,n. honour; rank; dignity; seat; bottom | Platts:,seat; Have; sit; visit; purpose
1521,مشورے,direct plural; oblique singular; vocative,771,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"direct plural/ oblique singular/ vocative singular of مَشْوَرَہ (maśvara, “advice”)","direct plural/ oblique singular/ vocative singular of مَشْوَرَہ (maśvara, “advice”)",
1522,ایشیائی,Asian,770,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,Asian,Asian,
1523,خلق,creation; world; mankind; humanity,770,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"creation, world; mankind, humanity","n. mankind, humanity; creation, world | Platts: (inf. n. fr. خلق 'to create,' &c.)",
