frequency_evidence,frequency_source,front,kaikki,readurdu,reason,word2word
673,CLE Urdu top-5000 frequency list,بلایا,,"adj. (f. bilāʼī), &",not_indowordnet_lemma,called; CALL; invited; WOULDA; WHEN
673,CLE Urdu top-5000 frequency list,بہیجنے,,,not_indowordnet_lemma,
673,CLE Urdu top-5000 frequency list,دہو,,"s.m. A man; a husband; possessor, master, lord; — the plant Grislea tomentosa",not_indowordnet_lemma,
672,CLE Urdu top-5000 frequency list,پولنگ,,,not_indowordnet_lemma,
672,CLE Urdu top-5000 frequency list,تبدیلیوں,,,not_indowordnet_lemma,muffled; decibel; killers; rotors; changes
672,CLE Urdu top-5000 frequency list,لاء,,,not_indowordnet_lemma,♪; law; ReSynced; MehdiRCM; Violence
672,CLE Urdu top-5000 frequency list,منایا,,,not_indowordnet_lemma,conjunction; celebrated; wine; good; such
671,CLE Urdu top-5000 frequency list,آلودگی,impurity; pollution; contamination,n. pollution; contamination; impurity | Platts: (abst. s. from next,ambiguous_direct_mapping_tied_after_corroboration,
670,CLE Urdu top-5000 frequency list,مسافروں,,plural oblique of مُسافِر (musāfir — traveller),not_indowordnet_lemma,
669,CLE Urdu top-5000 frequency list,جمالی,,(rel. n. fr. jamāl),not_indowordnet_lemma,
669,CLE Urdu top-5000 frequency list,چہین,,"adj. Wasted, worn away; emaciated, thin, feeble; delicate, slender, slight, little; poor, miserable",not_indowordnet_lemma,
669,CLE Urdu top-5000 frequency list,ڈہائی,,,not_indowordnet_lemma,
668,CLE Urdu top-5000 frequency list,غیرملکی,,"foreign, foreigner",direct_mapping_without_independent_corroboration,
668,CLE Urdu top-5000 frequency list,کہاتے,,,not_indowordnet_lemma,
668,CLE Urdu top-5000 frequency list,نقصانات,,,not_indowordnet_lemma,precipitous; losses; May; ask; how
667,CLE Urdu top-5000 frequency list,اکٹہے,,,not_indowordnet_lemma,
667,CLE Urdu top-5000 frequency list,تشریح,exegesis; commentary; explanation,"explanation, elucidation",ambiguous_direct_mapping_tied_after_corroboration,interpretation; low; key; redefining; interesting
666,CLE Urdu top-5000 frequency list,روزگاری,,adj. &,not_indowordnet_lemma,
666,CLE Urdu top-5000 frequency list,کتب,,"s.f. pl. (of kitāb), Books: — kutub-ḵẖāna",not_indowordnet_lemma,knowledge; Books; puff; worth; are
666,CLE Urdu top-5000 frequency list,لگانا,"to impose; to slap, hit; to consume, use","v. to affix, attach, join; to place; install; setup (physical item); to apply, spread | Platts: (caus. of lagnā",ambiguous_direct_mapping_tied_after_corroboration,may; canvassing; neighborhood; until; He
665,CLE Urdu top-5000 frequency list,پڑہائی,,,not_indowordnet_lemma,
665,CLE Urdu top-5000 frequency list,سٹاف,,,not_indowordnet_lemma,
665,CLE Urdu top-5000 frequency list,طاقتور,"strong, stout, powerful","strong, stout, powerful",direct_mapping_without_independent_corroboration,powerful; cannot; stronger; Everytime; figured
664,CLE Urdu top-5000 frequency list,سستی,"laziness, sloth","n. laziness, sloth",direct_mapping_without_independent_corroboration,books; read; masks; latex; face
664,CLE Urdu top-5000 frequency list,ہیلتہ,,,not_indowordnet_lemma,
663,CLE Urdu top-5000 frequency list,بیانات,,,not_indowordnet_lemma,rooms; mostly; bunch; spent; basing
663,CLE Urdu top-5000 frequency list,زون,"border region, region","border region, region",not_indowordnet_lemma,blurry; wandering; zone; strike; Twilight
663,CLE Urdu top-5000 frequency list,شکیل,,,direct_mapping_without_independent_corroboration,pull; doctor; if; see; house
663,CLE Urdu top-5000 frequency list,طیارے,direct plural; oblique/vocative singular,inflection of طَیَّارہ:,not_indowordnet_lemma,aircraft; Military; SET; PLANE; PLACE
662,CLE Urdu top-5000 frequency list,اوورز,,,not_indowordnet_lemma,
662,CLE Urdu top-5000 frequency list,آرٹس,,,not_indowordnet_lemma,
662,CLE Urdu top-5000 frequency list,جتوئی,"A Balochi tribe; Jatoi (a city in Muzaffargarh district, Punjab, Pakistan)","Jatoi (a city in Muzaffargarh district, Punjab, Pakistan); A Balochi tribe",not_indowordnet_lemma,
661,CLE Urdu top-5000 frequency list,پیس,,(changeable to,fallback_no_two_source_agreement,Pace; pace; !
661,CLE Urdu top-5000 frequency list,کیڑے,,,not_indowordnet_lemma,bugs; dugs; Rise; maggots; shine
661,CLE Urdu top-5000 frequency list,مچہلی,,,not_indowordnet_lemma,
660,CLE Urdu top-5000 frequency list,ایشین,,,direct_mapping_without_independent_corroboration,
660,CLE Urdu top-5000 frequency list,دروازہ,"door; gate; path, way","n. door; gate; porch; entrance | Platts: (fr. dar-wāz, 'gates (of a city) thrown back, or open'; and = dar, 'door or gate'+bāz, 'open,' q",ambiguous_direct_mapping_tied_after_corroboration,door; Open; Knock; DOOR; Stand
659,CLE Urdu top-5000 frequency list,جاؤں,,,not_indowordnet_lemma,situations; becomes; complicated; sophisticated; die
659,CLE Urdu top-5000 frequency list,عادل,,"(act. part. of عدل 'to act justly,' &c.)",direct_mapping_without_independent_corroboration,merciful; predecessors; proved; aware; yet
657,CLE Urdu top-5000 frequency list,خیمہ,tent,n. tent | Platts: (for A. خيمة ḵẖaimat; fr. خيم),ambiguous_direct_mapping_tied_after_corroboration,
657,CLE Urdu top-5000 frequency list,رواج,,"custom, practice",direct_mapping_without_independent_corroboration,
657,CLE Urdu top-5000 frequency list,عاصم,,"(act. part. of عصم 'to protect, or defend,' &c.), part.",not_indowordnet_lemma,
657,CLE Urdu top-5000 frequency list,فورس,,,not_indowordnet_lemma,Force; responding; Pak; equals; acceleration
657,CLE Urdu top-5000 frequency list,کہاد,,s.f. An advance (made to cultivators) for food; — the expense incurred by cultivators in preparing their…,not_indowordnet_lemma,
657,CLE Urdu top-5000 frequency list,نکلے,,,not_indowordnet_lemma,generous; circumstances; crossed; certain; rush
657,CLE Urdu top-5000 frequency list,ڈر,"awe; fear, dread; apprehension, alarm, terror","fear, dread; apprehension, alarm, terror; awe",ambiguous_direct_mapping_tied_after_corroboration,afraid; scared; fear; really; jitters
656,CLE Urdu top-5000 frequency list,معراج,,(n. of instr. fr. عرج 'to ascend'),not_indowordnet_lemma,
655,CLE Urdu top-5000 frequency list,لال,"red; darling; a surname, Lal","adj. red | n. red; darling; son, baby, infant | Platts: adj. Red (syn. surḵẖ), ruddy; red-hot; inflamed; enraged; —",ambiguous_direct_mapping_tied_after_corroboration,find; gonna; never; red; golden
655,CLE Urdu top-5000 frequency list,مظاہرے,,,not_indowordnet_lemma,
655,CLE Urdu top-5000 frequency list,مہینہ,,alternative form of مَہِینَا (mahīnā),ambiguous_direct_mapping_tied_after_corroboration,month; ago; could; year; code
654,CLE Urdu top-5000 frequency list,لفظوں,,"oblique plural of لَفْظ (lafz, “word”)",not_indowordnet_lemma,assure; agreed; upon; one; don
654,CLE Urdu top-5000 frequency list,ہلاکت,death; fatigue; destruction; extermination,"n. death; destruction; extermination; fatigue | Platts: (for A. هلاکة, abst. s. fr. the preceding)",direct_mapping_without_independent_corroboration,occur; killing; does; quite; war
653,CLE Urdu top-5000 frequency list,توقعات,,medical term for predicting the likely outcome of one's current standing,not_indowordnet_lemma,
653,CLE Urdu top-5000 frequency list,جواز,justification (ie. lawfulness),n. justification (ie. lawfulness) | Platts:,direct_mapping_without_independent_corroboration,justification; detain; lead; bomb; drop
653,CLE Urdu top-5000 frequency list,متحرک,,"(act. part. of تحرّك, v. of (and syn. with) حرك 'to move, become movent'), part.",ambiguous_direct_mapping_tied_after_corroboration,MOBILIZED; HAVE; BEEN; ALL
652,CLE Urdu top-5000 frequency list,متغیر,,"(act. part. of تغير 'to become altered or changed,' v of غير; but quasi-pass. of غيّر (ii of غير) 'to…",not_indowordnet_lemma,Winds; variable; MAN; :; are
652,CLE Urdu top-5000 frequency list,نکلا,,,fallback_no_two_source_agreement,WENT; OUT; JUST; HER; cross-checked
651,CLE Urdu top-5000 frequency list,سپرد,,"s.f. Charge, keeping, care, trust; commitment, consignment, delivery: — supurd karnā, v.t…",not_indowordnet_lemma,something; entrusted; died; She; trying
651,CLE Urdu top-5000 frequency list,کورس,,,not_indowordnet_lemma,course; Of; faction; chorus; gets
651,CLE Urdu top-5000 frequency list,کہتی,,"s.f. A pit or cavity (for grain, &c.), a subterraneous granary, &c. ( = khattā): — khattī bharnā, 'To fill a…",not_indowordnet_lemma,Next; says; yells; Romanians; woke
650,CLE Urdu top-5000 frequency list,پرائمری,,,not_indowordnet_lemma,
649,CLE Urdu top-5000 frequency list,آرڈیننس,,,not_indowordnet_lemma,
649,CLE Urdu top-5000 frequency list,حوالہ,"hawala; charge, custody; money laundering","n. reference, citing; charge, custody; money laundering | Platts: (for A. حوالة ḥawālat, fem.; v.n. fr. حول 'to change; to shift,' &c.)",ambiguous_direct_mapping_tied_after_corroboration,quote; alright; Don; me; t
649,CLE Urdu top-5000 frequency list,غذائی,,,direct_mapping_without_independent_corroboration,
649,CLE Urdu top-5000 frequency list,مفہوم,concept; context; meaning,"sense, import",not_indowordnet_lemma,
648,CLE Urdu top-5000 frequency list,پتوں,,,not_indowordnet_lemma,
648,CLE Urdu top-5000 frequency list,فوائد,,s.m. pl. (of fāʼida,not_indowordnet_lemma,pains; gains; ask; solve; Great
648,CLE Urdu top-5000 frequency list,مرے,,"plural perfective of مَرْنا (marnā — to die, to be dead)",not_indowordnet_lemma,dead; interesting; Tortured; less; Not
647,CLE Urdu top-5000 frequency list,انٹر,,,not_indowordnet_lemma,inter-agency; task; force; an; volunteer
647,CLE Urdu top-5000 frequency list,نظریات,,,not_indowordnet_lemma,rhythms; politics; don; just; religious
647,CLE Urdu top-5000 frequency list,ڈائیگرام,,,not_indowordnet_lemma,
646,CLE Urdu top-5000 frequency list,بول,"tune, air; taunt, jeer; phrase, sentence","n. speech, speaking, word, talk, conversation, delivery, utterance, cry, voice; phrase, sentence; tune, air | Platts: (rt. of bolnā",ambiguous_direct_mapping_tied_after_corroboration,lying; speaking; telling; truth; speaks
646,CLE Urdu top-5000 frequency list,رفتہ,gone; lost; defunct,adj. gone; departed; deceased | Platts: (perf. part. of raftan,not_indowordnet_lemma,
646,CLE Urdu top-5000 frequency list,ہسپتالوں,,,not_indowordnet_lemma,d; sleeper; grids; dams; hospitals
645,CLE Urdu top-5000 frequency list,بک,,"s.m. The heron, Ardea torra, or A. Nivea (syn. baglā): — bak-ćāl",direct_mapping_without_independent_corroboration,"Facebook; ""; Dude; Tupac; Was"
645,CLE Urdu top-5000 frequency list,بولنے,oblique infinitive of بولنا,oblique infinitive of بولْنا (bolnā — to speak),not_indowordnet_lemma,Doesn; permission; defense; enlistment; speak
645,CLE Urdu top-5000 frequency list,سیاستدانوں,,,not_indowordnet_lemma,
644,CLE Urdu top-5000 frequency list,انعامات,,plural formal of اِنْعَام (in'ām — reward),not_indowordnet_lemma,
644,CLE Urdu top-5000 frequency list,درجے,,"plural direct of دَرْجَہ (darja — level, extent, rate)",not_indowordnet_lemma,FALCO; first-degree; NEVADA; OUT; top-level
644,CLE Urdu top-5000 frequency list,رجوع,,(inf. n. of رجع 'to return'),direct_mapping_without_independent_corroboration,looks; Approach; elevator; airborne; powder
644,CLE Urdu top-5000 frequency list,سڑکیں,,plural direct of سَڑَک (saṛak — road),not_indowordnet_lemma,
643,CLE Urdu top-5000 frequency list,سومرو,,,not_indowordnet_lemma,
642,CLE Urdu top-5000 frequency list,تیرہ,thirteen,num. thirteen | Platts:,ambiguous_direct_mapping_tied_after_corroboration,
642,CLE Urdu top-5000 frequency list,مینجمنٹ,,,not_indowordnet_lemma,EMERGENCY; MANAGEMENT; OF; CALIFORNIA; THE
641,CLE Urdu top-5000 frequency list,بحیثیت,,,not_indowordnet_lemma,
641,CLE Urdu top-5000 frequency list,قادر,,"(act. part. of قدر 'to be able,' &c.)",not_indowordnet_lemma,
641,CLE Urdu top-5000 frequency list,نیز,"again; likewise; also, even","also, moreover",not_indowordnet_lemma,
639,CLE Urdu top-5000 frequency list,پختہ,"mature; cooked, ripe; firm, strong, sturdy","adj. firm, strong, sturdy; cooked, ripe; mature | Platts: part. adj. Dressed, cooked; baked (as brick, &c.); ripe, matured, mature; shrewd, knowing, expert. skilful,…",ambiguous_direct_mapping_tied_after_corroboration,
639,CLE Urdu top-5000 frequency list,گہنٹوں,,,not_indowordnet_lemma,
639,CLE Urdu top-5000 frequency list,ٹریڈ,,,not_indowordnet_lemma,Trade; World; La; Hoya; Organization
638,CLE Urdu top-5000 frequency list,اسباب,"causes, means, motives, appliance, materiel",(pl. of سبب sabab),direct_mapping_without_independent_corroboration,
638,CLE Urdu top-5000 frequency list,بسر,,,direct_mapping_without_independent_corroboration,
638,CLE Urdu top-5000 frequency list,سرد,cold; autumn; fall (season),n. autumn; fall (season),ambiguous_direct_mapping_tied_after_corroboration,Cold; War; lonely; cold; Sometimes
638,CLE Urdu top-5000 frequency list,ہائے,alas!; an exclamation of distress; a sigh,interj. alas! | n. an exclamation of distress; a sigh,direct_mapping_without_independent_corroboration,stakes; played; rules; painstakingly; combed
636,CLE Urdu top-5000 frequency list,اسٹاک,,,not_indowordnet_lemma,
636,CLE Urdu top-5000 frequency list,رک,,"s.f. Murmuring or grumbling through discontent, or anger, or indignation, &c.; suppressed rage or indignation",not_indowordnet_lemma,Hold; stop; perhaps; Oh; can
636,CLE Urdu top-5000 frequency list,سلیکشن,,,not_indowordnet_lemma,
636,CLE Urdu top-5000 frequency list,فیصلوں,,plural oblique of فَیصْلَہ (faisla — decision; judgment),not_indowordnet_lemma,trusts; word; woman; admire; decisions
636,CLE Urdu top-5000 frequency list,وارداتوں,,,not_indowordnet_lemma,
635,CLE Urdu top-5000 frequency list,اعوان,,"s.m. pl. (of عون ʻaun), Aids, helps; assistants, aiders",not_indowordnet_lemma,
635,CLE Urdu top-5000 frequency list,تہام,,,not_indowordnet_lemma,
635,CLE Urdu top-5000 frequency list,حلف,,(inf. n. of حلف 'to swear'),direct_mapping_without_independent_corroboration,retirement; My; become; Unbelievable; anything
635,CLE Urdu top-5000 frequency list,سینیٹ,,senate,not_indowordnet_lemma,Senate; expected; minute; way; hearing
635,CLE Urdu top-5000 frequency list,نفاذ,enforcement; promulgation,"n. enforcement; promulgation | Platts: (inf. n. of نفذ 'to penetrate, pervade,' &c.)",not_indowordnet_lemma,
635,CLE Urdu top-5000 frequency list,نیک,"good, virtuous, righteous, upright, pious, kind-hearted, mannerly","adj. good, virtuous, righteous, upright, pious, kind-hearted, mannerly | Platts: adj. corr. of P. nek, or",ambiguous_direct_mapping_tied_after_corroboration,good; Thinking; deeds; abandoning; wilderness
634,CLE Urdu top-5000 frequency list,پتے,,,not_indowordnet_lemma,WARM; SAFE; D; address; BE
634,CLE Urdu top-5000 frequency list,پودوں,,,not_indowordnet_lemma,
634,CLE Urdu top-5000 frequency list,دربار,"hall of royal audience; durbar, royal court, palace; audience hall, court of a noble","n. durbar, royal court, palace; royal audience (prominent citizen's gathering to meet bureaucrats), court gathering; audience hall, court of a noble | Platts:",ambiguous_direct_mapping_tied_after_corroboration,
