rank,front,meaning,wordfreq_zipf,dictionary_source,opus_strength,opus_details
1527,ضائع,wasted,4.76,Kaikki,17.052,"[{""stem"":""wast"",""cooccurrence_sentences"":11,""urdu_sentences"":128,""english_sentences"":52,""observed_rate"":0.08594,""lift"":396.51}]"
1528,عظمت,greatness,4.76,Kaikki,17.499,"[{""stem"":""great"",""cooccurrence_sentences"":12,""urdu_sentences"":73,""english_sentences"":1418,""observed_rate"":0.16438,""lift"":27.81}]"
1529,عظمی,supreme,4.76,ReadUrdu,17.896,"[{""stem"":""supreme"",""cooccurrence_sentences"":12,""urdu_sentences"":34,""english_sentences"":911,""observed_rate"":0.35294,""lift"":92.95}]"
1530,مضامین,Contents,4.76,ReadUrdu,16.027,"[{""stem"":""content"",""cooccurrence_sentences"":13,""urdu_sentences"":325,""english_sentences"":614,""observed_rate"":0.04,""lift"":15.63}]"
1531,مقیم,resident,4.76,Kaikki,21.834,"[{""stem"":""resident"",""cooccurrence_sentences"":38,""urdu_sentences"":293,""english_sentences"":349,""observed_rate"":0.12969,""lift"":89.16}]"
1532,میڈیکل,medical,4.76,Kaikki,36.992,"[{""stem"":""medic"",""cooccurrence_sentences"":1429,""urdu_sentences"":1909,""english_sentences"":2696,""observed_rate"":0.74856,""lift"":66.62}]"
1533,چاندی,silver,4.76,Kaikki,27.41,"[{""stem"":""silver"",""cooccurrence_sentences"":129,""urdu_sentences"":200,""english_sentences"":240,""observed_rate"":0.645,""lift"":644.79}]"
1534,اسحاق,Isaac,4.75,Kaikki,15.117,"[{""stem"":""isaac"",""cooccurrence_sentences"":5,""urdu_sentences"":9,""english_sentences"":10,""observed_rate"":0.55556,""lift"":13329.06}]"
1535,تھوڑا,a little,4.75,Kaikki,26.769,"[{""stem"":""little"",""cooccurrence_sentences"":113,""urdu_sentences"":250,""english_sentences"":615,""observed_rate"":0.452,""lift"":176.33}]"
1536,جرائم,crimes,4.75,ReadUrdu,25.948,"[{""stem"":""crim"",""cooccurrence_sentences"":102,""urdu_sentences"":435,""english_sentences"":130,""observed_rate"":0.23448,""lift"":432.75}]"
1537,خاموشی,silence,4.75,Kaikki,22.331,"[{""stem"":""silence"",""cooccurrence_sentences"":37,""urdu_sentences"":87,""english_sentences"":61,""observed_rate"":0.42529,""lift"":1672.72}]"
1538,سمجھنے,understand,4.75,ReadUrdu,29.134,"[{""stem"":""understand"",""cooccurrence_sentences"":206,""urdu_sentences"":456,""english_sentences"":1732,""observed_rate"":0.45175,""lift"":62.58}]"
1539,سوچا,seeing,4.75,ReadUrdu,14.77,"[{""stem"":""seeing"",""cooccurrence_sentences"":6,""urdu_sentences"":259,""english_sentences"":144,""observed_rate"":0.02317,""lift"":38.6}]"
1540,عروج,rise,4.75,Kaikki,18.093,"[{""stem"":""rise"",""cooccurrence_sentences"":14,""urdu_sentences"":93,""english_sentences"":477,""observed_rate"":0.15054,""lift"":75.72}]"
1541,قبر,grave,4.75,Kaikki,12.011,"[{""stem"":""grave"",""cooccurrence_sentences"":2,""urdu_sentences"":6,""english_sentences"":40,""observed_rate"":0.33333,""lift"":1999.36}]"
1542,مرنے,die,4.75,ReadUrdu,19.916,"[{""stem"":""die"",""cooccurrence_sentences"":23,""urdu_sentences"":197,""english_sentences"":142,""observed_rate"":0.11675,""lift"":197.26}]"
1543,مشکلات,Difficulties,4.75,ReadUrdu,23.266,"[{""stem"":""difficulty"",""cooccurrence_sentences"":55,""urdu_sentences"":386,""english_sentences"":164,""observed_rate"":0.14249,""lift"":208.45}]"
1544,ملازمت,employment,4.75,Kaikki,24.64,"[{""stem"":""employ"",""cooccurrence_sentences"":74,""urdu_sentences"":315,""english_sentences"":1594,""observed_rate"":0.23492,""lift"":35.36}]"
1545,وزن,weight,4.75,Kaikki,28.907,"[{""stem"":""weight"",""cooccurrence_sentences"":188,""urdu_sentences"":356,""english_sentences"":360,""observed_rate"":0.52809,""lift"":351.95}]"
1546,چینل,channel,4.75,ReadUrdu,29.751,"[{""stem"":""channel"",""cooccurrence_sentences"":233,""urdu_sentences"":334,""english_sentences"":453,""observed_rate"":0.6976,""lift"":369.47}]"
1547,کہتی,say,4.75,ReadUrdu,20.463,"[{""stem"":""say"",""cooccurrence_sentences"":26,""urdu_sentences"":168,""english_sentences"":1189,""observed_rate"":0.15476,""lift"":31.23}]"
1548,ہمت,courage,4.75,Kaikki,21.388,"[{""stem"":""courage"",""cooccurrence_sentences"":34,""urdu_sentences"":287,""english_sentences"":154,""observed_rate"":0.11847,""lift"":184.56}]"
1549,آدم,Adam,4.74,Kaikki,16.837,"[{""stem"":""adam"",""cooccurrence_sentences"":9,""urdu_sentences"":27,""english_sentences"":26,""observed_rate"":0.33333,""lift"":3075.94}]"
1550,اندرونی,internal,4.74,ReadUrdu,26.419,"[{""stem"":""intern"",""cooccurrence_sentences"":111,""urdu_sentences"":355,""english_sentences"":355,""observed_rate"":0.31268,""lift"":211.32}]"
1551,انٹرویو,interview,4.74,ReadUrdu,28.058,"[{""stem"":""interview"",""cooccurrence_sentences"":153,""urdu_sentences"":209,""english_sentences"":218,""observed_rate"":0.73206,""lift"":805.68}]"
1552,اہتمام,management,4.74,ReadUrdu,19.307,"[{""stem"":""manage"",""cooccurrence_sentences"":97,""urdu_sentences"":2792,""english_sentences"":2922,""observed_rate"":0.03474,""lift"":2.85}]"
1553,بانی,founder,4.74,Kaikki,28.185,"[{""stem"":""founder"",""cooccurrence_sentences"":166,""urdu_sentences"":424,""english_sentences"":213,""observed_rate"":0.39151,""lift"":441.0}]"
1554,بغاوت,rebellion,4.74,Kaikki,19.165,"[{""stem"":""rebellion"",""cooccurrence_sentences"":17,""urdu_sentences"":49,""english_sentences"":17,""observed_rate"":0.34694,""lift"":4896.39}]"
1555,ترقیاتی,developmental,4.74,ReadUrdu,27.263,"[{""stem"":""development"",""cooccurrence_sentences"":156,""urdu_sentences"":1860,""english_sentences"":209,""observed_rate"":0.08387,""lift"":96.28}]"
1556,دان,donation,4.74,ReadUrdu,12.519,"[{""stem"":""donation"",""cooccurrence_sentences"":3,""urdu_sentences"":111,""english_sentences"":146,""observed_rate"":0.02703,""lift"":44.41}]"
1557,دیکھتا,see,4.74,ReadUrdu,20.679,"[{""stem"":""see"",""cooccurrence_sentences"":26,""urdu_sentences"":99,""english_sentences"":1685,""observed_rate"":0.26263,""lift"":37.39}]"
1558,رمضان,Ramadan,4.74,Kaikki,24.628,"[{""stem"":""ramadan"",""cooccurrence_sentences"":64,""urdu_sentences"":106,""english_sentences"":75,""observed_rate"":0.60377,""lift"":1931.46}]"
1559,زوال,decline,4.74,ReadUrdu,13.59,"[{""stem"":""decline"",""cooccurrence_sentences"":4,""urdu_sentences"":36,""english_sentences"":175,""observed_rate"":0.11111,""lift"":152.33}]"
1560,سرخ,red,4.74,Kaikki,24.347,"[{""stem"":""red"",""cooccurrence_sentences"":59,""urdu_sentences"":68,""english_sentences"":361,""observed_rate"":0.86765,""lift"":576.64}]"
1561,سلوک,treatment,4.74,Kaikki,22.224,"[{""stem"":""treat"",""cooccurrence_sentences"":40,""urdu_sentences"":174,""english_sentences"":1197,""observed_rate"":0.22989,""lift"":46.08}]"
1562,عادت,habit,4.74,Kaikki,24.174,"[{""stem"":""habit"",""cooccurrence_sentences"":58,""urdu_sentences"":127,""english_sentences"":199,""observed_rate"":0.45669,""lift"":550.61}]"
1563,نصف,The half,4.74,ReadUrdu,26.682,"[{""stem"":""half"",""cooccurrence_sentences"":109,""urdu_sentences"":227,""english_sentences"":518,""observed_rate"":0.48018,""lift"":222.4}]"
1564,نیند,sleep,4.74,Kaikki,23.351,"[{""stem"":""sleep"",""cooccurrence_sentences"":46,""urdu_sentences"":59,""english_sentences"":123,""observed_rate"":0.77966,""lift"":1520.8}]"
1565,ٹرمپ,Donald Trump,4.74,ReadUrdu,26.434,"[{""stem"":""donald"",""cooccurrence_sentences"":103,""urdu_sentences"":211,""english_sentences"":112,""observed_rate"":0.48815,""lift"":1045.7},{""stem"":""trump"",""cooccurrence_sentences"":182,""urdu_sentences"":211,""english_sentences"":199,""observed_rate"":0.86256,""lift"":1039.94}]"
1566,یقینی,sure,4.74,ReadUrdu,21.627,"[{""stem"":""sure"",""cooccurrence_sentences"":85,""urdu_sentences"":4900,""english_sentences"":382,""observed_rate"":0.01735,""lift"":10.9}]"
1567,اسلحہ,weapons,4.73,Kaikki,21.031,"[{""stem"":""weapon"",""cooccurrence_sentences"":29,""urdu_sentences"":117,""english_sentences"":218,""observed_rate"":0.24786,""lift"":272.79}]"
1568,خزانہ,tax,4.73,Kaikki,20.022,"[{""stem"":""tax"",""cooccurrence_sentences"":66,""urdu_sentences"":1460,""english_sentences"":1208,""observed_rate"":0.04521,""lift"":8.98}]"
1569,سانس,breath,4.73,Kaikki,24.638,"[{""stem"":""breath"",""cooccurrence_sentences"":73,""urdu_sentences"":303,""english_sentences"":96,""observed_rate"":0.24092,""lift"":602.12}]"
1570,سنگ,stone,4.73,Kaikki,34.442,"[{""stem"":""stone"",""cooccurrence_sentences"":756,""urdu_sentences"":1552,""english_sentences"":894,""observed_rate"":0.48711,""lift"":130.73}]"
1571,علامت,symbol,4.73,Kaikki,25.207,"[{""stem"":""symbol"",""cooccurrence_sentences"":87,""urdu_sentences"":486,""english_sentences"":171,""observed_rate"":0.17901,""lift"":251.16}]"
1572,فارسی,Persian,4.73,Kaikki,21.259,"[{""stem"":""persian"",""cooccurrence_sentences"":27,""urdu_sentences"":31,""english_sentences"":42,""observed_rate"":0.87097,""lift"":4975.36}]"
1573,فیکٹری,factory,4.73,ReadUrdu,28.635,"[{""stem"":""factory"",""cooccurrence_sentences"":176,""urdu_sentences"":227,""english_sentences"":301,""observed_rate"":0.77533,""lift"":618.01}]"
1574,معافی,forgiveness,4.73,Kaikki,16.659,"[{""stem"":""forgive"",""cooccurrence_sentences"":10,""urdu_sentences"":113,""english_sentences"":30,""observed_rate"":0.0885,""lift"":707.74}]"
1575,ملت,= millat,4.73,ReadUrdu,14.358,"[{""stem"":""millat"",""cooccurrence_sentences"":4,""urdu_sentences"":5,""english_sentences"":4,""observed_rate"":0.8,""lift"":47984.6}]"
1576,پیسہ,money,4.73,Kaikki,24.693,"[{""stem"":""money"",""cooccurrence_sentences"":67,""urdu_sentences"":155,""english_sentences"":631,""observed_rate"":0.43226,""lift"":164.36}]"
1577,کیفیت,condition,4.73,ReadUrdu,14.798,"[{""stem"":""condition"",""cooccurrence_sentences"":12,""urdu_sentences"":194,""english_sentences"":1153,""observed_rate"":0.06186,""lift"":12.87}]"
1578,آؤٹ,out,4.72,ReadUrdu,22.045,"[{""stem"":""out"",""cooccurrence_sentences"":100,""urdu_sentences"":494,""english_sentences"":5296,""observed_rate"":0.20243,""lift"":9.17}]"
1579,اہلکار,official,4.72,ReadUrdu,15.512,"[{""stem"":""offici"",""cooccurrence_sentences"":11,""urdu_sentences"":262,""english_sentences"":633,""observed_rate"":0.04198,""lift"":15.91}]"
1580,بولی,language,4.72,Kaikki,15.287,"[{""stem"":""language"",""cooccurrence_sentences"":17,""urdu_sentences"":418,""english_sentences"":917,""observed_rate"":0.04067,""lift"":10.64}]"
1581,بیگ,bag,4.72,Kaikki,20.725,"[{""stem"":""bag"",""cooccurrence_sentences"":26,""urdu_sentences"":91,""english_sentences"":61,""observed_rate"":0.28571,""lift"":1123.76}]"
1582,دستخط,signature,4.72,Kaikki,22.431,"[{""stem"":""signature"",""cooccurrence_sentences"":47,""urdu_sentences"":2605,""english_sentences"":57,""observed_rate"":0.01804,""lift"":75.94}]"
1583,زدہ,affected,4.72,ReadUrdu,11.291,"[{""stem"":""affect"",""cooccurrence_sentences"":6,""urdu_sentences"":157,""english_sentences"":914,""observed_rate"":0.03822,""lift"":10.03}]"
1584,سابقہ,— The past,4.72,ReadUrdu,14.438,"[{""stem"":""past"",""cooccurrence_sentences"":15,""urdu_sentences"":330,""english_sentences"":1137,""observed_rate"":0.04545,""lift"":9.59}]"
1585,لازمی,Necessary,4.72,ReadUrdu,17.294,"[{""stem"":""necessary"",""cooccurrence_sentences"":34,""urdu_sentences"":1342,""english_sentences"":684,""observed_rate"":0.02534,""lift"":8.89}]"
1586,مجرم,criminal,4.72,Kaikki,16.268,"[{""stem"":""crimin"",""cooccurrence_sentences"":9,""urdu_sentences"":131,""english_sentences"":247,""observed_rate"":0.0687,""lift"":66.73}]"
1587,مزاج,temperament,4.72,Kaikki,15.335,"[{""stem"":""tempera"",""cooccurrence_sentences"":7,""urdu_sentences"":110,""english_sentences"":20,""observed_rate"":0.06364,""lift"":763.39}]"
1588,نمائندگی,representation,4.72,Kaikki,31.6,"[{""stem"":""represent"",""cooccurrence_sentences"":377,""urdu_sentences"":675,""english_sentences"":638,""observed_rate"":0.55852,""lift"":210.03}]"
1589,نکاح,marriage,4.72,ReadUrdu,11.981,"[{""stem"":""marriage"",""cooccurrence_sentences"":2,""urdu_sentences"":6,""english_sentences"":97,""observed_rate"":0.33333,""lift"":824.48}]"
1590,پہچان,identity,4.72,Kaikki,21.693,"[{""stem"":""ident"",""cooccurrence_sentences"":37,""urdu_sentences"":333,""english_sentences"":238,""observed_rate"":0.11111,""lift"":112.01}]"
1591,گن,quality,4.72,Kaikki,7.161,"[{""stem"":""qual"",""cooccurrence_sentences"":3,""urdu_sentences"":97,""english_sentences"":1599,""observed_rate"":0.03093,""lift"":4.64}]"
1592,تیس,thirty,4.71,Kaikki,18.554,"[{""stem"":""thirty"",""cooccurrence_sentences"":16,""urdu_sentences"":114,""english_sentences"":107,""observed_rate"":0.14035,""lift"":314.7}]"
1593,جہنم,hell,4.71,Kaikki,16.278,"[{""stem"":""hell"",""cooccurrence_sentences"":7,""urdu_sentences"":10,""english_sentences"":21,""observed_rate"":0.7,""lift"":7997.43}]"
1594,حرارت,heat,4.71,Kaikki,20.032,"[{""stem"":""heat"",""cooccurrence_sentences"":24,""urdu_sentences"":244,""english_sentences"":183,""observed_rate"":0.09836,""lift"":128.96}]"
1595,دلیل,argument,4.71,ReadUrdu,21.354,"[{""stem"":""argu"",""cooccurrence_sentences"":30,""urdu_sentences"":86,""english_sentences"":109,""observed_rate"":0.34884,""lift"":767.84}]"
1596,شاہی,royal,4.71,Kaikki,23.534,"[{""stem"":""royal"",""cooccurrence_sentences"":52,""urdu_sentences"":148,""english_sentences"":157,""observed_rate"":0.35135,""lift"":536.93}]"
1597,طوفان,storm,4.71,Kaikki,30.741,"[{""stem"":""storm"",""cooccurrence_sentences"":310,""urdu_sentences"":745,""english_sentences"":360,""observed_rate"":0.41611,""lift"":277.32}]"
1598,غربت,poverty,4.71,ReadUrdu,27.668,"[{""stem"":""poverty"",""cooccurrence_sentences"":138,""urdu_sentences"":188,""english_sentences"":348,""observed_rate"":0.73404,""lift"":506.07}]"
1599,قصور,Kasur,4.71,Kaikki,13.604,"[{""stem"":""kasur"",""cooccurrence_sentences"":4,""urdu_sentences"":37,""english_sentences"":6,""observed_rate"":0.10811,""lift"":4322.94}]"
1600,لازم,imperative,4.71,Kaikki,12.488,"[{""stem"":""imperative"",""cooccurrence_sentences"":3,""urdu_sentences"":140,""english_sentences"":64,""observed_rate"":0.02143,""lift"":80.33}]"
1601,مارا,beating,4.71,ReadUrdu,13.508,"[{""stem"":""beat"",""cooccurrence_sentences"":4,""urdu_sentences"":57,""english_sentences"":82,""observed_rate"":0.07018,""lift"":205.33}]"
1602,محترم,honorable,4.71,Kaikki,14.749,"[{""stem"":""honorable"",""cooccurrence_sentences"":6,""urdu_sentences"":215,""english_sentences"":54,""observed_rate"":0.02791,""lift"":123.99}]"
1603,نازل,revealed,4.71,Kaikki,12.114,"[{""stem"":""reveal"",""cooccurrence_sentences"":2,""urdu_sentences"":5,""english_sentences"":166,""observed_rate"":0.4,""lift"":578.13}]"
1604,ناکامی,failure,4.71,ReadUrdu,24.628,"[{""stem"":""failure"",""cooccurrence_sentences"":64,""urdu_sentences"":124,""english_sentences"":131,""observed_rate"":0.51613,""lift"":945.28}]"
1605,نبوت,Prophecy,4.71,ReadUrdu,12.314,"[{""stem"":""prophecy"",""cooccurrence_sentences"":2,""urdu_sentences"":2,""english_sentences"":6,""observed_rate"":1.0,""lift"":39987.17}]"
1606,نما,growth,4.71,ReadUrdu,11.298,"[{""stem"":""growth"",""cooccurrence_sentences"":10,""urdu_sentences"":251,""english_sentences"":1984,""observed_rate"":0.03984,""lift"":4.82}]"
1607,نیت,intention,4.71,ReadUrdu,17.242,"[{""stem"":""intention"",""cooccurrence_sentences"":11,""urdu_sentences"":56,""english_sentences"":122,""observed_rate"":0.19643,""lift"":386.29}]"
1608,ڈر,fear,4.71,Kaikki,23.146,"[{""stem"":""fear"",""cooccurrence_sentences"":47,""urdu_sentences"":134,""english_sentences"":229,""observed_rate"":0.35075,""lift"":367.48}]"
1609,ڈگری,degree,4.71,ReadUrdu,27.487,"[{""stem"":""degree"",""cooccurrence_sentences"":143,""urdu_sentences"":428,""english_sentences"":207,""observed_rate"":0.33411,""lift"":387.25}]"
1610,گلگت,Gilgit,4.71,Kaikki,21.545,"[{""stem"":""gilgit"",""cooccurrence_sentences"":29,""urdu_sentences"":33,""english_sentences"":43,""observed_rate"":0.87879,""lift"":4903.29}]"
1611,اطلاعات,that which informs,4.70,ReadUrdu,33.807,"[{""stem"":""inform"",""cooccurrence_sentences"":662,""urdu_sentences"":1292,""english_sentences"":5160,""observed_rate"":0.51238,""lift"":23.82}]"
1612,انگلینڈ,England,4.70,Kaikki,21.535,"[{""stem"":""england"",""cooccurrence_sentences"":29,""urdu_sentences"":49,""english_sentences"":44,""observed_rate"":0.59184,""lift"":3227.16}]"
1613,بائیں,to the left,4.70,ReadUrdu,28.836,"[{""stem"":""left"",""cooccurrence_sentences"":187,""urdu_sentences"":248,""english_sentences"":704,""observed_rate"":0.75403,""lift"":256.97}]"
1614,سوار,rider,4.70,Kaikki,13.439,"[{""stem"":""rider"",""cooccurrence_sentences"":4,""urdu_sentences"":155,""english_sentences"":16,""observed_rate"":0.02581,""lift"":386.97}]"
1615,شو,show,4.70,Kaikki,26.734,"[{""stem"":""show"",""cooccurrence_sentences"":110,""urdu_sentences"":235,""english_sentences"":1720,""observed_rate"":0.46809,""lift"":65.29}]"
1616,مصنف,author,4.70,Kaikki,26.07,"[{""stem"":""author"",""cooccurrence_sentences"":92,""urdu_sentences"":166,""english_sentences"":1234,""observed_rate"":0.55422,""lift"":107.75}]"
1617,منظم,organised,4.70,Kaikki,17.224,"[{""stem"":""organis"",""cooccurrence_sentences"":39,""urdu_sentences"":620,""english_sentences"":2171,""observed_rate"":0.0629,""lift"":6.95}]"
1618,پہنچنے,to reach,4.70,ReadUrdu,27.888,"[{""stem"":""reach"",""cooccurrence_sentences"":166,""urdu_sentences"":669,""english_sentences"":1501,""observed_rate"":0.24813,""lift"":39.66}]"
1619,کامل,perfect,4.70,ReadUrdu,16.703,"[{""stem"":""perfect"",""cooccurrence_sentences"":9,""urdu_sentences"":32,""english_sentences"":92,""observed_rate"":0.28125,""lift"":733.46}]"
1620,کلاس,class,4.70,ReadUrdu,30.372,"[{""stem"":""clas"",""cooccurrence_sentences"":278,""urdu_sentences"":620,""english_sentences"":913,""observed_rate"":0.44839,""lift"":117.83}]"
1621,گواہ,witness,4.70,Kaikki,21.799,"[{""stem"":""witnes"",""cooccurrence_sentences"":34,""urdu_sentences"":105,""english_sentences"":163,""observed_rate"":0.32381,""lift"":476.62}]"
1622,ہوائی,aerial,4.70,Kaikki,18.953,"[{""stem"":""aeri"",""cooccurrence_sentences"":19,""urdu_sentences"":1249,""english_sentences"":79,""observed_rate"":0.01521,""lift"":46.2}]"
1623,استقبال,welcome,4.69,Kaikki,22.507,"[{""stem"":""welcome"",""cooccurrence_sentences"":44,""urdu_sentences"":251,""english_sentences"":371,""observed_rate"":0.1753,""lift"":113.36}]"
1624,اسٹیشن,station,4.69,Kaikki,34.083,"[{""stem"":""station"",""cooccurrence_sentences"":690,""urdu_sentences"":965,""english_sentences"":1332,""observed_rate"":0.71503,""lift"":128.79}]"
1625,امتحان,examination,4.69,ReadUrdu,31.744,"[{""stem"":""examin"",""cooccurrence_sentences"":388,""urdu_sentences"":772,""english_sentences"":792,""observed_rate"":0.50259,""lift"":152.25}]"
1626,ترمیم,amendment,4.69,ReadUrdu,34.301,"[{""stem"":""amend"",""cooccurrence_sentences"":780,""urdu_sentences"":2085,""english_sentences"":1477,""observed_rate"":0.3741,""lift"":60.77}]"
