rank,front,meaning,frequency_evidence,frequency_source,evidence_tier,iwn_en_english_ids,iwn_en_direct_sense_count,external_selector_score,kaikki_meaning,readurdu_meaning,word2word_meaning,semantic_basis
1648,ملتانی,Multanite (person); Multani (of or relating to Multan),418,CLE Urdu top-5000 frequency list,B_two_source_fallback,,0,2,Multanite (person); Multani (of or relating to Multan),adj. Multani (of or relating to Multan) | name: Multanite (person) | Platts: adj. &,,IndoWordNet lemma + Kaikki agreement with ReadUrdu
1649,عنایت,grace,417,CLE Urdu top-5000 frequency list,A_direct_corroborated,4585513,5,2,solicitude; a unisex given name from Arabic; grace; kindness; bounty; favour,"favor, kindness",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1650,ایجاد,invention,416,CLE Urdu top-5000 frequency list,A_direct_corroborated,926736,1,2,,"s.m. Creation, production; invention, contrivance: — ījād karnā, v.t. To create, produce, originate, invent,…",invented; invents; ain; Words; invent,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1651,خبردار,warning,416,CLE Urdu top-5000 frequency list,A_direct_corroborated,7125255,3,1,,watch out!; don't you dare!,punish; ugliness; warned; CAUTION; STILL,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1652,بسنت,spring,415,CLE Urdu top-5000 frequency list,A_direct_corroborated,15037856,1,2,"spring (season); a festival observing the arrival of spring; a male given name, Basant, feminine equivalent بَسَنْتی (basantī)","n. spring (season); a festival observing the arrival of spring. | name: a male given name, Basant, feminine equivalent بَسَنْتی (basantī) | Platts:",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1653,دلیل,argument,415,CLE Urdu top-5000 frequency list,A_direct_corroborated,6559992,1,2,,"argument, reasoning",argument; deaf; falls; making; ton,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1654,روزمرہ,routine,415,CLE Urdu top-5000 frequency list,A_direct_corroborated,1012258,1,1,,"daily, every day",everyday; party; Pretty; routine; becomes,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1655,جنازہ,cortege,412,CLE Urdu top-5000 frequency list,A_direct_corroborated,8315123,2,3,funeral; bier; the corpse (or coffin in which a corpse is taken away),"funeral procession, bier",funeral; went; her; six; when,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1656,عسکری,military,412,CLE Urdu top-5000 frequency list,A_direct_corroborated,1572552,1,1,,(rel. n. fr. ʻaskar),contacting; military; Did; try; out,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1657,افطار,iftar,411,CLE Urdu top-5000 frequency list,B_two_source_fallback,,0,2,iftar,n. iftar | Platts:,,IndoWordNet lemma + Kaikki agreement with ReadUrdu
1658,صحرا,desert,411,CLE Urdu top-5000 frequency list,A_direct_corroborated,8387780,3,3,desert,desert,desert; Desert; Storm; frame; arranged,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1659,پکار,cry; call,410,CLE Urdu top-5000 frequency list,A_direct_corroborated,7022785,3,3,"cry, call; proclamation","n. cry, call; proclamation | Platts:",bishop; classifying; A; try; call,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1660,مدعو,invited,410,CLE Urdu top-5000 frequency list,B_two_source_fallback,,0,2,invited,invited,invited; tracking; device; been; So,IndoWordNet lemma + Kaikki agreement with ReadUrdu+word2word
1661,ریٹائر,retired,409,CLE Urdu top-5000 frequency list,A_direct_corroborated,37677,1,1,,,retired; retire; elite; operatives; garbled,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1662,عدل,justice; judicature,409,CLE Urdu top-5000 frequency list,A_direct_corroborated,1121183,2,1,,"(inf. n. of عدل 'to act equitably,' &c.)",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1663,تن,body,407,CLE Urdu top-5000 frequency list,A_direct_corroborated,5154650,1,2,body; straw; trunk,n. body; straw; trunk | Platts:,nowhere; middle; leave; Picked; drove,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1664,قد,height,407,CLE Urdu top-5000 frequency list,A_direct_corroborated,5076538,1,3,"height, stature","n. height, stature | Platts: (for A. qadd, inf. n. of قدّ 'to tear lengthwise,' &c.)",tall; That-that; cows; relative; height,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1665,اردگرد,about; around,404,CLE Urdu top-5000 frequency list,A_direct_corroborated,71528,1,2,,"adv. & postpos. (gov. -ke), Around, all round, round about, on every side (of), on all sides. (See gird, and…",revolve; since; must; around; at,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1666,صف,row,404,CLE Urdu top-5000 frequency list,A_direct_corroborated,8317060,1,2,,"(inf. n. of صفّ 'to set or place in a row,' &c.)",row; Second; rank; Warrior; joined,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1667,ادراک,intuition,402,CLE Urdu top-5000 frequency list,A_direct_corroborated,5637167,5,3,"insight; cognition, intuition, comprehension, grasp, nous, perception, perspicacity, understanding","n. insight; cognition, intuition, comprehension, grasp, nous, perception, perspicacity, understanding | Platts:",best; know; should; We; all,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1668,خلیج,bay,402,CLE Urdu top-5000 frequency list,A_direct_corroborated,9083535,1,3,"gulf, bay","n. gulf, bay | Platts: (fr. خلج 'to take away,' &c.)",bay; Across; wheeled; blank; present,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1669,رشوت,bribe,400,CLE Urdu top-5000 frequency list,A_direct_corroborated,13113454,1,3,bribe,"n. bribe | Platts: (for A. رشوة, v.n. fr. رشو 'to give a bribe')",corrupted; infected; permits; bribes; give,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1670,گم,lost,399,CLE Urdu top-5000 frequency list,A_direct_corroborated,1502128,1,2,"lost, missing; absent, invisible; distracted, wanting, wandering","adj. lost, missing; absent, invisible; distracted, wanting, wandering | Platts: adj. Lost; wanting; missing; absent; invisible; — wandering, distracted, confounded: — gum-rāh or rah, adj. &…",misplaced; moment; lose; going; missing,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1671,استعداد,talent,398,CLE Urdu top-5000 frequency list,A_direct_corroborated,5554493,4,2,"aptitude; knack, talent, skill","n. knack, talent, skill; aptitude | Platts:",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1672,مندی,depression; economic crisis,398,CLE Urdu top-5000 frequency list,A_direct_corroborated,14296325,1,1,,recession; depression; economic downturn,concern; hear; Is; smart; Does,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1673,تعزیت,lament; lamentation,397,CLE Urdu top-5000 frequency list,A_direct_corroborated,7113279,1,1,"condolence, consoling; mourning, lamentation",condolence,,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1674,چمک,sparkle; twinkle; spark,397,CLE Urdu top-5000 frequency list,A_direct_corroborated,4897507,4,2,glow; glare; shine,brightness; radiance; luminosity,shine; brightness; bury; wanderers; Next,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1675,خلا,void; vacancy; emptiness,397,CLE Urdu top-5000 frequency list,A_direct_corroborated,13724916,5,3,cell; vacuum; the void,"n. vacancy, hollowness, lacuna; emptiness, void; (outer) space | Platts: (inf. n. of خلو 'to be empty or vacant,' &c.)",space; Looks; taking; into; like,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1676,پردہ,concealment; concealing; hiding,396,CLE Urdu top-5000 frequency list,A_direct_corroborated,1034605,7,2,hiding; honour; a scene,"curtain, veil; concealment",even; seven-foot; privacy; vantage; high,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1677,سونا,gold,396,CLE Urdu top-5000 frequency list,A_direct_corroborated,14444880,4,3,gold; void; empty,adj. empty; hollow; unoccupied | n. void; emptiness; gold | v. to sleep; to fall asleep; to repose | Platts: adj. &,hoi; gold; or; braided; pearls,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1678,محلہ,ward,396,CLE Urdu top-5000 frequency list,A_direct_corroborated,8551438,1,2,"a ward, locality; encampment, army camp; neighborhood; quarter (mahalla)","n. neighborhood; quarter (mahalla); a ward, locality; encampment, army camp | Platts: (for A. محلة maḥallat, fr. maḥall",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1679,استحصال,exploitation; using,393,CLE Urdu top-5000 frequency list,A_direct_corroborated,414636,2,1,,,explodes; 0Day; Exploit; Using; exploit,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1680,دال,pulse,393,CLE Urdu top-5000 frequency list,A_direct_corroborated,7603538,1,3,"bean; lentil, dal","n. lentil, dal; bean | Platts:",lentils; chores; pick; darling; may,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1681,نژاد,race,393,CLE Urdu top-5000 frequency list,A_direct_corroborated,8000580,1,2,"race; root, origin; seed; family; genealogy, lineage; descent","race; family; genealogy, lineage; descent; root, origin; seed",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1682,ٹریک,track,393,CLE Urdu top-5000 frequency list,A_direct_corroborated,4410735,3,1,,,track; em; whack; nowadays; programs,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1683,چکنائی,fat,392,CLE Urdu top-5000 frequency list,A_direct_corroborated,5206015,3,1,,"s.f. Oil, grease, fat, butter; greasinoss, &c. ( = ćiknāhaṭ",Grease; include; Does; Nolan; Hook,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1684,لیزر,laser,392,CLE Urdu top-5000 frequency list,A_direct_corroborated,3602540,2,1,,laser,Ben; e; Layzir; m; going,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1685,مقدمہ,lawsuit; case,391,CLE Urdu top-5000 frequency list,A_direct_corroborated,1167430,3,2,"case, lawsuit","n. case, lawsuit | Platts: (for A. مقدمة muqaddamat, fem. of muqaddam",clearance; center; detention; trial; edition,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1686,پیاس,thirst,390,CLE Urdu top-5000 frequency list,A_direct_corroborated,13854432,1,2,thirst,n. thirst | Platts:,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1687,دفن,burial; interment,389,CLE Urdu top-5000 frequency list,A_direct_corroborated,7349839,2,2,"burial, interment; covering, concealment","n. burial, interment; covering, concealment | Platts: (inf. n. of دفن 'to bury')",buried; bury; Bury; burying; fathers,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1688,منصب,place,389,CLE Urdu top-5000 frequency list,A_direct_corroborated,580837,1,1,,"(n. of place fr. نصب 'to erect, set up,' &c.)",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1689,ٹیلنٹ,talent,389,CLE Urdu top-5000 frequency list,A_direct_corroborated,10529636,1,1,,,talent; compete; importantly; pool; more,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1690,انا,ego; self-importance,388,CLE Urdu top-5000 frequency list,A_direct_corroborated,7406675,1,2,,"ego, self-respect",Ego; bureaucrats; lot; see; know,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1691,جدا,different,388,CLE Urdu top-5000 frequency list,A_direct_corroborated,1461974,5,2,"different, unrelated; separate, apart, split","adj. separate, apart, split; different, unrelated | Platts: adj. Separated, parted; separate, distinct, away, apart, aside, asunder, absent; different; peculiar;…",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1692,مہاجر,immigration,384,CLE Urdu top-5000 frequency list,A_direct_corroborated,8299619,5,3,"refugee, immigrant; a muhajir: Urdu-speaking Muslim that moved to Pakistan after the Partition of India","n. refugee, immigrant; a muhajir: Urdu-speaking Muslim that moved to Pakistan after the Partition of India | Platts: (act. part. of هاجر; see next), part.",parole; non-immigration; humanitarian; qualify; protective,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1693,ترسیل,sending,383,CLE Urdu top-5000 frequency list,A_direct_corroborated,118645,1,1,,"s.f. Sending, transmitting = irsāl)",transmitting; Audio; shipping; England; GPS,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1694,ریت,sand,383,CLE Urdu top-5000 frequency list,A_direct_corroborated,14821424,1,3,"rite; sand; custom, tradition","n. sand; custom, tradition; rite | Platts:",sand; Sandglass; Sands; Time; contained,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
