rank,level,target,english,attribution
853,C,Je ne sais pas si tu l'aimes ou pas.,I don't know if you like it or not.,CC-BY 2.0 (France) Attribution: tatoeba.org #12371576 (Miktsoanit) & #7696472 (Maxence)
854,C,Je ne sais pas la raison pour laquelle il est absent aujourd'hui.,I don't know the reason he is absent today.,CC-BY 2.0 (France) Attribution: tatoeba.org #283655 (CK) & #337172 (sysko)
855,C,Je ne connais pas la raison qui l'a poussé à se rendre là.,I don't know the reason why he went there.,CC-BY 2.0 (France) Attribution: tatoeba.org #259965 (CK) & #4488629 (VisionElf)
856,C,Je ne sais pas ce que je ferais dans cette situation.,I don't know what I'd do in this situation.,CC-BY 2.0 (France) Attribution: tatoeba.org #5205823 (CK) & #6599379 (Aiji) Editorially corrected after complete row-by-row linguistic audit.
857,C,Je ne sais pas ce que je vais faire maintenant.,I don't know what I'm going to do now.,CC-BY 2.0 (France) Attribution: tatoeba.org #3620161 (CK) & #11621623 (Aiji)
858,C,Je ne sais pas ce que je vais manger ce soir.,I don't know what I'm going to eat tonight.,CC-BY 2.0 (France) Attribution: tatoeba.org #10751780 (samir_t) & #7414811 (tras)
859,C,Je ne sais pas quel genre de personne c'est.,I don't know what kind of person he is.,CC-BY 2.0 (France) Attribution: tatoeba.org #869559 (papabear) & #6821586 (Yemana)
860,C,Je ne sais pas ce qui m'a motivé à venir ici.,I don't know what motivated me to come here.,CC-BY 2.0 (France) Attribution: tatoeba.org #38922 (CK) & #82458 (TRANG)
861,C,Je ne sais pas quoi faire de ce truc.,I don't know what to do with this thing.,CC-BY 2.0 (France) Attribution: tatoeba.org #8814661 (CK) & #11937022 (lbdx) Editorially corrected after complete row-by-row linguistic audit.
862,C,Je ne sais pas quoi faire de ces restes.,I don't know what to do with these leftovers.,CC-BY 2.0 (France) Attribution: tatoeba.org #11595275 (shekitten) & #11715353 (Rovo) Editorially corrected after complete row-by-row linguistic audit.
863,C,Je ne sais pas quand ma maman reviendra.,I don't know when my mom will come back.,CC-BY 2.0 (France) Attribution: tatoeba.org #320539 (CK) & #337857 (Barbiche0) Editorially corrected after complete row-by-row linguistic audit.
864,C,Je ne sais pas où j'ai posé mon téléphone portable.,I don't know where I put my cell phone.,CC-BY 2.0 (France) Attribution: tatoeba.org #7031151 (CarpeLanam) & #7251124 (Rockaround)
865,C,Je ne sais pas à qui je peux demander conseil.,I don't know who I can ask for advice.,CC-BY 2.0 (France) Attribution: tatoeba.org #6660663 (CK) & #8285801 (Aiji)
866,C,Je ne sais pas pourquoi je dois faire ceci.,I don't know why I have to do this.,CC-BY 2.0 (France) Attribution: tatoeba.org #3396930 (CK) & #5688411 (Aiji)
867,C,Je ne sais pas pourquoi il m'a dit ça.,I don't know why he said that to me.,CC-BY 2.0 (France) Attribution: tatoeba.org #2932239 (patgfisher) & #2932166 (Blabla)
868,C,Je ne sais pas pourquoi nous devons faire cela.,I don't know why we have to do that.,CC-BY 2.0 (France) Attribution: tatoeba.org #6740670 (CK) & #7853316 (Aiji) Editorially corrected after complete row-by-row linguistic audit.
869,C,Je ne l'aime pas plus que vous.,I don't like it any more than you do.,CC-BY 2.0 (France) Attribution: tatoeba.org #3002682 (Hybrid) & #5923323 (Aiji)
870,C,Je n'aime pas quand tu ramènes du travail à la maison.,I don't like it when you bring work home.,CC-BY 2.0 (France) Attribution: tatoeba.org #5028321 (Balamax) & #11152604 (lbdx)
871,C,Je n'aime pas quand tu me fixes.,I don't like it when you stare at me.,CC-BY 2.0 (France) Attribution: tatoeba.org #9188402 (CK) & #9710634 (lbdx)
872,C,Je n'aime pas que ma femme m'appelle au travail.,I don't like my wife calling me at work.,CC-BY 2.0 (France) Attribution: tatoeba.org #6524701 (CK) & #9753507 (lbdx)
873,C,Je n'aime pas cet avocat que tu as engagé pour moi.,I don't like that lawyer you hired for me.,CC-BY 2.0 (France) Attribution: tatoeba.org #3095000 (CK) & #9010064 (Aiji)
874,C,Je n'aime pas la façon dont tu me parles.,I don't like the way you talk to me.,CC-BY 2.0 (France) Attribution: tatoeba.org #7211461 (CK) & #11274838 (lbdx)
875,C,Je n'ai pas besoin qu'ils me fassent des faveurs.,I don't need them to do me any favors.,CC-BY 2.0 (France) Attribution: tatoeba.org #2939771 (AlanF_US) & #8463629 (Aiji)
876,C,Je n'ai pas besoin qu'on me dise quoi faire.,I don't need to be told what to do.,CC-BY 2.0 (France) Attribution: tatoeba.org #3619420 (CK) & #7793912 (Aiji)
877,C,Je ne vois pas pourquoi j'ai besoin de faire ça.,I don't see why I need to do this.,CC-BY 2.0 (France) Attribution: tatoeba.org #1042390 (CK) & #8390134 (Aiji)
878,C,Je ne pense pas pouvoir le faire sans toi.,I don't think I can do it without you.,CC-BY 2.0 (France) Attribution: tatoeba.org #3633902 (Hybrid) & #10005882 (Julien_PDC) Editorially corrected after complete row-by-row linguistic audit.
879,C,Je ne pense pas que je puisse beaucoup t'aider.,I don't think I can help you very much.,CC-BY 2.0 (France) Attribution: tatoeba.org #3619089 (CK) & #5660365 (Aiji)
880,C,Je ne pense pas avoir à le refaire.,I don't think I have to do it again.,CC-BY 2.0 (France) Attribution: tatoeba.org #6345101 (CK) & #13345092 (genes1s) Editorially corrected after complete row-by-row linguistic audit.
881,C,Je ne pense pas que nous puissions le faire aujourd'hui.,I don't think that we can do it today.,CC-BY 2.0 (France) Attribution: tatoeba.org #7952298 (CK) & #11118705 (Aiji) Editorially corrected after complete row-by-row linguistic audit.
882,C,Je ne pense pas que nous puissions le faire si tôt.,I don't think we can do it so early.,CC-BY 2.0 (France) Attribution: tatoeba.org #3619350 (CK) & #6479884 (Aiji) Editorially corrected after complete row-by-row linguistic audit.
883,C,Je ne pense pas que nous ayons besoin d'une permission pour faire ceci.,I don't think we need permission to do this.,CC-BY 2.0 (France) Attribution: tatoeba.org #2323234 (CK) & #7060751 (Aiji)
884,C,Je ne pense pas que nous ayons besoin de faire ça aujourd'hui.,I don't think we need to do that today.,CC-BY 2.0 (France) Attribution: tatoeba.org #5699696 (CK) & #5700041 (Yemana)
885,C,Je ne pense pas que nous soyons déjà prêts à faire cela.,I don't think we're ready to do that yet.,CC-BY 2.0 (France) Attribution: tatoeba.org #3619903 (CK) & #5603369 (Aiji)
886,C,Je ne pense pas que tu veuilles prendre ce risque.,I don't think you want to take that risk.,CC-BY 2.0 (France) Attribution: tatoeba.org #2028609 (CK) & #9707551 (lbdx) Editorially corrected after complete row-by-row linguistic audit.
887,C,Je ne comprends pas pourquoi j'ai dû faire ça.,I don't understand why I had to do that.,CC-BY 2.0 (France) Attribution: tatoeba.org #6741958 (CK) & #8362059 (Aiji)
888,C,Je ne comprends pas pourquoi je dois faire ça.,I don't understand why I have to do that.,CC-BY 2.0 (France) Attribution: tatoeba.org #6242056 (CK) & #9765985 (lbdx)
889,C,Je ne comprends pas pourquoi les pizzas au pepperoni sont si populaires.,I don't understand why pepperoni pizzas are so popular.,CC-BY 2.0 (France) Attribution: tatoeba.org #662345 (DancingHorses) & #964853 (NomadSoul) Editorially corrected after complete row-by-row linguistic audit.
890,C,Je ne veux pas qu'on me voie comme ça.,I don't want anyone to see me like this.,CC-BY 2.0 (France) Attribution: tatoeba.org #6059280 (Hybrid) & #12964821 (lbdx)
891,C,Je ne veux pas que mon fils soit comme toi.,I don't want my son to be like you.,CC-BY 2.0 (France) Attribution: tatoeba.org #7494605 (CK) & #7498266 (tras)
892,C,Je ne veux pas vous accabler avec mes ennuis.,I don't want to burden you with my troubles.,CC-BY 2.0 (France) Attribution: tatoeba.org #251995 (CK) & #7601 (Bruno)
893,C,Je ne veux plus jamais retourner là-bas.,I don't want to go back there ever again.,CC-BY 2.0 (France) Attribution: tatoeba.org #8584948 (CK) & #13326791 (genes1s)
894,C,Je ne veux pas savoir ce que tu as fait hier.,I don't want to know what you did yesterday.,CC-BY 2.0 (France) Attribution: tatoeba.org #4132416 (CK) & #7353002 (Aiji)
895,C,Je ne veux pas vivre ma vie comme cela.,I don't want to live my life like that.,CC-BY 2.0 (France) Attribution: tatoeba.org #2026374 (CK) & #3483172 (Lulantis) Editorially corrected after complete row-by-row linguistic audit.
896,C,Je ne veux pas dire ça à ma petite amie.,I don't want to say that to my girlfriend.,CC-BY 2.0 (France) Attribution: tatoeba.org #2344449 (AlanF_US) & #3950186 (serpico)
897,C,Je ne veux pas passer toute ma vie ici.,I don't want to spend my whole life here.,CC-BY 2.0 (France) Attribution: tatoeba.org #4429400 (Hybrid) & #12437959 (lbdx)
898,C,Je ne veux pas que tu fasses ce que j'ai fait.,I don't want you to do what I did.,CC-BY 2.0 (France) Attribution: tatoeba.org #6253415 (CK) & #8107363 (Aiji)
899,C,Je ne veux pas que vous connaissiez mon vrai nom.,I don't want you to know my real name.,CC-BY 2.0 (France) Attribution: tatoeba.org #2025864 (CK) & #10960743 (lbdx) Editorially corrected after complete row-by-row linguistic audit.
900,C,Je ne veux pas que vous démissionniez à cause de moi.,I don't want you to quit because of me.,CC-BY 2.0 (France) Attribution: tatoeba.org #3681161 (CK) & #6154387 (Aiji)
901,C,Je ne veux pas que tu dépenses de l'argent pour moi.,I don't want you to spend money on me.,CC-BY 2.0 (France) Attribution: tatoeba.org #6814200 (Eccles17) & #6776177 (felix63)
902,C,Je ne veux pas que tu le dises à qui que ce soit.,I don't want you to tell it to anybody.,CC-BY 2.0 (France) Attribution: tatoeba.org #2026887 (CK) & #2415730 (U2FS) Editorially corrected after complete row-by-row linguistic audit.
903,C,Je me sens mieux quand je bois du jus de citron chaud.,I feel better when I drink hot lemon juice.,CC-BY 2.0 (France) Attribution: tatoeba.org #33402 (CK) & #7725054 (Micsmithel)
904,C,J'ai l'impression que ma tête va exploser.,I feel like my head is going to explode.,CC-BY 2.0 (France) Attribution: tatoeba.org #3299713 (Hybrid) & #4963268 (franlexcois)
905,B,J'ai l'impression que ça va mal se terminer.,I feel like it's going to end badly.,CC-BY 2.0 (France) Attribution: tatoeba.org #4153211 (Hybrid) & #4154428 (Pat91) Editorially corrected after complete row-by-row linguistic audit.
906,C,J'ai l'impression que tu n'en as rien à faire de moi.,I feel like you don't care about me at all.,CC-BY 2.0 (France) Attribution: tatoeba.org #5797476 (Hybrid) & #5798141 (Toynop) Editorially corrected after complete row-by-row linguistic audit.
907,C,Je ressens le besoin de faire quelque chose de différent aujourd'hui.,I feel the need to do something different today.,CC-BY 2.0 (France) Attribution: tatoeba.org #5491769 (Akenaseryan) & #5488711 (nimfeo)
908,C,Je vais à l'école parce que je veux apprendre.,I go to school because I want to learn.,CC-BY 2.0 (France) Attribution: tatoeba.org #256645 (CK) & #1926014 (nimfeo)
909,C,Je déteste quand mes habits sentent la clope.,I hate it when my clothes smell like cigarettes.,CC-BY 2.0 (France) Attribution: tatoeba.org #1474144 (sysko) & #1474139 (sysko)
910,C,J'ai quelques amis qui parlent bien français.,I have a few friends who speak French well.,CC-BY 2.0 (France) Attribution: tatoeba.org #2538281 (CK) & #7063865 (Aiji)
911,C,J'ai un ami qui travaille dans ce magasin.,I have a friend who works at this store.,CC-BY 2.0 (France) Attribution: tatoeba.org #2952116 (CK) & #5369668 (Aiji) Editorially corrected after complete row-by-row linguistic audit.
912,C,J'ai beaucoup plus de livres que toi.,I have a lot more books than you do.,CC-BY 2.0 (France) Attribution: tatoeba.org #6661594 (CK) & #10627084 (pierrot105)
913,B,J'ai beaucoup de missions aujourd'hui.,I have a lot of tasks today.,CC-BY 2.0 (France) Attribution: tatoeba.org #242446 (CK) & #8481 (Petro1) Editorially corrected after complete row-by-row linguistic audit.
914,C,J'ai beaucoup d'amis pour m'aider.,I have a lot of friends to help me.,CC-BY 2.0 (France) Attribution: tatoeba.org #262436 (CK) & #335729 (sysko)
915,C,J'ai plein de choses à te dire.,I have a lot of things to tell you.,CC-BY 2.0 (France) Attribution: tatoeba.org #63858 (CK) & #396317 (kilwann)
916,C,J'ai beaucoup de travail à faire ici.,I have a lot of work to do here.,CC-BY 2.0 (France) Attribution: tatoeba.org #5666354 (CK) & #11071309 (Aiji)
917,C,J'ai un message de votre père pour vous.,I have a message for you from your father.,CC-BY 2.0 (France) Attribution: tatoeba.org #64103 (CK) & #432188 (chtof)
918,C,Il y a une question que je veux te poser.,I have a question I want to ask you.,CC-BY 2.0 (France) Attribution: tatoeba.org #5610721 (CK) & #11700383 (Aiji)
919,C,J'ai un stylo en trop que je pourrais te prêter.,I have an extra pen I could lend you.,CC-BY 2.0 (France) Attribution: tatoeba.org #6033172 (CK) & #12636940 (lbdx)
920,B,Je n'ai aucune idée de ce que je devrais faire.,I have no idea what I should do.,CC-BY 2.0 (France) Attribution: tatoeba.org #3619037 (CK) & #8395843 (Aiji) Editorially corrected after complete row-by-row linguistic audit.
921,C,Je n'ai aucune idée de ce que je vais faire.,I have no idea what I'm going to do.,CC-BY 2.0 (France) Attribution: tatoeba.org #6013528 (CK) & #12175778 (lbdx)
922,C,Je n'ai aucune idée de ce que je vais porter.,I have no idea what I'm going to wear.,CC-BY 2.0 (France) Attribution: tatoeba.org #5356553 (Hybrid) & #9695015 (lbdx)
923,C,Je n'ai aucune idée de ce que nous sommes supposés faire.,I have no idea what we're supposed to do.,CC-BY 2.0 (France) Attribution: tatoeba.org #4016262 (CK) & #7785759 (Aiji)
924,C,Je n'ai aucune idée d'où j'ai laissé mes clés.,I have no idea where I left my keys.,CC-BY 2.0 (France) Attribution: tatoeba.org #38145 (CK) & #11166419 (Aiji)
925,C,Je n'ai aucune idée de la raison pour laquelle elle s'est tant énervée.,I have no idea why she got so angry.,CC-BY 2.0 (France) Attribution: tatoeba.org #36335 (CK) & #12989 (Micsmithel)
926,B,Je n'ai pas d'argent pour acheter ce livre.,I have no money to buy this book.,CC-BY 2.0 (France) Attribution: tatoeba.org #254671 (CK) & #14840 (nimfeo) Editorially corrected after complete row-by-row linguistic audit.
927,B,Je n'ai pas d'argent pour acheter un dictionnaire.,I have no money to buy a dictionary.,CC-BY 2.0 (France) Attribution: tatoeba.org #249821 (CK) & #7932 (Apex) Editorially corrected after complete row-by-row linguistic audit.
928,C,Je n'ai pas d'argent pour payer le bus.,I have no money to pay for the bus.,CC-BY 2.0 (France) Attribution: tatoeba.org #1391687 (CK) & #9729987 (lbdx)
929,C,"À part toi, je n'ai personne vers qui me tourner.",I have no one to turn to except you.,CC-BY 2.0 (France) Attribution: tatoeba.org #6947266 (CK) & #9738150 (lbdx)
930,C,Je n'ai aucun souvenir de la façon dont je suis arrivé là.,I have no recollection of how I got there.,CC-BY 2.0 (France) Attribution: tatoeba.org #6679811 (Hybrid) & #11701554 (lbdx)
931,C,Je n'ai pas le temps de l'expliquer en détail.,I have no time to explain it in detail.,CC-BY 2.0 (France) Attribution: tatoeba.org #58997 (CK) & #621420 (qdii) Editorially corrected after complete row-by-row linguistic audit.
932,C,Je n'ai rien à dire à aucun d'entre vous.,I have nothing to say to any of you.,CC-BY 2.0 (France) Attribution: tatoeba.org #3802755 (CK) & #11619605 (Aiji)
933,C,J'ai quelque chose à vous dire à tous.,I have something to say to all of you.,CC-BY 2.0 (France) Attribution: tatoeba.org #2641197 (CK) & #5931664 (Aiji)
934,C,J'ai dix fois plus de livres que tu en as.,I have ten times as many books as you do.,CC-BY 2.0 (France) Attribution: tatoeba.org #5366424 (Airvian) & #7447 (Bruno) Editorially corrected after complete row-by-row linguistic audit.
935,C,J'ai le sentiment que mon français s'améliore.,I have the feeling that my French is improving.,CC-BY 2.0 (France) Attribution: tatoeba.org #3823579 (CK) & #7029810 (Aiji)
936,C,J'ai trois fois plus de livres que toi.,I have three times as many books as you do.,CC-BY 2.0 (France) Attribution: tatoeba.org #6480738 (CK) & #6481789 (GB3) Editorially corrected after complete row-by-row linguistic audit.
937,C,Je dois me moucher tout le temps.,I have to blow my nose all the time.,CC-BY 2.0 (France) Attribution: tatoeba.org #52860 (CK) & #12304378 (lbdx)
938,C,Je dois faire quelque chose tant que je le peux.,I have to do something while I still can.,CC-BY 2.0 (France) Attribution: tatoeba.org #3287359 (CK) & #8269927 (Aiji)
939,C,Je dois rentrer et faire mes devoirs.,I have to go home and do my homework.,CC-BY 2.0 (France) Attribution: tatoeba.org #4846827 (CK) & #9065967 (Aiji)
940,C,Je dois rentrer faire mes devoirs.,I have to go home to do my homework.,CC-BY 2.0 (France) Attribution: tatoeba.org #5295450 (Hybrid) & #11792336 (lbdx) Editorially corrected after complete row-by-row linguistic audit.
941,C,Je dois aller chez le dentiste après les cours.,I have to go to the dentist after school.,CC-BY 2.0 (France) Attribution: tatoeba.org #7947951 (CK) & #7981872 (Aiji)
942,C,J'espère pouvoir y aller avec toi aujourd'hui.,I hope I can go there with you today.,CC-BY 2.0 (France) Attribution: tatoeba.org #11614067 (tieguy) & #753264 (Sushiman)
943,C,J'espère que personne ne vous a vu entrer ici.,I hope no one saw you come in here.,CC-BY 2.0 (France) Attribution: tatoeba.org #7008043 (Hybrid) & #8270031 (Aiji)
944,C,J'espère que nous n'aurons pas à vendre notre maison.,I hope we won't have to sell our house.,CC-BY 2.0 (France) Attribution: tatoeba.org #5193215 (CK) & #5326417 (Aiji) Editorially corrected after complete row-by-row linguistic audit.
945,C,J'espère que nous n'aurons pas à attendre trop longtemps.,I hope we won't have to wait too long.,CC-BY 2.0 (France) Attribution: tatoeba.org #6435768 (CK) & #332336 (TRANG) Editorially corrected after complete row-by-row linguistic audit.
946,C,J'espère que vous aimerez ce que j'ai fait pour vous.,I hope you'll like what I made for you.,CC-BY 2.0 (France) Attribution: tatoeba.org #3818176 (CK) & #11574552 (Aiji) Editorially corrected after complete row-by-row linguistic audit.
947,C,Je viens de me rappeler ce que je devais te dire.,I just remembered what I had to tell you.,CC-BY 2.0 (France) Attribution: tatoeba.org #3204130 (CK) & #11574530 (Aiji)
948,C,Je veux seulement savoir si tu m'aimes.,I just want to know if you love me.,CC-BY 2.0 (France) Attribution: tatoeba.org #4890620 (Hybrid) & #5366409 (Aiji)
949,C,Je veux simplement vous dire merci à tous.,I just want to say thanks to you all.,CC-BY 2.0 (France) Attribution: tatoeba.org #2019146 (CK) & #5369662 (Aiji) Editorially corrected after complete row-by-row linguistic audit.
950,C,Je veux juste te remercier pour ton aide.,I just want to thank you for your help.,CC-BY 2.0 (France) Attribution: tatoeba.org #10190190 (ddnktr) & #10190188 (felix63)
951,C,Je veux simplement que tu saches que je le regrette.,I just want you to know I regret it.,CC-BY 2.0 (France) Attribution: tatoeba.org #7240822 (CK) & #5305009 (Aiji)
952,C,Je veux seulement que vous sachiez que je suis désolée.,I just want you to know that I'm sorry.,CC-BY 2.0 (France) Attribution: tatoeba.org #4613062 (AlanF_US) & #5919753 (Aiji)
953,C,Je sais à quel point c'est difficile de faire cela.,I know how hard it is to do that.,CC-BY 2.0 (France) Attribution: tatoeba.org #5231051 (CK) & #5503576 (Aiji)
954,C,Je sais combien vous êtes fier de votre travail.,I know how proud you are of your work.,CC-BY 2.0 (France) Attribution: tatoeba.org #2952319 (CK) & #6474167 (Aiji)
955,C,Je sais que beaucoup de gens veulent faire cela.,I know lots of people want to do that.,CC-BY 2.0 (France) Attribution: tatoeba.org #7240539 (CK) & #8110643 (Aiji)
956,C,Je sais qu'on peut faire ça si on essaye.,I know we can do this if we try.,CC-BY 2.0 (France) Attribution: tatoeba.org #7240494 (CK) & #7769882 (Aiji)
957,B,Je sais que tu n'as pas appris à parler français.,I know you didn't learn to speak French.,CC-BY 2.0 (France) Attribution: tatoeba.org #7240364 (CK) & #7242444 (tras) Editorially corrected after complete row-by-row linguistic audit.
958,C,Je sais que tu m'as menti l'autre jour.,I know you lied to me the other day.,CC-BY 2.0 (France) Attribution: tatoeba.org #7240432 (CK) & #7809599 (Aiji)
959,C,Je sais que tu dois avoir plein de questions.,I know you must have a lot of questions.,CC-BY 2.0 (France) Attribution: tatoeba.org #3142876 (CK) & #6287739 (Aiji)
960,C,Je sais que tu feras ce qu'il faut faire.,I know you'll do what needs to be done.,CC-BY 2.0 (France) Attribution: tatoeba.org #2476139 (AlanF_US) & #5919822 (Aiji)
961,C,J'aime ma vie telle qu'elle est à présent.,I like my life the way it is now.,CC-BY 2.0 (France) Attribution: tatoeba.org #5688153 (CK) & #5688201 (Yemana)
962,C,"J'aime ta chatte, mais elle ne m'aime pas.","I like your cat, but she doesn't like me.",CC-BY 2.0 (France) Attribution: tatoeba.org #1584339 (fanty) & #7862743 (Aiji)
963,C,J'ai dû laisser mon portefeuille dans le bus.,I must have left my wallet on the bus.,CC-BY 2.0 (France) Attribution: tatoeba.org #255404 (CK) & #6953 (eddiegab) Editorially corrected after complete row-by-row linguistic audit.
964,C,Je l'ai rencontré en rentrant de l'école.,I met him on my way home from school.,CC-BY 2.0 (France) Attribution: tatoeba.org #256648 (CK) & #6704 (Pat91) Editorially corrected after complete row-by-row linguistic audit.
965,C,J'ai besoin de plus de temps pour me décider.,I need more time to make up my mind.,CC-BY 2.0 (France) Attribution: tatoeba.org #6844950 (CK) & #6853775 (Micsmithel)
966,D,"Pour obtenir une place, il suffit de faire la queue.",All you have to do to secure a seat is to wait in line.,CC-BY 2.0 (France) Attribution: tatoeba.org #272105 (CK) & #10015540 (Micsmithel)
967,D,Tout ce que vous pourriez faire à l'appui de leur effort serait très apprécié.,Anything you could do in support of their effort would be very much appreciated.,CC-BY 2.0 (France) Attribution: tatoeba.org #305052 (CM) & #133555 (Cocorico)
968,C,"Même si elle devait passer, dis-lui que je ne suis pas à la maison.","Even if she stops by, tell her I am not at home.",CC-BY 2.0 (France) Attribution: tatoeba.org #40693 (CK) & #12538 (dominiko) Editorially corrected after complete row-by-row linguistic audit.
969,D,"Même si je connais un peu de français, je pense que nous devrions parler anglais.","Even though I know a little French, I think we should speak in English.",CC-BY 2.0 (France) Attribution: tatoeba.org #2451065 (CK) & #5800888 (Aiji)
970,D,"Franchement, je ne pense pas que tu aies ce qu'il faut pour devenir enseignant.","Frankly speaking, I don't think you have what it takes to become a teacher.",CC-BY 2.0 (France) Attribution: tatoeba.org #4574323 (CK) & #7862570 (Aiji)
971,D,Sans son aide je n'aurais pas pu finir le travail.,"Had it not been for his aid, I could not have finished the work.",CC-BY 2.0 (France) Attribution: tatoeba.org #285574 (CM) & #130194 (nimfeo)
972,D,"C'est la dernière personne à qui je demanderais de l'aide, car il n'est pas du tout fiable.","He's the last person I would ask for help, because he is completely unreliable.",CC-BY 2.0 (France) Attribution: tatoeba.org #371400 (saeb) & #8703768 (Julien_PDC) Editorially corrected after complete row-by-row linguistic audit.
973,D,"Je ne peux pas vous dire son nom, mais je peux vous dire où il vit.","I can't tell you his name, but I can tell you where he lives.",CC-BY 2.0 (France) Attribution: tatoeba.org #3205210 (CK) & #7797117 (Aiji)
974,D,Je ne peux pas te dire à quel point je suis heureux que tu sois venu nous voir.,I can't tell you how happy I am that you've come to visit us.,CC-BY 2.0 (France) Attribution: tatoeba.org #953399 (CK) & #7730466 (lbdx)
975,D,Je ne peux pas vous dire qui est sur la liste. Mon patron m'a dit de ne pas le dire.,I can't tell you who's on the list. My boss told me not to.,CC-BY 2.0 (France) Attribution: tatoeba.org #1955047 (CK) & #6069359 (Aiji)
976,D,Je me fiche de ce que le docteur dit. Je vais manger ce que je veux.,I don't care what the doctor says. I'm going to eat whatever I want.,CC-BY 2.0 (France) Attribution: tatoeba.org #2315218 (CK) & #7327087 (Aiji)
977,D,Peu m'importe où je travaille tant que je peux trouver un emploi.,I don't care where I work as long as I can get a job.,CC-BY 2.0 (France) Attribution: tatoeba.org #9806654 (CK) & #13405321 (Rovo)
978,C,Je ne sais pas si je parle assez bien français pour pouvoir expliquer ceci correctement.,I don't know if I speak French well enough to explain this properly.,CC-BY 2.0 (France) Attribution: tatoeba.org #2537058 (CK) & #7862796 (Aiji) Editorially corrected after complete row-by-row linguistic audit.
979,D,"Je ne sais pas si c'est important pour vous, mais c'est très important pour moi.","I don't know whether it's important to you, but it's very important to me.",CC-BY 2.0 (France) Attribution: tatoeba.org #2391331 (AlanF_US) & #8688138 (Aiji) | Editorially adapted for learner accuracy; original source attribution retained
980,D,Je ne pense pas que j'aie envie de répondre à plus de tes questions pour l'instant.,I don't think I want to answer any more of your questions right now.,CC-BY 2.0 (France) Attribution: tatoeba.org #2042857 (CK) & #5419865 (Aiji) Editorially corrected after complete row-by-row linguistic audit.
981,D,Je ne pense pas que je serai capable de faire ce que tu veux que je fasse.,I don't think I'll be able to do what you want me to do.,CC-BY 2.0 (France) Attribution: tatoeba.org #6339409 (CK) & #8436744 (zarisi)
982,D,Je ne pense pas que j'aurai assez de temps pour faire tout ce que je veux faire.,I don't think I'll have enough time to do everything I want to do.,CC-BY 2.0 (France) Attribution: tatoeba.org #2042834 (CK) & #11352169 (Aiji)
983,D,Je ne pense pas que tu aies besoin d'autant d'argent pour acheter ce dont tu as besoin.,I don't think that you need that much money to buy what you need.,CC-BY 2.0 (France) Attribution: tatoeba.org #7226382 (CK) & #11327598 (lbdx)
984,D,"Je ne voudrais pas te presser, mais essayons de prendre le prochain bus.","I wouldn't want to rush you, but let's try to catch the next bus.",CC-BY 2.0 (France) Attribution: tatoeba.org #51343 (CK) & #138809 (felix63) Editorially corrected after complete row-by-row linguistic audit.
985,D,Je suis triste quand je pense à toutes les personnes qui meurent au cours des guerres.,I feel sad when I think about all the people who die in wars.,CC-BY 2.0 (France) Attribution: tatoeba.org #273280 (CK) & #748526 (Cocorico)
986,D,Je monte sur le toit quand je veux voir le ciel bleu.,I go up to the rooftop when I want to see the blue sky.,CC-BY 2.0 (France) Attribution: tatoeba.org #271992 (CM) & #128861 (Aiji)
987,C,Je n'arrive pas à comprendre les raisons qui poussent certaines personnes à parasiter les forums.,I can't understand what drives some people to troll forums.,CC-BY 2.0 (France) Attribution: tatoeba.org #328682 (fcbond) & #967668 (hortusdei) Editorially corrected after complete row-by-row linguistic audit.
988,D,Je voulais seulement te dire que je suis réellement désolé de ce que j'ai dit.,I just wanted to tell you that I'm really sorry for what I said.,CC-BY 2.0 (France) Attribution: tatoeba.org #533157 (darinmex) & #5557294 (Komorebi)
989,D,"Je sais que ce n'est pas ce que tu as suggéré, mais c'est tout ce que j'ai pu faire.","I know it's not what you suggested, but it was all I could do.",CC-BY 2.0 (France) Attribution: tatoeba.org #2376073 (CK) & #8082370 (Micsmithel)
990,D,J'ai besoin que quelqu'un me serre dans ses bras et me dise que tout ira bien.,I need someone to hug me and tell me everything will be all right.,CC-BY 2.0 (France) Attribution: tatoeba.org #10282172 (CK) & #757999 (U2FS) Editorially corrected after complete row-by-row linguistic audit.
991,C,Je me rappelle quand nous ne mangions jamais de légumes que nous n'avions pas cultivés nous-mêmes.,I remember when we never ate vegetables that we hadn't grown ourselves.,CC-BY 2.0 (France) Attribution: tatoeba.org #5189014 (CK) & #5458229 (Aiji) Editorially corrected after complete row-by-row linguistic audit.
992,C,Je pense qu'il est temps de changer nos façons de gérer les déchets.,I think it is about time we changed our ways of managing waste.,CC-BY 2.0 (France) Attribution: tatoeba.org #247388 (CK) & #8019 (Apex) Editorially corrected after complete row-by-row linguistic audit.
993,D,Je pense que ce serait une bonne idée pour toi d'étudier le français.,I think that it would be a good idea for you to study French.,CC-BY 2.0 (France) Attribution: tatoeba.org #8410657 (CK) & #10109602 (Cronos87) Editorially corrected after complete row-by-row linguistic audit.
994,D,Je pensais que les choses allaient s'améliorer mais en fait elles ne font qu'empirer.,"I thought things would get better, but in fact they are only getting worse.",CC-BY 2.0 (France) Attribution: tatoeba.org #263783 (CK) & #331614 (minti) Editorially corrected after complete row-by-row linguistic audit.
995,D,J'ai accepté l'emploi parce qu'ils m'ont promis que je n'aurais pas à travailler les week-ends.,I took the job because they promised me I wouldn't have to work weekends.,CC-BY 2.0 (France) Attribution: tatoeba.org #7501265 (CK) & #13325738 (genes1s)
