rank,target,english,pos,ipa_candidate,learner_hint_candidate,source_sha256
846,ایرانی,Iranian,adj / noun,irˈaːni,ayayranayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
847,سڑک,road,noun,sˈʌr.ək,sʌr.ohohhk,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
848,نظریہ,theory; ideology; perspective,noun,naʐˈariˌa,naʐarayaya,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
849,حکمت,wisdom; sagacity; prudence; strategy; philosophy (context-dependent),noun,hɪkmˈat,hayaykmat,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
850,افسر,officer,noun,ˌafsˈar,afsar,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
851,عمارت,building,noun,ɪmˈaːrət,ayaymarohohht,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
852,صحافیوں,journalists (oblique plural),noun,ʂəhˈaːfiˌõː,ʂohohhhafayayõ,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
853,پیغام,message; communication; news; advice (context-dependent),noun,peːɣˈaːm,paygham,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
854,پناہ,asylum; refuge (ie. protection); shelter (ie. a place of security),noun,pənˈaːh,pohohhnah,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
855,دیش,country; land,noun,dˈeːʃ,daysh,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
856,حلقہ,"boundary; circle, ring, hoop; constituency, electoral district",noun,hˈalqa,halqa,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
857,خاتمہ,"conclusion, end, termination",noun,xˈaːtəma,khatohohhma,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
858,انتظار,"wait, waiting; expectation; expectancy",noun,ˌɪntɪʐˈaːr,ayayntayayʐar,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
859,امام,imam,noun,ɪmˈaːm,ayaymam,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
860,جج,judge,noun,ɟˈʌɟ,gyʌgy,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
861,من,maund (unit of mass),noun,mˈʌn,mʌn,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
862,شب,night; evening,noun,ʃˈʌb,shʌb,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
863,دوستی,friendship,noun,dˈoːstˌiː,dohstayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
864,فرض,duty; obligation; obligatory religious act/prayer; assumption/supposition,noun,fˈarz,farz,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
865,ادائیگی,payment; fulfillment; performance,noun,ˌadaːˈiːɡi,adaayaygayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
866,مملکت,state; country; kingdom; realm,noun,mˈamlɪkˌat,mamlayaykat,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
867,کمزور,"ineffective; weak, feeble; incomplete, undone",adj,kˈamzoːr,kamzohr,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
868,بارہ,twelve,numeral,bˈaːrˌa,bara,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
869,پیار,"beloved, dear; love, romance; love, friendship",noun,pjˈaːr,pyar,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
870,لڑکی,girl; daughter,noun,lˈʌr.kˌiː,lʌr.kayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
871,لا,not,particle,lˈaː,la,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
872,اکبر,greater; greatest; Akbar (name),adjective / name,ˈakbar,akbar,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
873,چاہے,"though, even if; either, whether, or; masculine plural perfect indicative",conj / verb,cˈaːheː,cahay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
874,گوشت,meat,noun,ɡˈoːʃt,gohsht,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
875,باپ,father,noun,bˈaːp,bap,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
876,صفائی,cleanliness; cleaning; hygiene; explanation/defense/exoneration (context-dependent),noun,ʂəfˈaːi,ʂohohhfaayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
877,فضل,"beneficence; excellence, virtue; learning, knowledge",name / noun,fˈazl,fazl,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
878,بنانا,"to cause to be/become; to make, create, produce; to make to form/ turn into",verb,bənˈaːnaː,bohohhnana,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
879,انتظام,"method, system; preparation, arrangement",noun,ˌɪntɪʐˈaːm,ayayntayayʐam,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
880,تیسری,third (feminine),adjective / determiner,tˈiːsri,tayaysrayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
881,حافظ,guardian; protector; keeper; person who has memorized the Qur'an; Hafiz (name/title),noun / title / name,hˈaːfɪʐ,hafayayʐ,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
882,کپڑے,clothes; clothing; cloth; garment(s),noun,kˈʌpr.ˌeː,kʌpr.ay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
883,تجربہ,"experience; experiment, test, trial",noun,taɟˈarba,tagyarba,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
884,خطرناک,dangerous,adj,xˌətərnˈaːk,khohohhtohohhrnak,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
885,گندم,wheat,noun,ɡˈandʊm,gandohohm,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
886,ریاض,Riaz/Riyaz (male name); Riyadh; gardens (Arabic-derived),name / proper noun / noun,rjˈaːz,ryaz,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
887,دشمن,"opponent; enemy, foe",noun,dʊʃmˈan,dohohshman,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
888,ذات,self; being; essence; caste; community/background (context-dependent),noun,zˈaːt,zat,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
889,عطا,gift; grant; bestowal; giving,noun,ˈataː,ata,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
890,موجودگی,"presence, attendance",noun,moːɟˈuːdɡi,mohgyohohdgayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
891,بازار,"market, souq (bazaar)",noun,baːzˈaːr,bazar,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
892,بلا,without; calamity; disaster; affliction (depending on vocalization/context),preposition / noun,bˈʌlaː,bʌla,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
893,نواب,nawab; noble; ruler/governor (historical title),noun / title,nˈaʋaːb,naʋab,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
894,نجی,"secretive, confidential; private, personal, unofficial, confidential",adj,nˈɪɟi,nayaygyayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
895,روایت,"tradition; legend, narrative",noun,rˌɪʋaːjˈat,rayayʋayat,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
896,عزت,honor; respect; esteem,noun,ɪzzˈat,ayayzzat,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
897,رویہ,"attitude; rule, procedure; behavior, conduct, manner",noun,raʋˈaiˌa,raʋaayaya,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
898,اعتبار,"credibility; reliability; trust, confidence",noun,ˈeːtɪbˌaːr,aytayaybar,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
899,کھڑے,standing; upright,adjective,kʰˈʌr.eː,kʰʌr.ay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
900,سلطان,king; sultan,noun,sʊltˈaːn,sohohltan,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
901,اطلاع,information; notice; notification; news,noun,ˈɪtlaː,ayaytla,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
902,یقینا,"indeed, definitely, for sure, surely, undoubtedly",adv,jəqˈiːnaː,yohohhqayayna,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
903,نشانہ,"aim, target",noun,nɪʃˈaːna,nayayshana,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
904,شعر,couplet (of Urdu poetry),noun,ʃˈeːr,shayr,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
905,معطل,suspended,adj,mˌɔatˈal,mohatal,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
906,حالانکہ,"although, however",conj,haːlˈaːnkeː,halankay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
907,پیسے,"money; paise/coins; paisa (oblique/vocative singular, context-dependent)",noun,pˈeːseː,paysay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
908,خصوصا,"mainly, primarily; especially, particularly",adv,xəʂˈoːʂaː,khohohhʂohʂa,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
909,رہنا,to stay; to remain; to live; to reside; progressive auxiliary use,verb,rˈɛhnaː,rayhna,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
910,دکھ,"pain, hardship; sadness, grief; suffering, distress",noun,dˈʌkʰ,dʌkʰ,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
911,علیحدہ,"different, various; separately, apiece; separate, apart from, asunder, disconnected, distinct",adj / adv,ˈalɛhdˌa,alayhda,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
912,ماہر,"expert, professional; skilled, masterful, proficient; scholar of a specific discipline",adj / noun,mˈaːhər,mahohohhr,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
913,سرمایہ,"capital; materials, goods, stuff; wealth; financial means",noun,sˌərmˈaːja,sohohhrmaya,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
914,سلامتی,safety; security; well-being; welfare,noun,səlˈaːmtˌiː,sohohhlamtayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
915,امکان,possibility; chance; likelihood; feasibility,noun,ˌɪmkˈaːn,ayaymkan,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
916,بحال,"reinstated, restored",adj,bəhˈaːl,bohohhhal,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
917,تصویر,picture; image; photograph; portrait; representation,noun,təʂʋˈiːr,tohohhʂʋayayr,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
918,خالی,empty; vacant; free; bare; only/merely (context-dependent),adjective / adverb,xˈaːli,khalayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
919,مستقل,permanent; constant; stable; regular,adjective / adverb (context-dependent),mˌʊstˈaqɪl,mohohstaqayayl,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
920,جمہوری,democratic,adj,ɟˌəmhˈuːri,gyohohhmhohohrayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
921,پس,therefore; so; then; behind; after (context-dependent),adverb / conjunction / prepositional element,pˈʌs,pʌs,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
922,بادشاہ,"king; Badshah, Padishah",noun,bˌaːdʃˈaːh,badshah,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
923,جذبہ,emotion; feeling; sentiment; passion; drive,noun,ɟˈaðba,gyadhba,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
924,مقامی,local; native; local resident,adjective / noun,məqˈaːmi,mohohhqamayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
925,مخالف,"opposer; contrary, opposite; opponent, adversary",adj / noun,mʊxˈaːlɪf,mohohkhalayayf,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
926,سہولت,"ease, convenience; facility (ie. something provided)",noun,sˌahuːlˈat,sahohohlat,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
927,اچانک,suddenly; unexpectedly; all of a sudden,adverb,acˈaːnək,acanohohhk,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
928,کرا,caused/made someone do; had done (causative form of کرنا),verb,kˈʌraː,kʌra,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
929,انتقال,"death, passing; transfer, moving",noun,ˌɪntɪqˈaːl,ayayntayayqal,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
930,نقل,copy; imitation; transcription; quotation; transfer/transport (context-dependent),noun,nˈaql,naql,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
931,آسانی,"ease, simplicity, convenience; an instance of above; an easy thing",noun,aːsˈaːni,asanayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
932,ورنہ,else; if not; otherwise,adv,ʋˈarna,ʋarna,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
933,سماعت,"attention; sense of hearing; hearing, proceeding",noun,səmˈaːat,sohohhmaat,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
934,خشک,dry; parched; withered,adj,xˈʊʃk,khohohshk,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
935,موبائل,"phone, telephone, mobile",noun,moːbˈaɪl,mohbaayayl,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
936,پنجابی,Punjabi; Punjabi language; Punjabi person,adjective / noun,pənɟˈaːbi,pohohhngyabayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
937,افسوس,"pity; sorrow; regret, remorse",noun,ˌafsˈoːs,afsohs,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
938,فصل,crop; harvest; season; chapter; section,noun,fˈaʂl,faʂl,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
939,مغرب,west; the West; sunset/Maghrib time; Maghrib prayer,noun,mˈaɣrˌɪb,maghrayayb,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
940,عہد,"covenant; era, epoch; vow, pledge",noun,ˈɛhɛd,ayhayd,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
941,غم,grief; sorrow,noun,ɣˈʌm,ghʌm,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
942,طبی,medical,adj,tˈɪbi,tayaybayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
943,صدی,century,noun,ʂˈʌdi,ʂʌdayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
944,مطالعہ,"study, reading, perusal; considering, inspecting, contemplation",noun,mʊtˈaːla,mohohtala,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
945,آنا,"to come; to arrive; to know how (in ability constructions, context-dependent)",verb,ˈaːnaː,ana,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
946,انسانیت,humanity,noun,ɪnsˈaːniˌat,ayaynsanayayat,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
947,رہائش,"residence, stay",noun,rəhˈaɪʃ,rohohhhaayaysh,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
948,تاریخی,historical,adj,taːrˈiːxi,tarayaykhayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
949,مبتلا,afflicted,adj,mˈʊbtɪlˌaː,mohohbtayayla,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
950,منظوری,"approval, consent, acceptance",noun,mˌanʐˈuːri,manʐohohrayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
951,خواہ,whether; or; even if; whether...or,conjunction,xʋˈaːa,khʋaa,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
952,حدود,limits; boundaries,noun,hʊdˈuːd,hohohdohohd,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
953,معاہدے,"agreements; treaties; agreement/treaty (oblique/vocative singular, context-dependent)",noun,mʊˈaːhɪdˌeː,mohohahayayday,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
954,رحیم,merciful; compassionate; Rahim (name),adjective / name,rəhˈiːm,rohohhhayaym,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
955,پریشان,"bothered, distressed, troubled, worried",adj,pˌəriʃˈaːn,pohohhrayayshan,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
956,حفاظت,protection; safekeeping; guardianship,noun,hˌɪfaːʐˈat,hayayfaʐat,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
957,دماغ,brain; mind; intellect,noun,dɪmˈaːɣ,dayaymagh,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
958,خوب,very; well; good; beautiful,adj / adv / phrase,xˈuːb,khohohb,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
959,نوید,"good news; wedding invitation; a male given name, Navid, Naveed, or Naved, from Persian",name / noun,naʋˈiːd,naʋayayd,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
960,بیٹی,daughter,noun,bˈeːʈi,baytayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
961,غور,"close attention, care; deep thought, deliberation",noun,ɣˈoːr,ghohr,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
962,مبارک,"blessed; auspicious; congratulations!; happy (as in Happy Birthday/Eid, context-dependent)",adjective / interjection,mˌʊbaːrˈak,mohohbarak,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
963,ہار,"defeat; loss; necklace; garland; lose!/give up (verb stem, context-dependent)",noun / verb stem,hˈaːr,har,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
964,مری,died (feminine singular); Murree (place name),verb form / proper noun,mˈʌri,mʌrayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
965,دعویٰ,claim; assertion; legal claim; lawsuit,noun,dˈaːʋaː,daʋa,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
966,انگریزی,British; English (language); English; of or relating to the English language or English people,adj / noun,anɡrˈeːzi,angrayzayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
967,پہ,on; at; upon (variant/colloquial form of پر),postposition,pˈeː,pay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
968,ذرا,a little; slightly; just; please/just (politeness softener),adverb / particle,zˈʌraː,zʌra,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
969,ہفتہ,week; Saturday; protection/extortion payment (slang/context-dependent),noun,hˈafta,hafta,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
970,عموما,"generally, usually",adv,ʊmˈuːmaː,ohohmohohma,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
971,خانہ,"compartment, drawer; box, small container; place, site, dwelling, house",noun,xˈaːnˌa,khana,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
972,کلب,"club; dog (rare/literary Arabic-derived homograph, context-dependent)",noun,kˈʌləb,kʌlohohhb,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
973,مدت,"period, duration",noun,mʊdˈat,mohohdat,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
974,جناح,Jinnah (surname/proper name); wing; flank,proper noun / noun,ɟənˈaːh,gyohohhnah,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
975,حملوں,attacks; assaults (oblique plural),noun,hˈʌmlˌõː,hʌmlõ,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
976,سود,interest (on money); profit; usury,noun,sˈuːd,sohohd,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
977,شکایت,complaint; grievance; objection; medical complaint/symptom (context-dependent),noun,ʃˌɪkaːjˈat,shayaykayat,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
978,جوہری,"jeweler; atomic, nuclear; pertaining to gems or jewels",adj / noun,ɟˈoːhri,gyohhrayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
979,کپاس,cotton (material and plant),noun,kəpˈaːs,kohohhpas,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
980,داد,praise; appreciation; applause; justice/redress (context-dependent),noun,dˈaːd,dad,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
981,پھول,flower; blossom,noun,phˈuːl,phohohl,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
982,کینسر,cancer,noun,kˈeːnsər,kaynsohohhr,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
983,بوجھ,"encumbrance; bundle, pack; burden, load (ie. weight)",noun,bˈoːɟʰ,bohgyʰ,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
984,سائیکل,bicycle,noun,saːˈiːkəl,saayaykohohhl,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
985,عدد,number; numeral,noun,ˈadəd,adohohhd,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
986,فضا,"space; ambience; air, atmosphere",noun,fˈʌzaː,fʌza,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
987,بہن,sister; female cousin (context-dependent); respectful address for a woman (context-dependent),noun,bˈɛhɛn,bayhayn,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
988,سارا,"all; whole, entire",determiner,sˈaːraː,sara,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
989,طرز,"mode, way; style; manner; style (ie. fashion)",noun,tˈarz,tarz,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
990,خام,raw; unripe; crude; unfinished; rough; approximate,adjective,xˈaːm,kham,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
991,دم,breath; moment; tail (different senses),noun,dˈʌm,dʌm,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
992,اختتام,ending; completion,noun,ˌɪxtɪtˈaːm,ayaykhtayaytam,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
993,بارش,rain,noun,bˈaːrɪʃ,barayaysh,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
994,نگرانی,supervision; monitoring; oversight; watch; security (context-dependent),noun,nˌɪɡrˈaːni,nayaygranayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
995,جرم,crime; sin,noun,ɟˈʊrm,gyohohrm,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
996,قید,imprisonment; confinement; captivity; restriction,noun,qˈeːd,qayd,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
997,آفریدی,Afridi,noun,ˌaːfrˈiːdi,afrayaydayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
998,چلی,went; left; moved (feminine singular form of چلنا); Chile (country),verb form / proper noun,cˈʌli,cʌlayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
999,ساڑھے,and a half; half past (used with numbers),numeral / quantifier,sˈaːr.heː,sar.hay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
1000,دوستوں,friends (oblique plural),noun,dˈoːstˌõː,dohstõ,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
