rank,target,english,pos,ipa_candidate,learner_hint_candidate,source_sha256
856,caméra,camera; video camera,noun,kameʁˈa,kamayra,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
857,méchant,"mean, unkind; bad, mediocre; jerk (cruel person)",adjective / noun,meʃˈɑ̃,mayshan,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
858,filer,to spin/thread; slip away; give/pass; tail/follow,verb,filˈe,fayaylay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
859,milieu,middle; environment / surroundings; social circle,noun,miljˈø,mayaylyeu,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
860,enfuir,to flee; run away; escape (usually s'enfuir),verb,ɑ̃fyˈiʁ,anfyayayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
861,cuisine,kitchen; cooking; cuisine,noun,kyizˈin,kyayayzayayn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
862,fenêtre,window,noun,fənˈɛtʁ,fohohhnaytr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
863,construire,to build,verb,kɔ̃stʁyˈiʁ,kohnstryayayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
864,suspect,a suspect; suspicious; suspect,adjective / noun,syspˈɛkt,syspaykt,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
865,bouche,mouth,noun,bˈuʃ,bohohsh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
866,grandir,"to grow up; to magnify; to grow, get bigger",verb,ɡʁɑ̃dˈiʁ,grandayayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
867,image,image; picture,noun,imˈaʒ,ayaymazh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
868,là-dedans,in there; in that,adverb,lˈadədˈɑ̃,ladohohhdan,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
869,société,society; company; business; corporation,noun,sosjetˈe,sohsyaytay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
870,environ,"a surrounding area; about, close to, around",adverb / noun,ɑ̃viʁˈɔ̃,anvayayrohn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
871,doux,mild; soft; sweet,adjective / adverb,dˈu,dohoh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
872,banque,bank,noun,bˈɑ̃k,bank,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
873,proposer,"to propose (offer); to propose, suggest",verb,pʁopozˈe,prohpohzay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
874,nettoyer,clean,verb,nɛtwajˈe,naytwayay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
875,terrible,terrible; dreadful; awful; severe/intense,adjective,tɛʁˈibl,tayrayaybl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
876,urgence,"emergency, urgency",noun,yʁʒˈɑ̃s,yrzhans,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
877,forcer,to force; compel; make,verb,fɔʁsˈe,fohrsay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
878,atteindre,to reach; to affect; to attain,verb,atˈɛ̃dʁ,atayayndr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
879,gérer,to manage; to handle; to run,verb,ʒeʁˈe,zhayray,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
880,gouvernement,government,noun,ɡuvɛʁnəmˈɑ̃,gohohvayrnohohhman,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
881,honte,shame (feeling); shame (something shameful),noun,ˈɔ̃t,ohnt,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
882,fleur,flower; blossom,noun,flˈœʁ,fleur,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
883,fuir,to flee; to escape; to leak; to have a leak,verb,fyˈiʁ,fyayayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
884,poursuivre,"to sue; to continue; to pursue, to chase",verb,puʁsyˈivʁ,pohohrsyayayvr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
885,copain,"friend, chum, mate (UK), pal, buddy; ellipsis of petit copain: boyfriend (boy/man to whom one has a romantic attachment)",noun,kopˈɛ̃,kohpayayn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
886,étranger,foreign; foreigner; stranger; outsider,adjective / noun,etʁɑ̃ʒˈe,aytranzhay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
887,niveau,level,noun,nivˈo,nayayvoh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
888,anglais,English; Anglo-American or Anglophone,adjective / noun,ɑ̃ɡlˈɛ,anglay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
889,position,position,noun,pozisjˈɔ̃,pohzayaysyohn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
890,profiter,to benefit; take advantage of; enjoy; profit from,verb,pʁofitˈe,prohfayaytay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
891,machine,engine; machine,noun,maʃˈin,mashayayn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
892,action,action; act; share/stock; campaign; special offer (retail context),noun,aksjˈɔ̃,aksyohn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
893,hum,hmm; um,interjection,ˈɔm,ohm,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
894,remonter,to go back up; to climb back up; to bring/raise back up; to wind up; to go/date back to,verb,ʁəmɔ̃tˈe,rohohhmohntay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
895,futur,future,adjective / noun,fytˈyʁ,fytyr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
896,peuple,folk; nation; people,noun,pˈøpl,peupl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
897,époque,era; period; age,noun,epˈok,aypohk,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
898,bain,bath,noun,bˈɛ̃,bayayn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
899,impliquer,to involve; to imply; to implicate,verb,ɛ̃plikˈe,ayaynplayaykay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
900,merveilleux,wonderful; marvelous; marvellous,adjective,mɛʁvɛjˈø,mayrvayyeu,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
901,peau,fur; hide; skin,noun,pˈo,poh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
902,magasin,shop; store; storeroom/warehouse; magazine/storage chamber (specialized),noun,maɡazˈɛ̃,magazayayn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
903,tel,"such; like, as; one (impersonal pronoun)",adjective / pronoun,tˈɛl,tayl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
904,quartier,neighborhood; district; quarter; area,noun,kaʁtjˈe,kartyay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
905,surprendre,surprise,verb,syʁpʁˈɑ̃dʁ,syrprandr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
906,toilette,toilet,noun,twalˈɛt,twalayt,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
907,silence,silence,noun,silˈɑ̃s,sayaylans,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
908,radio,"radio, tuner; short for radiographie; short for radiotélégramme",noun,ʁadjˈo,radyoh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
909,recommencer,to restart; start again; begin again; do again,verb,ʁəkɔmɑ̃sˈe,rohohhkohmansay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
910,exemple,example,noun,ɛɡzˈɑ̃pl,aygzanpl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
911,tort,"fault; wrong, error",noun,tˈɔʁ,tohr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
912,intéressant,interesting; interesting/engaging; present participle of intéresser,adjective / present participle,ɛ̃teʁɛsˈɑ̃,ayayntayraysan,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
913,vin,wine,noun,vˈɛ̃,vayayn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
914,trace,trace; track,noun,tʁˈas,tras,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
915,regretter,to regret; to miss; to wish something had not happened or occurred,verb,ʁəɡʁɛtˈe,rohohhgraytay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
916,coincer,to jam; get stuck; trap; wedge,verb,kwɛ̃sˈe,kwayaynsay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
917,demande,"request; demand; asks/requests; ask/request! (forms of demander, context-dependent)",noun / finite verb form / imperative form,dəmˈɑ̃d,dohohhmand,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
918,nul,no; none; worthless/lousy; draw/tie,adjective / noun / pronoun,nˈyl,nyl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
919,laisse,"leash; lead; leaves/lets; leave!/let! (forms of laisser, context-dependent); foreshore (specialized)",noun / finite verb form / imperative form,lˈɛs,lays,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
920,lequel,which one; which (masculine singular),pronoun,ləkˈɛl,lohohhkayl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
921,code,code,noun,kˈɔd,kohd,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
922,félicitation,congratulation,noun,felisitasjˈɔ̃,faylayaysayaytasyohn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
923,convaincre,convince; persuade,verb,kɔ̃vˈɛ̃kʁ,kohnvayaynkr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
924,ennui,boredom; trouble; problem; annoyance,noun,ɑ̃nyˈi,annyayay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
925,résultat,bottom line; outcome; result,noun,ʁezyltˈa,rayzylta,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
926,monstre,monster,noun,mˈɔ̃stʁ,mohnstr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
927,la,the (feminine singular); her; it; A/la (musical note),article / determiner / pronoun / noun,lˈa-,la,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
928,enceinte,pregnant; speaker/loudspeaker; enclosure; enclosed area/compound,adjective / noun,ɑ̃sˈɛ̃t,ansayaynt,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
929,réparer,fix; repair,verb,ʁepaʁˈe,rayparay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
930,vide,gap; empty; space,adjective / noun,vˈid,vayayd,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
931,centre,"centre, center; cross, specifically one directed into the penalty area; Centre (a former administrative region of France, now named Centre-Val de Loire)",noun,sˈɑ̃tʁ,santr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
932,rôle,role; character,noun,ʁˈoːl,rohl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
933,nulle,no; none (feminine); lousy/terrible (informal adjective),adjective / pronoun,nˈyl,nyl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
934,zone,zone,noun,zˈon,zohn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
935,débarrasser,to clear; to remove; to rid; to get rid of (se débarrasser de),verb,debaʁasˈe,daybarasay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
936,séparer,"to separate; to split up, to cause to come apart",verb,sepaʁˈe,sayparay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
937,espoir,hope,noun,ɛspwˈaʁ,ayspwar,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
938,adresse,address; skill; dexterity/adroitness; direction (older/context-dependent),noun,adʁˈɛs,adrays,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
939,morceau,piece; bit; slice; morsel; piece of music/work,noun,mɔʁsˈo,mohrsoh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
940,douleur,pain; distress,noun,dulˈœʁ,dohohleur,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
941,causer,to cause; to talk; to chat (informal),verb,kozˈe,kohzay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
942,honnête,"decent, acceptable; honest (scrupulous with regard to telling the truth)",adjective,ɔnˈɛt,ohnayt,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
943,ordinateur,computer,noun,ɔʁdinatˈœʁ,ohrdayaynateur,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
944,copine,"female equivalent of copain: female friend, girl friend, chum, pal; ellipsis of petite copine: girlfriend (girl/woman to whom one has a romantic attachment)",noun,kopˈin,kohpayayn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
945,ridicule,ridiculous,adjective / noun,ʁidikˈyl,rayaydayaykyl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
946,oser,to dare; to venture; to have the nerve/courage to,verb,ozˈe,ohzay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
947,match,"match, game",noun,mˈatʃ,mach,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
948,admettre,"to admit, to accept, to recognize; to admit (into), to accept (into) (a hospital or a university)",verb,admˈɛtʁ,admaytr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
949,mer,sea,noun,mˈɛʁ,mayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
950,briser,to break; snap; to become broken; snap,verb,bʁizˈe,brayayzay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
951,rapide,fast; rapid; quick,adjective,ʁapˈid,rapayayd,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
952,camion,lorry; truck,noun,kamjˈɔ̃,kamyohn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
953,bande,band; group; strip; tape,noun,bˈɑ̃d,band,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
954,défendre,to defend; to protect; to forbid/prohibit (défendre de),verb,defˈɑ̃dʁ,dayfandr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
955,accompagner,accompany,verb,akɔ̃panjˈe,akohnpanyay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
956,chaussure,shoe,noun,ʃosˈyʁ,shohsyr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
957,nourriture,food; nourishment,noun,nuʁitˈyʁ,nohohrayaytyr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
958,sérieusement,seriously,adverb,seʁjøzmˈɑ̃,sayryeuzman,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
959,coûter,cost,verb,kutˈe,kohohtay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
960,sonner,to ring; to sound,verb,sɔnˈe,sohnay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
961,remplir,"to fulfil; to fill in; to fill, to fill up (make full)",verb,ʁɑ̃plˈiʁ,ranplayayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
962,apparemment,seemingly; apparently,adverb,apaʁamˈɑ̃,aparaman,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
963,fumer,to smoke; to steam; to emit smoke,verb,fymˈe,fymay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
964,liberté,freedom,noun,libɛʁtˈe,layaybayrtay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
965,étudier,study,verb,etydjˈe,aytydyay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
966,attirer,"to attract; to lure, to entice",verb,atiʁˈe,atayayray,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
967,art,art,noun,ˈaʁ,ar,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
968,dent,tooth,noun,dˈɑ̃,dan,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
969,planète,planet,noun,planˈɛt,planayt,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
970,nez,nose,noun,nˈe,nay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
971,colonel,colonel,noun,kolonˈɛl,kohlohnayl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
972,exploser,explode,verb,ɛksplozˈe,ayksplohzay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
973,départ,departure,noun,depˈaʁ,daypar,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
974,avance,"advance; progress; advance payment; advances/moves forward; advance!/move forward! (forms of avancer, context-dependent)",noun / finite verb form / imperative form,avˈɑ̃s,avans,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
975,vêtement,garment; item of clothing,noun,vɛtmˈɑ̃,vaytman,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
976,sexe,sex; biological sex; gender (context-dependent); genitals/sex organs (context-dependent),noun,sˈɛks,sayks,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
977,couleur,suit; a flush; color/colour,noun,kulˈœʁ,kohohleur,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
978,arbre,tree; shaft; axle; drive shaft,noun,ˈaʁbʁ,arbr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
979,installer,install,verb,ɛ̃stalˈe,ayaynstalay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
980,innocent,innocent; a naive person; a stupid or foolish person,adjective / noun,inosˈɑ̃,ayaynohsan,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
981,durer,to last (for),verb,dyʁˈe,dyray,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
982,respecter,"to respect; to meet (deadline); to comply with (rules, laws)",verb,ʁɛspɛktˈe,rayspayktay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
983,lycée,high school; secondary school; lycée,noun,lisˈe,layaysay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
984,soit,either; whether; be (present subjunctive of être); namely/that is; okay/so be it,conjunction / verb form / adverbial or discourse expression,swˈa,swa,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
985,détail,detail,noun,detˈaj,daytay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
986,criminel,criminal; criminal person/offender,adjective / noun,kʁiminˈɛl,krayaymayaynayl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
987,énorme,"enormous, huge",adjective,enˈɔʁm,aynohrm,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
988,défense,fender; defence; tusk (of animal),noun,defˈɑ̃s,dayfans,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
989,conversation,conversation,noun,kɔ̃vɛʁsasjˈɔ̃,kohnvayrsasyohn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
990,traîner,to drag; to pull; to hang around; to linger/loiter; to drag on,verb,tʁɛnˈe,traynay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
991,secours,help; aid; assistance; rescue; first aid (premiers secours),noun,səkˈuʁ,sohohhkohohr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
992,bonne,good; maid (dated noun),adjective / noun,bˈɔn,bohn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
993,inutile,"useless, unnecessary, pointless",adjective,inytˈil,ayaynytayayl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
994,politique,politics; policy; political,adjective / noun,politˈik,pohlayaytayayk,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
995,thé,tea,noun,tˈe,tay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
996,mensonge,lie,noun,mɑ̃sˈɔ̃ʒ,mansohnzh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
997,été,summer; been (past participle of être),noun / past participle,etˈe,aytay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
998,procès,trial; lawsuit,noun,pʁosˈɛ,prohsay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
999,programme,"program/programme; schedule; plan; programs/schedules; program!/schedule! (forms of programmer, context-dependent)",noun / finite verb form / imperative form,pʁɔɡʁˈam,prohgram,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
1000,baisser,to lower; to decrease; to go down; to fall; to lower/bend,verb,bɛsˈe,baysay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
